Universidad;Ámbito de estudio ISCED 1999;Total
Católica San Antonio de Murcia;220 - Humanidades;..
Católica San Antonio de Murcia;222 - Lenguas extranjeras;..
Católica San Antonio de Murcia;223 - Lenguas y dialectos españoles;..
Católica San Antonio de Murcia;225 - Historia y arqueología;..
Católica San Antonio de Murcia;226 - Filosofia y ética;..
Católica San Antonio de Murcia;Total Ciencias sociales, educación comercial y derecho;1.016
Católica San Antonio de Murcia;311 - Psicología;..
Católica San Antonio de Murcia;312 - Sociología, antropología y geografía social y cultural;111
Católica San Antonio de Murcia;313 - Ciencias políticas;..
Católica San Antonio de Murcia;314 - Economía;..
Católica San Antonio de Murcia;321 - Periodismo;165
Católica San Antonio de Murcia;322 - Biblioteconomía, documentación y archivos;..
Católica San Antonio de Murcia;342 - Marketing y publicidad;164
Católica San Antonio de Murcia;343 - Finanzas, banca y seguros;..
Católica San Antonio de Murcia;345 - Administración y gestión de empresas;343
Católica San Antonio de Murcia;380 - Derecho;233
Católica San Antonio de Murcia;Total Ciencias;184
Católica San Antonio de Murcia;421 - Biología y Bioquímica;..
Católica San Antonio de Murcia;422 - Ciencias del medio ambiente;..
Católica San Antonio de Murcia;442 - Química;..
Católica San Antonio de Murcia;443 - Geología y meteorología;..
Católica San Antonio de Murcia;462 - Estadística;..
Católica San Antonio de Murcia;480 - Informática;..
Católica San Antonio de Murcia;481 - Ciencias de la computación;184
Católica San Antonio de Murcia;Total Ingeniería, industria y construcción;1.191
Católica San Antonio de Murcia;520 - Ingeniería y profesiones afines;..
Católica San Antonio de Murcia;521 - Mecánica y metalurgia;..
Católica San Antonio de Murcia;522 - Electricidad y energía;..
Católica San Antonio de Murcia;523 - Electrónica y automática;105
Católica San Antonio de Murcia;524 - Procesos químicos;..
Católica San Antonio de Murcia;541 - Industria de la alimentación;49
Católica San Antonio de Murcia;581 - Arquitectura y urbanismo;812
Católica San Antonio de Murcia;582 - Construcción e ingeniería civil;225
Católica San Antonio de Murcia;Total Agricultura y veterinaria;..
Católica San Antonio de Murcia;621 - Producción agrícola y explotación ganadera;..
Católica San Antonio de Murcia;623 - Silvicultura;..
Católica San Antonio de Murcia;641 - Veterinaria;..
Católica San Antonio de Murcia;Total Salud y servicios sociales;1.601
Católica San Antonio de Murcia;721 - Medicina;..
Católica San Antonio de Murcia;723 - Enfermería y atención a enfermos;801
Católica San Antonio de Murcia;724 - Estudios dentales;..
Católica San Antonio de Murcia;725 - Tecnología de diagnóstico y tratamiento médico;..
Católica San Antonio de Murcia;726 - Terapia y rehabilitación;800
Católica San Antonio de Murcia;727 - Farmacia;..
Católica San Antonio de Murcia;762 - Trabajo social y orientación;..
Católica San Antonio de Murcia;Total Servicios;793
Católica San Antonio de Murcia;812 - Viajes, turismo y ocio;82
Católica San Antonio de Murcia;813 - Deportes;711
Católica Santa Teresa de Jesús de Ávila;Total Ámbito;566
Católica Santa Teresa de Jesús de Ávila;Total Educación;..
Católica Santa Teresa de Jesús de Ávila;142 - Ciencias de la educación;..
Católica Santa Teresa de Jesús de Ávila;143 - Formación de docentes de enseñanza infantil;..
Católica Santa Teresa de Jesús de Ávila;144 - Formación de docentes de enseñanza primaria;..
Católica Santa Teresa de Jesús de Ávila;145 - Formación de docentes de enseñanza de temas especiales;..
Católica Santa Teresa de Jesús de Ávila;146 - Formación de docentes de formación profesional;..
Católica Santa Teresa de Jesús de Ávila;Total Artes y humanidades;..
Católica Santa Teresa de Jesús de Ávila;211 - Bellas artes;..
Católica Santa Teresa de Jesús de Ávila;212 - Música y artes del espectáculo;..
Católica Santa Teresa de Jesús de Ávila;213 - Técnicas audiovisuales y medios de comunicación;..
Católica Santa Teresa de Jesús de Ávila;214 - Diseño;..
Católica Santa Teresa de Jesús de Ávila;220 - Humanidades;..
Católica Santa Teresa de Jesús de Ávila;222 - Lenguas extranjeras;..
Católica Santa Teresa de Jesús de Ávila;223 - Lenguas y dialectos españoles;..
Católica Santa Teresa de Jesús de Ávila;225 - Historia y arqueología;..
Católica Santa Teresa de Jesús de Ávila;226 - Filosofia y ética;..
Católica Santa Teresa de Jesús de Ávila;Total Ciencias sociales, educación comercial y derecho;229
Católica Santa Teresa de Jesús de Ávila;311 - Psicología;..
Católica Santa Teresa de Jesús de Ávila;312 - Sociología, antropología y geografía social y cultural;..
Católica Santa Teresa de Jesús de Ávila;313 - Ciencias políticas;..
Católica Santa Teresa de Jesús de Ávila;314 - Economía;24
Católica Santa Teresa de Jesús de Ávila;321 - Periodismo;..
Católica Santa Teresa de Jesús de Ávila;322 - Biblioteconomía, documentación y archivos;..
Católica Santa Teresa de Jesús de Ávila;342 - Marketing y publicidad;..
Católica Santa Teresa de Jesús de Ávila;343 - Finanzas, banca y seguros;..
Católica Santa Teresa de Jesús de Ávila;345 - Administración y gestión de empresas;119
Católica Santa Teresa de Jesús de Ávila;380 - Derecho;86
Católica Santa Teresa de Jesús de Ávila;Total Ciencias;45
Católica Santa Teresa de Jesús de Ávila;421 - Biología y Bioquímica;..
Católica Santa Teresa de Jesús de Ávila;422 - Ciencias del medio ambiente;21
Católica Santa Teresa de Jesús de Ávila;442 - Química;..
Católica Santa Teresa de Jesús de Ávila;443 - Geología y meteorología;..
Católica Santa Teresa de Jesús de Ávila;462 - Estadística;..
Católica Santa Teresa de Jesús de Ávila;480 - Informática;..
Católica Santa Teresa de Jesús de Ávila;481 - Ciencias de la computación;24
Católica Santa Teresa de Jesús de Ávila;Total Ingeniería, industria y construcción;117
Católica Santa Teresa de Jesús de Ávila;520 - Ingeniería y profesiones afines;..
Católica Santa Teresa de Jesús de Ávila;521 - Mecánica y metalurgia;117
Católica Santa Teresa de Jesús de Ávila;522 - Electricidad y energía;..
Católica Santa Teresa de Jesús de Ávila;523 - Electrónica y automática;..
Católica Santa Teresa de Jesús de Ávila;524 - Procesos químicos;..
Católica Santa Teresa de Jesús de Ávila;541 - Industria de la alimentación;..
Católica Santa Teresa de Jesús de Ávila;581 - Arquitectura y urbanismo;..
Católica Santa Teresa de Jesús de Ávila;582 - Construcción e ingeniería civil;..
Católica Santa Teresa de Jesús de Ávila;Total Agricultura y veterinaria;175
Católica Santa Teresa de Jesús de Ávila;621 - Producción agrícola y explotación ganadera;81
Católica Santa Teresa de Jesús de Ávila;623 - Silvicultura;94
Católica Santa Teresa de Jesús de Ávila;641 - Veterinaria;..
Católica Santa Teresa de Jesús de Ávila;Total Salud y servicios sociales;175
Católica Santa Teresa de Jesús de Ávila;721 - Medicina;..
Católica Santa Teresa de Jesús de Ávila;723 - Enfermería y atención a enfermos;..
Católica Santa Teresa de Jesús de Ávila;724 - Estudios dentales;..
Católica Santa Teresa de Jesús de Ávila;725 - Tecnología de diagnóstico y tratamiento médico;..
Católica Santa Teresa de Jesús de Ávila;726 - Terapia y rehabilitación;..
Católica Santa Teresa de Jesús de Ávila;727 - Farmacia;..
Católica Santa Teresa de Jesús de Ávila;762 - Trabajo social y orientación;..
Católica Santa Teresa de Jesús de Ávila;Total Servicios;..
Católica Santa Teresa de Jesús de Ávila;812 - Viajes, turismo y ocio;..
Católica Santa Teresa de Jesús de Ávila;813 - Deportes;..
Deusto;Total Ámbito;6.928
Deusto;Total Educación;274
Deusto;142 - Ciencias de la educación;274
Deusto;143 - Formación de docentes de enseñanza infantil;..
Deusto;144 - Formación de docentes de enseñanza primaria;..
Deusto;145 - Formación de docentes de enseñanza de temas especiales;..
Deusto;146 - Formación de docentes de formación profesional;..
Deusto;Total Artes y humanidades;669
Deusto;211 - Bellas artes;..
Deusto;212 - Música y artes del espectáculo;..
Deusto;213 - Técnicas audiovisuales y medios de comunicación;..
Deusto;214 - Diseño;..
Deusto;220 - Humanidades;334
Deusto;222 - Lenguas extranjeras;119
Deusto;223 - Lenguas y dialectos españoles;58
Deusto;225 - Historia y arqueología;117
Deusto;226 - Filosofia y ética;41
Deusto;Total Ciencias sociales, educación comercial y derecho;3.841
Deusto;311 - Psicología;819
Deusto;312 - Sociología, antropología y geografía social y cultural;44
Deusto;313 - Ciencias políticas;..
Deusto;314 - Economía;..
Deusto;321 - Periodismo;..
Deusto;322 - Biblioteconomía, documentación y archivos;..
Deusto;342 - Marketing y publicidad;..
Deusto;343 - Finanzas, banca y seguros;..
Deusto;345 - Administración y gestión de empresas;1.819
Deusto;380 - Derecho;1.159
Deusto;Total Ciencias;779
Deusto;421 - Biología y Bioquímica;..
Deusto;422 - Ciencias del medio ambiente;..
Deusto;442 - Química;..
Deusto;443 - Geología y meteorología;..
Deusto;462 - Estadística;..
Deusto;480 - Informática;..
Deusto;481 - Ciencias de la computación;779
Deusto;Total Ingeniería, industria y construcción;577
Deusto;520 - Ingeniería y profesiones afines;..
Deusto;521 - Mecánica y metalurgia;..
Deusto;522 - Electricidad y energía;..
Deusto;523 - Electrónica y automática;577
Deusto;524 - Procesos químicos;..
Deusto;541 - Industria de la alimentación;..
Deusto;581 - Arquitectura y urbanismo;..
Deusto;582 - Construcción e ingeniería civil;..
Deusto;Total Agricultura y veterinaria;..
Deusto;621 - Producción agrícola y explotación ganadera;..
Deusto;623 - Silvicultura;..
Deusto;641 - Veterinaria;..
Deusto;Total Salud y servicios sociales;266
Deusto;721 - Medicina;..
Deusto;723 - Enfermería y atención a enfermos;..
Deusto;724 - Estudios dentales;..
Deusto;725 - Tecnología de diagnóstico y tratamiento médico;..
Deusto;726 - Terapia y rehabilitación;..
Deusto;727 - Farmacia;..
Deusto;762 - Trabajo social y orientación;266
Deusto;Total Servicios;522
Deusto;812 - Viajes, turismo y ocio;522
Deusto;813 - Deportes;..
Europea de Madrid;Total Ámbito;8.720
Europea de Madrid;Total Educación;2
Europea de Madrid;142 - Ciencias de la educación;..
Europea de Madrid;143 - Formación de docentes de enseñanza infantil;..
Europea de Madrid;144 - Formación de docentes de enseñanza primaria;..
Europea de Madrid;145 - Formación de docentes de enseñanza de temas especiales;..
Europea de Madrid;146 - Formación de docentes de formación profesional;2
Europea de Madrid;Total Artes y humanidades;625
Europea de Madrid;211 - Bellas artes;129
Europea de Madrid;212 - Música y artes del espectáculo;..
Europea de Madrid;213 - Técnicas audiovisuales y medios de comunicación;336
Europea de Madrid;214 - Diseño;27
Europea de Madrid;220 - Humanidades;..
Europea de Madrid;222 - Lenguas extranjeras;133
Europea de Madrid;223 - Lenguas y dialectos españoles;..
Europea de Madrid;225 - Historia y arqueología;..
Europea de Madrid;226 - Filosofia y ética;..
Europea de Madrid;Total Ciencias sociales, educación comercial y derecho;1.561
Europea de Madrid;311 - Psicología;..
Europea de Madrid;312 - Sociología, antropología y geografía social y cultural;24
Europea de Madrid;313 - Ciencias políticas;..
Europea de Madrid;314 - Economía;33
Europea de Madrid;321 - Periodismo;98
Europea de Madrid;322 - Biblioteconomía, documentación y archivos;..
Europea de Madrid;342 - Marketing y publicidad;242
Europea de Madrid;343 - Finanzas, banca y seguros;16
Europea de Madrid;345 - Administración y gestión de empresas;773
Europea de Madrid;380 - Derecho;375
Europea de Madrid;Total Ciencias;224
Europea de Madrid;421 - Biología y Bioquímica;..
Europea de Madrid;422 - Ciencias del medio ambiente;20
Europea de Madrid;442 - Química;..
Europea de Madrid;443 - Geología y meteorología;..
Europea de Madrid;462 - Estadística;..
Europea de Madrid;480 - Informática;..
Europea de Madrid;481 - Ciencias de la computación;204
Europea de Madrid;Total Ingeniería, industria y construcción;2.909
Europea de Madrid;520 - Ingeniería y profesiones afines;365
Europea de Madrid;521 - Mecánica y metalurgia;..
Europea de Madrid;522 - Electricidad y energía;..
Europea de Madrid;523 - Electrónica y automática;387
Europea de Madrid;524 - Procesos químicos;..
Europea de Madrid;541 - Industria de la alimentación;..
Europea de Madrid;581 - Arquitectura y urbanismo;1.780
Europea de Madrid;582 - Construcción e ingeniería civil;377
Europea de Madrid;Total Agricultura y veterinaria;..
Europea de Madrid;621 - Producción agrícola y explotación ganadera;..
Europea de Madrid;623 - Silvicultura;..
Europea de Madrid;641 - Veterinaria;..
Europea de Madrid;Total Salud y servicios sociales;2.776
Europea de Madrid;721 - Medicina;80
Europea de Madrid;723 - Enfermería y atención a enfermos;657
Europea de Madrid;724 - Estudios dentales;1.266
Europea de Madrid;725 - Tecnología de diagnóstico y tratamiento médico;291
Europea de Madrid;726 - Terapia y rehabilitación;482
Europea de Madrid;727 - Farmacia;..
Europea de Madrid;762 - Trabajo social y orientación;..
Europea de Madrid;Total Servicios;623
Europea de Madrid;812 - Viajes, turismo y ocio;62
Europea de Madrid;813 - Deportes;561
Europea Miguel de Cervantes;Total Ámbito;1.276
Europea Miguel de Cervantes;Total Educación;..
Europea Miguel de Cervantes;142 - Ciencias de la educación;..
Europea Miguel de Cervantes;143 - Formación de docentes de enseñanza infantil;..
Europea Miguel de Cervantes;144 - Formación de docentes de enseñanza primaria;..
Europea Miguel de Cervantes;145 - Formación de docentes de enseñanza de temas especiales;..
Europea Miguel de Cervantes;146 - Formación de docentes de formación profesional;..
Europea Miguel de Cervantes;Total Artes y humanidades;60
Europea Miguel de Cervantes;211 - Bellas artes;..
Europea Miguel de Cervantes;212 - Música y artes del espectáculo;..
Europea Miguel de Cervantes;213 - Técnicas audiovisuales y medios de comunicación;60
Europea Miguel de Cervantes;214 - Diseño;..
Europea Miguel de Cervantes;220 - Humanidades;..
Europea Miguel de Cervantes;222 - Lenguas extranjeras;..
Europea Miguel de Cervantes;223 - Lenguas y dialectos españoles;..
Europea Miguel de Cervantes;225 - Historia y arqueología;..
Europea Miguel de Cervantes;226 - Filosofia y ética;..
Europea Miguel de Cervantes;Total Ciencias sociales, educación comercial y derecho;267
Europea Miguel de Cervantes;311 - Psicología;..
Europea Miguel de Cervantes;312 - Sociología, antropología y geografía social y cultural;..
Europea Miguel de Cervantes;313 - Ciencias políticas;..
Europea Miguel de Cervantes;314 - Economía;..
Europea Miguel de Cervantes;321 - Periodismo;93
Europea Miguel de Cervantes;322 - Biblioteconomía, documentación y archivos;..
Europea Miguel de Cervantes;342 - Marketing y publicidad;110
Europea Miguel de Cervantes;343 - Finanzas, banca y seguros;..
Europea Miguel de Cervantes;345 - Administración y gestión de empresas;64
Europea Miguel de Cervantes;380 - Derecho;..
Europea Miguel de Cervantes;Total Ciencias;174
Europea Miguel de Cervantes;421 - Biología y Bioquímica;..
Europea Miguel de Cervantes;422 - Ciencias del medio ambiente;79
Europea Miguel de Cervantes;442 - Química;..
Europea Miguel de Cervantes;443 - Geología y meteorología;..
Europea Miguel de Cervantes;462 - Estadística;..
Europea Miguel de Cervantes;480 - Informática;..
Europea Miguel de Cervantes;481 - Ciencias de la computación;95
Europea Miguel de Cervantes;Total Ingeniería, industria y construcción;505
Europea Miguel de Cervantes;520 - Ingeniería y profesiones afines;..
Europea Miguel de Cervantes;521 - Mecánica y metalurgia;..
Europea Miguel de Cervantes;522 - Electricidad y energía;..
Europea Miguel de Cervantes;523 - Electrónica y automática;..
Europea Miguel de Cervantes;524 - Procesos químicos;..
Europea Miguel de Cervantes;541 - Industria de la alimentación;..
Europea Miguel de Cervantes;581 - Arquitectura y urbanismo;505
Europea Miguel de Cervantes;582 - Construcción e ingeniería civil;..
Europea Miguel de Cervantes;Total Agricultura y veterinaria;19
Europea Miguel de Cervantes;621 - Producción agrícola y explotación ganadera;19
Europea Miguel de Cervantes;623 - Silvicultura;..
Europea Miguel de Cervantes;641 - Veterinaria;..
Europea Miguel de Cervantes;Total Salud y servicios sociales;19
Europea Miguel de Cervantes;721 - Medicina;..
Europea Miguel de Cervantes;723 - Enfermería y atención a enfermos;..
Europea Miguel de Cervantes;724 - Estudios dentales;..
Europea Miguel de Cervantes;725 - Tecnología de diagnóstico y tratamiento médico;..
Europea Miguel de Cervantes;726 - Terapia y rehabilitación;..
Europea Miguel de Cervantes;727 - Farmacia;..
Europea Miguel de Cervantes;762 - Trabajo social y orientación;..
Europea Miguel de Cervantes;Total Servicios;251
Europea Miguel de Cervantes;812 - Viajes, turismo y ocio;72
Europea Miguel de Cervantes;813 - Deportes;179
Francisco de Vitoria;Total Ámbito;2.660
Francisco de Vitoria;Total Educación;167
Francisco de Vitoria;142 - Ciencias de la educación;..
Francisco de Vitoria;143 - Formación de docentes de enseñanza infantil;95
Francisco de Vitoria;144 - Formación de docentes de enseñanza primaria;45
Francisco de Vitoria;145 - Formación de docentes de enseñanza de temas especiales;..
Francisco de Vitoria;146 - Formación de docentes de formación profesional;27
Francisco de Vitoria;Total Artes y humanidades;335
Francisco de Vitoria;211 - Bellas artes;63
Francisco de Vitoria;212 - Música y artes del espectáculo;..
Francisco de Vitoria;213 - Técnicas audiovisuales y medios de comunicación;255
Francisco de Vitoria;214 - Diseño;17
Francisco de Vitoria;220 - Humanidades;..
Francisco de Vitoria;222 - Lenguas extranjeras;..
Francisco de Vitoria;223 - Lenguas y dialectos españoles;..
Francisco de Vitoria;225 - Historia y arqueología;..
Francisco de Vitoria;226 - Filosofia y ética;..
Francisco de Vitoria;Total Ciencias sociales, educación comercial y derecho;1.020
Francisco de Vitoria;311 - Psicología;..
Francisco de Vitoria;312 - Sociología, antropología y geografía social y cultural;..
Francisco de Vitoria;313 - Ciencias políticas;..
Francisco de Vitoria;314 - Economía;..
Francisco de Vitoria;321 - Periodismo;171
Francisco de Vitoria;322 - Biblioteconomía, documentación y archivos;..
Francisco de Vitoria;342 - Marketing y publicidad;209
Francisco de Vitoria;343 - Finanzas, banca y seguros;..
Francisco de Vitoria;345 - Administración y gestión de empresas;479
Francisco de Vitoria;380 - Derecho;161
Francisco de Vitoria;Total Ciencias;203
Francisco de Vitoria;421 - Biología y Bioquímica;..
Francisco de Vitoria;422 - Ciencias del medio ambiente;..
Francisco de Vitoria;442 - Química;..
Francisco de Vitoria;443 - Geología y meteorología;..
Francisco de Vitoria;462 - Estadística;..
Francisco de Vitoria;480 - Informática;..
Francisco de Vitoria;481 - Ciencias de la computación;203
Francisco de Vitoria;Total Ingeniería, industria y construcción;373
Francisco de Vitoria;520 - Ingeniería y profesiones afines;..
Francisco de Vitoria;521 - Mecánica y metalurgia;..
Francisco de Vitoria;522 - Electricidad y energía;..
Francisco de Vitoria;523 - Electrónica y automática;..
Francisco de Vitoria;524 - Procesos químicos;225
Francisco de Vitoria;541 - Industria de la alimentación;..
Francisco de Vitoria;581 - Arquitectura y urbanismo;148
Francisco de Vitoria;582 - Construcción e ingeniería civil;..
Francisco de Vitoria;Total Agricultura y veterinaria;..
Francisco de Vitoria;621 - Producción agrícola y explotación ganadera;..
Francisco de Vitoria;623 - Silvicultura;..
Francisco de Vitoria;641 - Veterinaria;..
Francisco de Vitoria;Total Salud y servicios sociales;562
Francisco de Vitoria;721 - Medicina;..
Francisco de Vitoria;723 - Enfermería y atención a enfermos;366
Francisco de Vitoria;724 - Estudios dentales;..
Francisco de Vitoria;725 - Tecnología de diagnóstico y tratamiento médico;..
Francisco de Vitoria;726 - Terapia y rehabilitación;196
Francisco de Vitoria;727 - Farmacia;..
Francisco de Vitoria;762 - Trabajo social y orientación;..
Francisco de Vitoria;Total Servicios;..
Francisco de Vitoria;812 - Viajes, turismo y ocio;..
Francisco de Vitoria;813 - Deportes;..
IE Universidad;Total Ámbito;1.004
IE Universidad;Total Educación;..
IE Universidad;142 - Ciencias de la educación;..
IE Universidad;143 - Formación de docentes de enseñanza infantil;..
IE Universidad;144 - Formación de docentes de enseñanza primaria;..
IE Universidad;145 - Formación de docentes de enseñanza de temas especiales;..
IE Universidad;146 - Formación de docentes de formación profesional;..
IE Universidad;Total Artes y humanidades;47
IE Universidad;211 - Bellas artes;7
IE Universidad;212 - Música y artes del espectáculo;..
IE Universidad;213 - Técnicas audiovisuales y medios de comunicación;40
IE Universidad;214 - Diseño;..
IE Universidad;220 - Humanidades;..
IE Universidad;222 - Lenguas extranjeras;..
IE Universidad;223 - Lenguas y dialectos españoles;..
IE Universidad;225 - Historia y arqueología;..
IE Universidad;226 - Filosofia y ética;..
IE Universidad;Total Ciencias sociales, educación comercial y derecho;84
IE Universidad;311 - Psicología;54
IE Universidad;312 - Sociología, antropología y geografía social y cultural;..
IE Universidad;313 - Ciencias políticas;..
IE Universidad;314 - Economía;..
IE Universidad;321 - Periodismo;30
IE Universidad;322 - Biblioteconomía, documentación y archivos;..
IE Universidad;342 - Marketing y publicidad;..
IE Universidad;343 - Finanzas, banca y seguros;..
IE Universidad;345 - Administración y gestión de empresas;..
IE Universidad;380 - Derecho;..
IE Universidad;Total Ciencias;40
IE Universidad;421 - Biología y Bioquímica;40
IE Universidad;422 - Ciencias del medio ambiente;..
IE Universidad;442 - Química;..
IE Universidad;443 - Geología y meteorología;..
IE Universidad;462 - Estadística;..
IE Universidad;480 - Informática;..
IE Universidad;481 - Ciencias de la computación;..
IE Universidad;Total Ingeniería, industria y construcción;770
IE Universidad;520 - Ingeniería y profesiones afines;..
IE Universidad;521 - Mecánica y metalurgia;..
IE Universidad;522 - Electricidad y energía;..
IE Universidad;523 - Electrónica y automática;10
IE Universidad;524 - Procesos químicos;..
IE Universidad;541 - Industria de la alimentación;..
IE Universidad;581 - Arquitectura y urbanismo;760
IE Universidad;582 - Construcción e ingeniería civil;..
IE Universidad;Total Agricultura y veterinaria;..
IE Universidad;621 - Producción agrícola y explotación ganadera;..
IE Universidad;623 - Silvicultura;..
IE Universidad;641 - Veterinaria;..
IE Universidad;Total Salud y servicios sociales;..
IE Universidad;721 - Medicina;..
IE Universidad;723 - Enfermería y atención a enfermos;..
IE Universidad;724 - Estudios dentales;..
IE Universidad;725 - Tecnología de diagnóstico y tratamiento médico;..
IE Universidad;726 - Terapia y rehabilitación;..
IE Universidad;727 - Farmacia;..
IE Universidad;762 - Trabajo social y orientación;..
IE Universidad;Total Servicios;63
IE Universidad;812 - Viajes, turismo y ocio;63
IE Universidad;813 - Deportes;..
Internacional de Catalunya;Total Ámbito;3.092
Internacional de Catalunya;Total Educación;873
Internacional de Catalunya;142 - Ciencias de la educación;..
Internacional de Catalunya;143 - Formación de docentes de enseñanza infantil;515
Internacional de Catalunya;144 - Formación de docentes de enseñanza primaria;358
Internacional de Catalunya;145 - Formación de docentes de enseñanza de temas especiales;..
Internacional de Catalunya;146 - Formación de docentes de formación profesional;..
Internacional de Catalunya;Total Artes y humanidades;255
Internacional de Catalunya;211 - Bellas artes;..
Internacional de Catalunya;212 - Música y artes del espectáculo;..
Internacional de Catalunya;213 - Técnicas audiovisuales y medios de comunicación;192
Internacional de Catalunya;214 - Diseño;..
Internacional de Catalunya;220 - Humanidades;63
Internacional de Catalunya;222 - Lenguas extranjeras;..
Internacional de Catalunya;223 - Lenguas y dialectos españoles;..
Internacional de Catalunya;225 - Historia y arqueología;..
Internacional de Catalunya;226 - Filosofia y ética;..
Internacional de Catalunya;Total Ciencias sociales, educación comercial y derecho;572
Internacional de Catalunya;311 - Psicología;..
Internacional de Catalunya;312 - Sociología, antropología y geografía social y cultural;86
Internacional de Catalunya;313 - Ciencias políticas;..
Internacional de Catalunya;314 - Economía;..
Internacional de Catalunya;321 - Periodismo;54
Internacional de Catalunya;322 - Biblioteconomía, documentación y archivos;..
Internacional de Catalunya;342 - Marketing y publicidad;..
Internacional de Catalunya;343 - Finanzas, banca y seguros;..
Internacional de Catalunya;345 - Administración y gestión de empresas;290
Internacional de Catalunya;380 - Derecho;142
Internacional de Catalunya;Total Ciencias;..
Internacional de Catalunya;421 - Biología y Bioquímica;..
Internacional de Catalunya;422 - Ciencias del medio ambiente;..
Internacional de Catalunya;442 - Química;..
Internacional de Catalunya;443 - Geología y meteorología;..
Internacional de Catalunya;462 - Estadística;..
Internacional de Catalunya;480 - Informática;..
Internacional de Catalunya;481 - Ciencias de la computación;..
Internacional de Catalunya;Total Ingeniería, industria y construcción;364
Internacional de Catalunya;520 - Ingeniería y profesiones afines;..
Internacional de Catalunya;521 - Mecánica y metalurgia;..
Internacional de Catalunya;522 - Electricidad y energía;..
Internacional de Catalunya;523 - Electrónica y automática;..
Internacional de Catalunya;524 - Procesos químicos;..
Internacional de Catalunya;541 - Industria de la alimentación;..
Internacional de Catalunya;581 - Arquitectura y urbanismo;364
Internacional de Catalunya;582 - Construcción e ingeniería civil;..
Internacional de Catalunya;Total Agricultura y veterinaria;..
Internacional de Catalunya;621 - Producción agrícola y explotación ganadera;..
Internacional de Catalunya;623 - Silvicultura;..
Internacional de Catalunya;641 - Veterinaria;..
Internacional de Catalunya;Total Salud y servicios sociales;1.028
Internacional de Catalunya;721 - Medicina;..
Internacional de Catalunya;723 - Enfermería y atención a enfermos;232
Internacional de Catalunya;724 - Estudios dentales;474
Internacional de Catalunya;725 - Tecnología de diagnóstico y tratamiento médico;..
Internacional de Catalunya;726 - Terapia y rehabilitación;322
Internacional de Catalunya;727 - Farmacia;..
Internacional de Catalunya;762 - Trabajo social y orientación;..
Internacional de Catalunya;Total Servicios;..
Internacional de Catalunya;812 - Viajes, turismo y ocio;..
Internacional de Catalunya;813 - Deportes;..
Mondragón Unibertsitatea;Total Ámbito;2.785
Mondragón Unibertsitatea;Total Educación;840
Mondragón Unibertsitatea;142 - Ciencias de la educación;96
Mondragón Unibertsitatea;143 - Formación de docentes de enseñanza infantil;352
Mondragón Unibertsitatea;144 - Formación de docentes de enseñanza primaria;137
Mondragón Unibertsitatea;145 - Formación de docentes de enseñanza de temas especiales;67
Mondragón Unibertsitatea;146 - Formación de docentes de formación profesional;188
Mondragón Unibertsitatea;Total Artes y humanidades;274
Mondragón Unibertsitatea;211 - Bellas artes;..
Mondragón Unibertsitatea;212 - Música y artes del espectáculo;..
Mondragón Unibertsitatea;213 - Técnicas audiovisuales y medios de comunicación;157
Mondragón Unibertsitatea;214 - Diseño;99
Mondragón Unibertsitatea;220 - Humanidades;18
Mondragón Unibertsitatea;222 - Lenguas extranjeras;..
Mondragón Unibertsitatea;223 - Lenguas y dialectos españoles;..
Mondragón Unibertsitatea;225 - Historia y arqueología;..
Mondragón Unibertsitatea;226 - Filosofia y ética;..
Mondragón Unibertsitatea;Total Ciencias sociales, educación comercial y derecho;443
Mondragón Unibertsitatea;311 - Psicología;..
Mondragón Unibertsitatea;312 - Sociología, antropología y geografía social y cultural;..
Mondragón Unibertsitatea;313 - Ciencias políticas;..
Mondragón Unibertsitatea;314 - Economía;..
Mondragón Unibertsitatea;321 - Periodismo;..
Mondragón Unibertsitatea;322 - Biblioteconomía, documentación y archivos;..
Mondragón Unibertsitatea;342 - Marketing y publicidad;..
Mondragón Unibertsitatea;343 - Finanzas, banca y seguros;..
Mondragón Unibertsitatea;345 - Administración y gestión de empresas;443
Mondragón Unibertsitatea;380 - Derecho;..
Mondragón Unibertsitatea;Total Ciencias;179
Mondragón Unibertsitatea;421 - Biología y Bioquímica;..
Mondragón Unibertsitatea;422 - Ciencias del medio ambiente;..
Mondragón Unibertsitatea;442 - Química;..
Mondragón Unibertsitatea;443 - Geología y meteorología;..
Mondragón Unibertsitatea;462 - Estadística;..
Mondragón Unibertsitatea;480 - Informática;..
Mondragón Unibertsitatea;481 - Ciencias de la computación;179
Mondragón Unibertsitatea;Total Ingeniería, industria y construcción;1.049
Mondragón Unibertsitatea;520 - Ingeniería y profesiones afines;322
Mondragón Unibertsitatea;521 - Mecánica y metalurgia;423
Mondragón Unibertsitatea;522 - Electricidad y energía;..
Mondragón Unibertsitatea;523 - Electrónica y automática;304
Mondragón Unibertsitatea;524 - Procesos químicos;..
Mondragón Unibertsitatea;541 - Industria de la alimentación;..
Mondragón Unibertsitatea;581 - Arquitectura y urbanismo;..
Mondragón Unibertsitatea;582 - Construcción e ingeniería civil;..
Mondragón Unibertsitatea;Total Agricultura y veterinaria;..
Mondragón Unibertsitatea;621 - Producción agrícola y explotación ganadera;..
Mondragón Unibertsitatea;623 - Silvicultura;..
Mondragón Unibertsitatea;641 - Veterinaria;..
