Nivel y Ciclo;Rama de la enseñanza;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;35.200
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;337
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;157
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;180
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;337.533
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;91.012
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;246.521
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;330.820
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;89.675
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;241.145
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;6.713
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;1.337
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;5.376
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;304.537
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;82.371
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;222.166
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;297.854
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;81.041
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;216.813
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;6.683
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;1.330
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;5.353
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;32.996
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;8.641
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;24.355
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;32.966
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;8.634
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;24.332
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;124.355
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;76.696
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Hombres;47.659
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;123.234
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;75.924
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Hombres;47.310
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;1.121
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;772
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;349
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;117.556
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;72.411
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;45.145
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;116.470
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;71.668
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;44.802
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;1.086
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;743
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;343
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;6.799
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;4.285
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;2.514
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;6.764
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;4.256
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;2.508
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;.
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;146.780
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;105.971
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Hombres;40.809
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Ambos Sexos;134.538
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Mujeres;96.366
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Hombres;38.172
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Ambos Sexos;12.242
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Mujeres;9.605
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Hombres;2.637
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Ambos Sexos;120.227
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Mujeres;88.601
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Hombres;31.626
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Ambos Sexos;107.985
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Mujeres;78.996
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Hombres;28.989
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Ambos Sexos;12.242
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Mujeres;9.605
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Hombres;2.637
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Ambos Sexos;26.553
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Mujeres;17.370
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Hombres;9.183
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Ambos Sexos;26.553
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Mujeres;17.370
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Hombres;9.183
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Hombres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Ambos Sexos;83.202
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Mujeres;47.181
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Hombres;36.021
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Ambos Sexos;83.202
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Mujeres;47.181
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Hombres;36.021
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Hombres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Ambos Sexos;80.112
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Mujeres;45.238
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Hombres;34.874
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Ambos Sexos;80.112
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Mujeres;45.238
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Hombres;34.874
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Hombres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Ambos Sexos;3.090
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Mujeres;1.943
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Hombres;1.147
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Ambos Sexos;3.090
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Mujeres;1.943
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Hombres;1.147
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Ambos Sexos;197.694
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Mujeres;112.252
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Hombres;85.442
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Ambos Sexos;187.600
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Mujeres;106.415
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Hombres;81.185
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Ambos Sexos;10.094
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Mujeres;5.837
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Hombres;4.257
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Ambos Sexos;157.905
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Mujeres;90.934
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Hombres;66.971
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Ambos Sexos;148.213
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Mujeres;85.290
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Hombres;62.923
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;9.692
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;5.644
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Hombres;4.048
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;39.789
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Mujeres;21.318
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Hombres;18.471
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;39.387
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Mujeres;21.125
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Hombres;18.262
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;402
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;193
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Hombres;209
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;88.178
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;53.189
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;34.989
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;83.572
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;50.215
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;33.357
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;4.606
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;2.974
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;1.632
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;68.657
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;42.397
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;26.260
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;64.388
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;39.580
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;24.808
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;4.269
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;2.817
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;1.452
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;19.521
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;10.792
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;8.729
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;19.184
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;10.635
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;8.549
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;337
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;157
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;180
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;29.504
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;7.852
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;21.652
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;27.550
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;7.429
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;20.121
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;1.954
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;423
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;1.531
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;22.337
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;5.795
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;16.542
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;20.413
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;5.379
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;15.034
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;1.924
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;416
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;1.508
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;7.167
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;2.057
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;5.110
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;7.137
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;2.050
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;5.087
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;26.595
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;15.668
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Hombres;10.927
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;26.238
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;15.438
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Hombres;10.800
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;357
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;230
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;127
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;24.400
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;14.305
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;10.095
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;24.078
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;14.104
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;9.974
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;322
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;201
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;121
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;2.195
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;1.363
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;832
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;2.160
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;1.334
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;826
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;.
