Nivel y Ciclo;Rama de la enseñanza;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;3.672
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;2.205
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;1.467
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;128.667
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;79.216
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;49.451
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;126.466
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;77.815
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;48.651
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;2.201
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;1.401
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;800
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;6.648
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;3.796
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;2.852
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;5.177
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;2.992
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;2.185
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;1.471
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;804
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;667
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;231.664
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;161.623
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Hombres;70.041
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Ambos Sexos;214.612
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Mujeres;149.934
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Hombres;64.678
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Ambos Sexos;17.052
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Mujeres;11.689
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Hombres;5.363
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Ambos Sexos;186.672
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Mujeres;133.461
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Hombres;53.211
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Ambos Sexos;170.901
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Mujeres;122.550
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Hombres;48.351
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Ambos Sexos;15.771
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Mujeres;10.911
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Hombres;4.860
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Ambos Sexos;44.992
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Mujeres;28.162
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Hombres;16.830
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Ambos Sexos;43.711
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Mujeres;27.384
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Hombres;16.327
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Ambos Sexos;1.281
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Mujeres;778
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Hombres;503
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Ambos Sexos;81.786
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Mujeres;42.354
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Hombres;39.432
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Ambos Sexos;81.786
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Mujeres;42.354
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Hombres;39.432
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Hombres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Ambos Sexos;79.816
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Mujeres;41.208
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Hombres;38.608
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Ambos Sexos;79.816
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Mujeres;41.208
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Hombres;38.608
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Hombres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Ambos Sexos;1.970
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Mujeres;1.146
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Hombres;824
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Ambos Sexos;1.970
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Mujeres;1.146
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Hombres;824
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Ambos Sexos;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Mujeres;.
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Ambos Sexos;1.190.042
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Mujeres;658.406
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Hombres;531.636
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Ambos Sexos;1.130.086
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Mujeres;622.859
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Hombres;507.227
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Ambos Sexos;59.956
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Mujeres;35.547
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Hombres;24.409
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Ambos Sexos;1.031.856
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Mujeres;569.543
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Hombres;462.313
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Ambos Sexos;976.262
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Mujeres;536.367
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Hombres;439.895
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;55.594
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;33.176
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Hombres;22.418
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;158.186
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Mujeres;88.863
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Hombres;69.323
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;153.824
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Mujeres;86.492
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Hombres;67.332
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;4.362
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;2.371
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Hombres;1.991
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;567.630
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;346.518
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;221.112
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;536.189
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;326.333
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;209.856
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;31.441
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;20.185
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;11.256
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;477.949
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;293.295
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;184.654
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;448.010
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;273.878
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;174.132
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;29.939
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;19.417
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;10.522
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;89.681
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;53.223
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;36.458
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;88.179
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;52.455
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;35.724
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;1.502
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;768
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;734
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;219.484
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;53.603
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;165.881
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;211.495
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;52.007
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;159.488
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;7.989
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;1.596
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;6.393
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;201.682
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;49.490
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;152.192
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;193.801
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;47.915
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;145.886
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;7.881
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;1.575
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;6.306
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;17.802
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;4.113
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;13.689
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;17.694
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;4.092
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;13.602
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;108
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;119.577
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;73.264
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Hombres;46.313
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;116.039
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;71.140
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Hombres;44.899
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;3.538
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;2.124
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;1.414
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;113.576
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;69.858
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;43.718
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;111.509
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;68.538
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;42.971
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;2.067
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;1.320
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;747
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;6.001
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;3.406
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;2.595
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;4.530
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;2.602
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;1.928
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;1.471
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;804
