Comunidades Autónomas;Nacionalidad (regiones);Sexo;Total
A Distancia de Madrid;Resto de Europa;Mujeres;.
A Distancia de Madrid;Resto de Europa;Hombres;.
A Distancia de Madrid;EE.UU. y Canadá;Ambos Sexos;.
A Distancia de Madrid;EE.UU. y Canadá;Mujeres;.
A Distancia de Madrid;EE.UU. y Canadá;Hombres;.
A Distancia de Madrid;América Latina y Caribe;Ambos Sexos;..
A Distancia de Madrid;América Latina y Caribe;Mujeres;..
A Distancia de Madrid;América Latina y Caribe;Hombres;.
A Distancia de Madrid;Norte de África;Ambos Sexos;.
A Distancia de Madrid;Norte de África;Mujeres;.
A Distancia de Madrid;Norte de África;Hombres;.
A Distancia de Madrid;Resto de África;Ambos Sexos;.
A Distancia de Madrid;Resto de África;Mujeres;.
A Distancia de Madrid;Resto de África;Hombres;.
A Distancia de Madrid;Asia y Oceanía;Ambos Sexos;.
A Distancia de Madrid;Asia y Oceanía;Mujeres;.
A Distancia de Madrid;Asia y Oceanía;Hombres;.
Internacional de La Rioja;TOTAL;Ambos Sexos;10.226
Internacional de La Rioja;TOTAL;Mujeres;7.584
Internacional de La Rioja;TOTAL;Hombres;2.642
Internacional de La Rioja;España;Ambos Sexos;10.000
Internacional de La Rioja;España;Mujeres;7.418
Internacional de La Rioja;España;Hombres;2.582
Internacional de La Rioja;Unión Europea (27);Ambos Sexos;..
Internacional de La Rioja;Unión Europea (27);Mujeres;..
Internacional de La Rioja;Unión Europea (27);Hombres;..
Internacional de La Rioja;Resto de Europa;Ambos Sexos;..
Internacional de La Rioja;Resto de Europa;Mujeres;..
Internacional de La Rioja;Resto de Europa;Hombres;.
Internacional de La Rioja;EE.UU. y Canadá;Ambos Sexos;.
Internacional de La Rioja;EE.UU. y Canadá;Mujeres;.
Internacional de La Rioja;EE.UU. y Canadá;Hombres;.
Internacional de La Rioja;América Latina y Caribe;Ambos Sexos;103
Internacional de La Rioja;América Latina y Caribe;Mujeres;..
Internacional de La Rioja;América Latina y Caribe;Hombres;..
Internacional de La Rioja;Norte de África;Ambos Sexos;.
Internacional de La Rioja;Norte de África;Mujeres;.
Internacional de La Rioja;Norte de África;Hombres;.
Internacional de La Rioja;Resto de África;Ambos Sexos;.
Internacional de La Rioja;Resto de África;Mujeres;.
Internacional de La Rioja;Resto de África;Hombres;.
Internacional de La Rioja;Asia y Oceanía;Ambos Sexos;.
Internacional de La Rioja;Asia y Oceanía;Mujeres;.
Internacional de La Rioja;Asia y Oceanía;Hombres;.
Internacional Isabel I de Castilla;TOTAL;Ambos Sexos;2.083
Internacional Isabel I de Castilla;TOTAL;Mujeres;1.354
Internacional Isabel I de Castilla;TOTAL;Hombres;729
Internacional Isabel I de Castilla;España;Ambos Sexos;2.059
Internacional Isabel I de Castilla;España;Mujeres;1.340
Internacional Isabel I de Castilla;España;Hombres;719
Internacional Isabel I de Castilla;Unión Europea (27);Ambos Sexos;..
Internacional Isabel I de Castilla;Unión Europea (27);Mujeres;.
Internacional Isabel I de Castilla;Unión Europea (27);Hombres;.
Internacional Isabel I de Castilla;Resto de Europa;Ambos Sexos;.
Internacional Isabel I de Castilla;Resto de Europa;Mujeres;.
Internacional Isabel I de Castilla;Resto de Europa;Hombres;.
Internacional Isabel I de Castilla;EE.UU. y Canadá;Ambos Sexos;.
Internacional Isabel I de Castilla;EE.UU. y Canadá;Mujeres;.
Internacional Isabel I de Castilla;EE.UU. y Canadá;Hombres;.
Internacional Isabel I de Castilla;América Latina y Caribe;Ambos Sexos;.
Internacional Isabel I de Castilla;América Latina y Caribe;Mujeres;.
Internacional Isabel I de Castilla;América Latina y Caribe;Hombres;.
Internacional Isabel I de Castilla;Norte de África;Ambos Sexos;.
Internacional Isabel I de Castilla;Norte de África;Mujeres;.
Internacional Isabel I de Castilla;Norte de África;Hombres;.
Internacional Isabel I de Castilla;Resto de África;Ambos Sexos;.
Internacional Isabel I de Castilla;Resto de África;Mujeres;.
Internacional Isabel I de Castilla;Resto de África;Hombres;.
Internacional Isabel I de Castilla;Asia y Oceanía;Ambos Sexos;.
Internacional Isabel I de Castilla;Asia y Oceanía;Mujeres;.
Internacional Isabel I de Castilla;Asia y Oceanía;Hombres;.
Internacional Valenciana;TOTAL;Ambos Sexos;470
Internacional Valenciana;TOTAL;Mujeres;380
Internacional Valenciana;TOTAL;Hombres;..
Internacional Valenciana;España;Ambos Sexos;460
Internacional Valenciana;España;Mujeres;370
Internacional Valenciana;España;Hombres;..
Internacional Valenciana;Unión Europea (27);Ambos Sexos;.
Internacional Valenciana;Unión Europea (27);Mujeres;.
Internacional Valenciana;Unión Europea (27);Hombres;.
Internacional Valenciana;Resto de Europa;Ambos Sexos;.
Internacional Valenciana;Resto de Europa;Mujeres;.
Internacional Valenciana;Resto de Europa;Hombres;.
Internacional Valenciana;EE.UU. y Canadá;Ambos Sexos;.
Internacional Valenciana;EE.UU. y Canadá;Mujeres;.
Internacional Valenciana;EE.UU. y Canadá;Hombres;.
Internacional Valenciana;América Latina y Caribe;Ambos Sexos;.
Internacional Valenciana;América Latina y Caribe;Mujeres;.
Internacional Valenciana;América Latina y Caribe;Hombres;.
Internacional Valenciana;Norte de África;Ambos Sexos;.
Internacional Valenciana;Norte de África;Mujeres;.
Internacional Valenciana;Norte de África;Hombres;.
Internacional Valenciana;Resto de África;Ambos Sexos;.
Internacional Valenciana;Resto de África;Mujeres;.
Internacional Valenciana;Resto de África;Hombres;.
Internacional Valenciana;Asia y Oceanía;Ambos Sexos;.
Internacional Valenciana;Asia y Oceanía;Mujeres;.
Internacional Valenciana;Asia y Oceanía;Hombres;.
Nacional de Educación a Distancia;TOTAL;Ambos Sexos;154.330
Nacional de Educación a Distancia;TOTAL;Mujeres;85.533
Nacional de Educación a Distancia;TOTAL;Hombres;68.797
Nacional de Educación a Distancia;España;Ambos Sexos;149.762
Nacional de Educación a Distancia;España;Mujeres;82.342
Nacional de Educación a Distancia;España;Hombres;67.420
Nacional de Educación a Distancia;Unión Europea (27);Ambos Sexos;2.066
Nacional de Educación a Distancia;Unión Europea (27);Mujeres;1.534
Nacional de Educación a Distancia;Unión Europea (27);Hombres;532
Nacional de Educación a Distancia;Resto de Europa;Ambos Sexos;375
Nacional de Educación a Distancia;Resto de Europa;Mujeres;303
Nacional de Educación a Distancia;Resto de Europa;Hombres;..
Nacional de Educación a Distancia;EE.UU. y Canadá;Ambos Sexos;..
Nacional de Educación a Distancia;EE.UU. y Canadá;Mujeres;..
Nacional de Educación a Distancia;EE.UU. y Canadá;Hombres;..
Nacional de Educación a Distancia;América Latina y Caribe;Ambos Sexos;1.585
Nacional de Educación a Distancia;América Latina y Caribe;Mujeres;1.122
Nacional de Educación a Distancia;América Latina y Caribe;Hombres;463
Nacional de Educación a Distancia;Norte de África;Ambos Sexos;179
Nacional de Educación a Distancia;Norte de África;Mujeres;103
Nacional de Educación a Distancia;Norte de África;Hombres;..
Nacional de Educación a Distancia;Resto de África;Ambos Sexos;260
Nacional de Educación a Distancia;Resto de África;Mujeres;..
Nacional de Educación a Distancia;Resto de África;Hombres;191
Nacional de Educación a Distancia;Asia y Oceanía;Ambos Sexos;..
Nacional de Educación a Distancia;Asia y Oceanía;Mujeres;..
Nacional de Educación a Distancia;Asia y Oceanía;Hombres;..
Oberta de Catalunya;TOTAL;Ambos Sexos;35.743
Oberta de Catalunya;TOTAL;Mujeres;18.885
Oberta de Catalunya;TOTAL;Hombres;16.858
Oberta de Catalunya;España;Ambos Sexos;35.033
Oberta de Catalunya;España;Mujeres;18.458
Oberta de Catalunya;España;Hombres;16.575
Oberta de Catalunya;Unión Europea (27);Ambos Sexos;274
Oberta de Catalunya;Unión Europea (27);Mujeres;177
Oberta de Catalunya;Unión Europea (27);Hombres;..
Oberta de Catalunya;Resto de Europa;Ambos Sexos;190
Oberta de Catalunya;Resto de Europa;Mujeres;103
Oberta de Catalunya;Resto de Europa;Hombres;..
Oberta de Catalunya;EE.UU. y Canadá;Ambos Sexos;..
Oberta de Catalunya;EE.UU. y Canadá;Mujeres;.
Oberta de Catalunya;EE.UU. y Canadá;Hombres;.
Oberta de Catalunya;América Latina y Caribe;Ambos Sexos;177
Oberta de Catalunya;América Latina y Caribe;Mujeres;108
Oberta de Catalunya;América Latina y Caribe;Hombres;..
Oberta de Catalunya;Norte de África;Ambos Sexos;..
Oberta de Catalunya;Norte de África;Mujeres;..
Oberta de Catalunya;Norte de África;Hombres;.
Oberta de Catalunya;Resto de África;Ambos Sexos;.
Oberta de Catalunya;Resto de África;Mujeres;.
Oberta de Catalunya;Resto de África;Hombres;.
Oberta de Catalunya;Asia y Oceanía;Ambos Sexos;..
Oberta de Catalunya;Asia y Oceanía;Mujeres;..
Oberta de Catalunya;Asia y Oceanía;Hombres;..
