Comunidades Autónomas;Nacionalidad (regiones);Sexo;Total
Total Universidades No Presenciales;América Central;Mujeres;106
Total Universidades No Presenciales;América Central;Hombres;..
Total Universidades No Presenciales;América del Sur;Ambos Sexos;1.399
Total Universidades No Presenciales;América del Sur;Mujeres;909
Total Universidades No Presenciales;América del Sur;Hombres;490
Total Universidades No Presenciales;Norte de África;Ambos Sexos;175
Total Universidades No Presenciales;Norte de África;Mujeres;..
Total Universidades No Presenciales;Norte de África;Hombres;..
Total Universidades No Presenciales;Resto de África;Ambos Sexos;176
Total Universidades No Presenciales;Resto de África;Mujeres;..
Total Universidades No Presenciales;Resto de África;Hombres;117
Total Universidades No Presenciales;Asia y Oceanía;Ambos Sexos;..
Total Universidades No Presenciales;Asia y Oceanía;Mujeres;..
Total Universidades No Presenciales;Asia y Oceanía;Hombres;..
UDIMA;TOTAL;Ambos Sexos;417
UDIMA;TOTAL;Mujeres;145
UDIMA;TOTAL;Hombres;272
UDIMA;España;Ambos Sexos;416
UDIMA;España;Mujeres;144
UDIMA;España;Hombres;272
UDIMA;Unión Europea (27);Ambos Sexos;.
UDIMA;Unión Europea (27);Mujeres;.
UDIMA;Unión Europea (27);Hombres;.
UDIMA;Resto de Europa;Ambos Sexos;.
UDIMA;Resto de Europa;Mujeres;.
UDIMA;Resto de Europa;Hombres;.
UDIMA;América del Norte;Ambos Sexos;.
UDIMA;América del Norte;Mujeres;.
UDIMA;América del Norte;Hombres;.
UDIMA;América Central;Ambos Sexos;.
UDIMA;América Central;Mujeres;.
UDIMA;América Central;Hombres;.
UDIMA;América del Sur;Ambos Sexos;.
UDIMA;América del Sur;Mujeres;.
UDIMA;América del Sur;Hombres;.
UDIMA;Norte de África;Ambos Sexos;.
UDIMA;Norte de África;Mujeres;.
UDIMA;Norte de África;Hombres;.
UDIMA;Resto de África;Ambos Sexos;.
UDIMA;Resto de África;Mujeres;.
UDIMA;Resto de África;Hombres;.
UDIMA;Asia y Oceanía;Ambos Sexos;.
UDIMA;Asia y Oceanía;Mujeres;.
UDIMA;Asia y Oceanía;Hombres;.
Nacional de Educación a Distancia;TOTAL;Ambos Sexos;148.972
Nacional de Educación a Distancia;TOTAL;Mujeres;77.467
Nacional de Educación a Distancia;TOTAL;Hombres;71.505
Nacional de Educación a Distancia;España;Ambos Sexos;145.163
Nacional de Educación a Distancia;España;Mujeres;74.984
Nacional de Educación a Distancia;España;Hombres;70.179
Nacional de Educación a Distancia;Unión Europea (27);Ambos Sexos;1.701
Nacional de Educación a Distancia;Unión Europea (27);Mujeres;1.186
Nacional de Educación a Distancia;Unión Europea (27);Hombres;515
Nacional de Educación a Distancia;Resto de Europa;Ambos Sexos;269
Nacional de Educación a Distancia;Resto de Europa;Mujeres;202
Nacional de Educación a Distancia;Resto de Europa;Hombres;..
Nacional de Educación a Distancia;América del Norte;Ambos Sexos;..
Nacional de Educación a Distancia;América del Norte;Mujeres;..
Nacional de Educación a Distancia;América del Norte;Hombres;..
Nacional de Educación a Distancia;América Central;Ambos Sexos;134
Nacional de Educación a Distancia;América Central;Mujeres;..
Nacional de Educación a Distancia;América Central;Hombres;..
Nacional de Educación a Distancia;América del Sur;Ambos Sexos;1.219
Nacional de Educación a Distancia;América del Sur;Mujeres;791
Nacional de Educación a Distancia;América del Sur;Hombres;428
Nacional de Educación a Distancia;Norte de África;Ambos Sexos;159
Nacional de Educación a Distancia;Norte de África;Mujeres;..
Nacional de Educación a Distancia;Norte de África;Hombres;..
Nacional de Educación a Distancia;Resto de África;Ambos Sexos;166
Nacional de Educación a Distancia;Resto de África;Mujeres;..
Nacional de Educación a Distancia;Resto de África;Hombres;112
Nacional de Educación a Distancia;Asia y Oceanía;Ambos Sexos;..
Nacional de Educación a Distancia;Asia y Oceanía;Mujeres;..
Nacional de Educación a Distancia;Asia y Oceanía;Hombres;..
Oberta de Catalunya;TOTAL;Ambos Sexos;41.543
Oberta de Catalunya;TOTAL;Mujeres;21.077
Oberta de Catalunya;TOTAL;Hombres;20.466
Oberta de Catalunya;España;Ambos Sexos;40.722
Oberta de Catalunya;España;Mujeres;20.591
Oberta de Catalunya;España;Hombres;20.131
Oberta de Catalunya;Unión Europea (27);Ambos Sexos;257
Oberta de Catalunya;Unión Europea (27);Mujeres;148
Oberta de Catalunya;Unión Europea (27);Hombres;109
Oberta de Catalunya;Resto de Europa;Ambos Sexos;298
Oberta de Catalunya;Resto de Europa;Mujeres;170
Oberta de Catalunya;Resto de Europa;Hombres;128
Oberta de Catalunya;América del Norte;Ambos Sexos;..
Oberta de Catalunya;América del Norte;Mujeres;..
Oberta de Catalunya;América del Norte;Hombres;.
Oberta de Catalunya;América Central;Ambos Sexos;..
Oberta de Catalunya;América Central;Mujeres;..
Oberta de Catalunya;América Central;Hombres;.
Oberta de Catalunya;América del Sur;Ambos Sexos;180
Oberta de Catalunya;América del Sur;Mujeres;118
Oberta de Catalunya;América del Sur;Hombres;..
Oberta de Catalunya;Norte de África;Ambos Sexos;..
Oberta de Catalunya;Norte de África;Mujeres;.
Oberta de Catalunya;Norte de África;Hombres;.
Oberta de Catalunya;Resto de África;Ambos Sexos;..
Oberta de Catalunya;Resto de África;Mujeres;.
Oberta de Catalunya;Resto de África;Hombres;.
Oberta de Catalunya;Asia y Oceanía;Ambos Sexos;..
Oberta de Catalunya;Asia y Oceanía;Mujeres;..
Oberta de Catalunya;Asia y Oceanía;Hombres;.
