Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;49.733
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;32.349
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Hombres;17.384
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;116.310
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Mujeres;62.202
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Hombres;54.108
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;116.310
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Mujeres;62.202
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Hombres;54.108
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;430.442
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;250.931
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Hombres;179.511
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;408.673
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;236.137
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Hombres;172.536
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;21.769
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;14.794
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;6.975
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;394.644
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;229.154
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;165.490
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;372.875
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;214.360
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;158.515
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;21.769
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;14.794
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;6.975
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;35.798
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;21.777
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;14.021
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;35.798
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;21.777
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;14.021
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;377.552
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;203.029
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Hombres;174.523
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;362.488
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;193.768
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Hombres;168.720
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;15.064
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.261
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;5.803
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;344.271
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;185.876
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;158.395
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;329.207
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;176.615
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;152.592
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;15.064
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;9.261
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;5.803
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;33.281
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;17.153
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;16.128
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;33.281
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;17.153
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;16.128
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;182.562
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;90.245
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;92.317
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;175.782
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;86.052
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;89.730
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.780
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;4.193
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.587
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;164.850
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;81.385
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;83.465
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;158.070
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;77.192
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;80.878
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.780
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;4.193
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.587
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;17.712
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;8.860
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;8.852
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;17.712
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;8.860
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;8.852
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;201.984
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;98.786
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;103.198
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;195.864
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;94.685
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;101.179
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.120
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;4.101
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;2.019
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;172.465
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;84.374
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;88.091
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;166.345
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;80.273
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;86.072
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.120
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;4.101
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;2.019
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;29.519
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;14.412
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;15.107
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;29.519
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;14.412
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;15.107
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;477.993
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Total Centros;Mujeres;254.106
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Total Centros;Hombres;223.887
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;437.930
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros propios;Mujeres;226.736
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros propios;Hombres;211.194
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;40.063
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros adscritos;Mujeres;27.370
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros adscritos;Hombres;12.693
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;432.799
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Total Centros;Mujeres;229.266
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Total Centros;Hombres;203.533
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;392.736
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros propios;Mujeres;201.896
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros propios;Hombres;190.840
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;40.063
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;27.370
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros adscritos;Hombres;12.693
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;45.194
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Total Centros;Mujeres;24.840
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Total Centros;Hombres;20.354
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;45.194
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros propios;Mujeres;24.840
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros propios;Hombres;20.354
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;168.792
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;100.307
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Total Centros;Hombres;68.485
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;152.051
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;88.227
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros propios;Hombres;63.824
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;16.741
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;12.080
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;4.661
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;156.574
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;91.775
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;64.799
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;139.833
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;79.695
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;60.138
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;16.741
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;12.080
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;4.661
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;12.218
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;8.532
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;3.686
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;12.218
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;8.532
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;3.686
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;145.367
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;73.631
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Total Centros;Hombres;71.736
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;133.704
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;66.072
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros propios;Hombres;67.632
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;11.663
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;7.559
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;4.104
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;134.272
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;67.618
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;66.654
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;122.609
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;60.059
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;62.550
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;11.663
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;7.559
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;4.104
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;11.095
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;6.013
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;5.082
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;11.095
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;6.013
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;5.082
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;84.233
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;40.148
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Total Centros;Hombres;44.085
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;78.232
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;36.281
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros propios;Hombres;41.951
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.001
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;3.867
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.134
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;75.445
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;35.810
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;39.635
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;69.444
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;31.943
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;37.501
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.001
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;3.867
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.134
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;8.788
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;4.338
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;4.450
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;8.788
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;4.338
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;4.450
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;79.601
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Total Centros;Mujeres;40.020
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Total Centros;Hombres;39.581
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;73.943
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros propios;Mujeres;36.156
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros propios;Hombres;37.787
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.658
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;3.864
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.794
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;66.508
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Total Centros;Mujeres;34.063
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Total Centros;Hombres;32.445
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;60.850
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros propios;Mujeres;30.199
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros propios;Hombres;30.651
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.658
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;3.864
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.794
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;13.093
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Total Centros;Mujeres;5.957
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Total Centros;Hombres;7.136
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;13.093
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros propios;Mujeres;5.957
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros propios;Hombres;7.136
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Largo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;660.946
1º y 2º Ciclo. Ciclo Largo;Todas las edades;Total Universidades;Total Centros;Mujeres;355.388
1º y 2º Ciclo. Ciclo Largo;Todas las edades;Total Universidades;Total Centros;Hombres;305.558
