Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;30.496
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;19.383
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;11.113
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;507.284
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;292.976
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;214.308
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;478.181
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;274.504
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;203.677
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;29.103
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;18.472
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;10.631
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;60.174
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;35.611
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;24.563
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;58.781
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;34.700
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;24.081
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.393
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;911
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;482
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;403.029
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;216.792
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Hombres;186.237
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;386.247
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;206.961
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Hombres;179.286
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;16.782
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.831
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;6.951
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;361.940
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;195.073
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;166.867
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;345.457
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;185.385
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;160.072
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;16.483
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;9.688
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;6.795
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;41.089
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;21.719
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;19.370
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;40.790
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;21.576
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;19.214
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;299
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;143
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;156
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;196.954
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;99.606
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;97.348
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;189.751
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;95.317
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;94.434
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;7.203
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;4.289
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.914
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;173.162
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;86.637
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;86.525
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;166.066
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;82.404
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;83.662
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;7.096
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;4.233
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.863
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;23.792
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;12.969
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;10.823
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;23.685
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;12.913
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;10.772
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;107
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;257.577
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;129.568
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;128.009
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;250.062
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;124.874
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;125.188
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;7.515
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;4.694
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;2.821
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;210.446
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;104.812
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;105.634
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;203.082
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;100.164
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;102.918
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;7.364
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;4.648
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;2.716
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;47.131
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;24.756
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;22.375
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;46.980
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;24.710
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;22.270
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;151
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;105
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;537.090
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Mujeres;293.918
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Hombres;243.172
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;509.499
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Mujeres;277.611
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Hombres;231.888
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;27.591
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Mujeres;16.307
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Hombres;11.284
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;452.001
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Mujeres;248.359
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Hombres;203.642
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;426.360
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Mujeres;233.208
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Hombres;193.152
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;25.641
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;15.151
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Hombres;10.490
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;85.089
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Mujeres;45.559
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Hombres;39.530
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;83.139
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Mujeres;44.403
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Hombres;38.736
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;1.950
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;1.156
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Hombres;794
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;319.317
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;181.013
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Hombres;138.304
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;300.917
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;169.830
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Hombres;131.087
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;18.400
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;11.183
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;7.217
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;278.916
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;157.453
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;121.463
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;261.909
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;147.181
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;114.728
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;17.007
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;10.272
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;6.735
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;40.401
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;23.560
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;16.841
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;39.008
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;22.649
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;16.359
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.393
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;911
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;482
Matrícula de Grado;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;76.452
Matrícula de Grado;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;40.300
Matrícula de Grado;De 21 a 25 años;Total Universidades;Total Centros;Hombres;36.152
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;71.723
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;37.744
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros propios;Hombres;33.979
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;4.729
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;2.556
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;2.173
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;64.313
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;33.851
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;30.462
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;59.883
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;31.438
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;28.445
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;4.430
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;2.413
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;2.017
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;12.139
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;6.449
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;5.690
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;11.840
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;6.306
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;5.534
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;299
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;143
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;156
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;46.681
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;25.130
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Hombres;21.551
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;44.706
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;23.981
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Hombres;20.725
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;1.975
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;1.149
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;826
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;36.856
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;19.820
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;17.036
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;34.988
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;18.727
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;16.261
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;1.868
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;1.093
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;775
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;9.825
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;5.310
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;4.515
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;9.718
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;5.254
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;4.464
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;107
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;94.640
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Mujeres;47.475
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Hombres;47.165
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;92.153
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Mujeres;46.056
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Hombres;46.097
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;2.487
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;1.419
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.068
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;71.916
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Mujeres;37.235
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Hombres;34.681
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;69.580
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Mujeres;35.862
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Hombres;33.718
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;2.336
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;1.373
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;963
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;22.724
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Mujeres;10.240
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Hombres;12.484
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;22.573
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Mujeres;10.194
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Hombres;12.379
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;151
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;105
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;887.928
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Mujeres;480.635
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Hombres;407.293
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;853.523
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Mujeres;458.745
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Hombres;394.778
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;34.405
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Mujeres;21.890
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Hombres;12.515
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;800.831
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Mujeres;431.139
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Hombres;369.692
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;766.426
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Mujeres;409.249
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Hombres;357.177
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;34.405
