Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Ambos Sexos;Francisco de Vitoria;222 - Lenguas extranjeras;..
Ambos Sexos;Francisco de Vitoria;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Francisco de Vitoria;225 - Historia y arqueología;..
Ambos Sexos;Francisco de Vitoria;226 - Filosofía y ética;..
Ambos Sexos;Francisco de Vitoria;Total Ciencias sociales, educación comercial y derecho;1.499
Ambos Sexos;Francisco de Vitoria;311 - Psicología;216
Ambos Sexos;Francisco de Vitoria;312 - Sociología, antropología y geografía social y cultural;18
Ambos Sexos;Francisco de Vitoria;313 - Ciencias políticas;31
Ambos Sexos;Francisco de Vitoria;314 - Economía;..
Ambos Sexos;Francisco de Vitoria;320 - Periodismo e información;..
Ambos Sexos;Francisco de Vitoria;321 - Periodismo;194
Ambos Sexos;Francisco de Vitoria;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Francisco de Vitoria;342 - Marketing y publicidad;295
Ambos Sexos;Francisco de Vitoria;343 - Finanzas, banca y seguros;..
Ambos Sexos;Francisco de Vitoria;345 - Administración y gestión de empresas;505
Ambos Sexos;Francisco de Vitoria;380 - Derecho;240
Ambos Sexos;Francisco de Vitoria;Total Ciencias;169
Ambos Sexos;Francisco de Vitoria;421 - Biología y Bioquímica;..
Ambos Sexos;Francisco de Vitoria;422 - Ciencias del medio ambiente;..
Ambos Sexos;Francisco de Vitoria;442 - Química;..
Ambos Sexos;Francisco de Vitoria;443 - Geología y meteorología;..
Ambos Sexos;Francisco de Vitoria;462 - Estadística;..
Ambos Sexos;Francisco de Vitoria;481 - Ciencias de la computación;169
Ambos Sexos;Francisco de Vitoria;Total Ingeniería, industria y construcción;415
Ambos Sexos;Francisco de Vitoria;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Francisco de Vitoria;521 - Mecánica y metalurgia;..
Ambos Sexos;Francisco de Vitoria;522 - Electricidad y energía;..
Ambos Sexos;Francisco de Vitoria;523 - Electrónica y automática;..
Ambos Sexos;Francisco de Vitoria;524 - Procesos químicos;238
Ambos Sexos;Francisco de Vitoria;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Francisco de Vitoria;541 - Industria de la alimentación;..
Ambos Sexos;Francisco de Vitoria;544 - Minería y extracción;..
Ambos Sexos;Francisco de Vitoria;581 - Arquitectura y urbanismo;177
Ambos Sexos;Francisco de Vitoria;582 - Construcción e ingeniería civil;..
Ambos Sexos;Francisco de Vitoria;Total Agricultura y veterinaria;..
Ambos Sexos;Francisco de Vitoria;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Francisco de Vitoria;623 - Silvicultura;..
Ambos Sexos;Francisco de Vitoria;641 - Veterinaria;..
Ambos Sexos;Francisco de Vitoria;Total Salud y servicios sociales;1.403
Ambos Sexos;Francisco de Vitoria;720 - Salud;..
Ambos Sexos;Francisco de Vitoria;721 - Medicina;528
Ambos Sexos;Francisco de Vitoria;723 - Enfermería y atención a enfermos;527
Ambos Sexos;Francisco de Vitoria;724 - Estudios dentales;..
Ambos Sexos;Francisco de Vitoria;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Francisco de Vitoria;726 - Terapia y rehabilitación;243
Ambos Sexos;Francisco de Vitoria;727 - Farmacia;105
Ambos Sexos;Francisco de Vitoria;762 - Trabajo social y orientación;..
Ambos Sexos;Francisco de Vitoria;Total Servicios;380
Ambos Sexos;Francisco de Vitoria;811 - Hostelería;16
Ambos Sexos;Francisco de Vitoria;812 - Viajes, turismo y ocio;..
Ambos Sexos;Francisco de Vitoria;813 - Deportes;364
Ambos Sexos;Francisco de Vitoria;840 - Servicios de transporte;..
Ambos Sexos;Francisco de Vitoria;851 - Control y tecnología medioambiental;..
Ambos Sexos;IE Universidad;Total Ámbito;1.402
Ambos Sexos;IE Universidad;Total Educación;..
Ambos Sexos;IE Universidad;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;IE Universidad;142 - Ciencias de la educación;..
Ambos Sexos;IE Universidad;143 - Formación de docentes de enseñanza infantil;..
Ambos Sexos;IE Universidad;144 - Formación de docentes de enseñanza primaria;..
Ambos Sexos;IE Universidad;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;IE Universidad;146 - Formación de docentes de formación profesional;..
Ambos Sexos;IE Universidad;Total Artes y humanidades;73
Ambos Sexos;IE Universidad;211 - Bellas artes;..
Ambos Sexos;IE Universidad;212 - Música y artes del espectáculo;..
Ambos Sexos;IE Universidad;213 - Técnicas audiovisuales y medios de comunicación;73
Ambos Sexos;IE Universidad;214 - Diseño;..
Ambos Sexos;IE Universidad;220 - Humanidades;..
Ambos Sexos;IE Universidad;221 - Religión;..
Ambos Sexos;IE Universidad;222 - Lenguas extranjeras;..
Ambos Sexos;IE Universidad;223 - Lenguas y dialectos españoles;..
Ambos Sexos;IE Universidad;225 - Historia y arqueología;..
Ambos Sexos;IE Universidad;226 - Filosofía y ética;..
Ambos Sexos;IE Universidad;Total Ciencias sociales, educación comercial y derecho;1.252
Ambos Sexos;IE Universidad;311 - Psicología;49
Ambos Sexos;IE Universidad;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;IE Universidad;313 - Ciencias políticas;134
Ambos Sexos;IE Universidad;314 - Economía;..
Ambos Sexos;IE Universidad;320 - Periodismo e información;..
Ambos Sexos;IE Universidad;321 - Periodismo;..
Ambos Sexos;IE Universidad;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;IE Universidad;342 - Marketing y publicidad;..
Ambos Sexos;IE Universidad;343 - Finanzas, banca y seguros;..
Ambos Sexos;IE Universidad;345 - Administración y gestión de empresas;854
Ambos Sexos;IE Universidad;380 - Derecho;215
Ambos Sexos;IE Universidad;Total Ciencias;..
Ambos Sexos;IE Universidad;421 - Biología y Bioquímica;..
Ambos Sexos;IE Universidad;422 - Ciencias del medio ambiente;..
Ambos Sexos;IE Universidad;442 - Química;..
Ambos Sexos;IE Universidad;443 - Geología y meteorología;..
Ambos Sexos;IE Universidad;462 - Estadística;..
Ambos Sexos;IE Universidad;481 - Ciencias de la computación;..
Ambos Sexos;IE Universidad;Total Ingeniería, industria y construcción;77
Ambos Sexos;IE Universidad;520 - Ingeniería y profesiones afines;..
Ambos Sexos;IE Universidad;521 - Mecánica y metalurgia;..
Ambos Sexos;IE Universidad;522 - Electricidad y energía;..
Ambos Sexos;IE Universidad;523 - Electrónica y automática;..
Ambos Sexos;IE Universidad;524 - Procesos químicos;..
Ambos Sexos;IE Universidad;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;IE Universidad;541 - Industria de la alimentación;..
Ambos Sexos;IE Universidad;544 - Minería y extracción;..
Ambos Sexos;IE Universidad;581 - Arquitectura y urbanismo;77
Ambos Sexos;IE Universidad;582 - Construcción e ingeniería civil;..
Ambos Sexos;IE Universidad;Total Agricultura y veterinaria;..
Ambos Sexos;IE Universidad;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;IE Universidad;623 - Silvicultura;..
Ambos Sexos;IE Universidad;641 - Veterinaria;..
Ambos Sexos;IE Universidad;Total Salud y servicios sociales;..
Ambos Sexos;IE Universidad;720 - Salud;..
Ambos Sexos;IE Universidad;721 - Medicina;..
Ambos Sexos;IE Universidad;723 - Enfermería y atención a enfermos;..
Ambos Sexos;IE Universidad;724 - Estudios dentales;..
Ambos Sexos;IE Universidad;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;IE Universidad;726 - Terapia y rehabilitación;..
Ambos Sexos;IE Universidad;727 - Farmacia;..
Ambos Sexos;IE Universidad;762 - Trabajo social y orientación;..
Ambos Sexos;IE Universidad;Total Servicios;..
Ambos Sexos;IE Universidad;811 - Hostelería;..
Ambos Sexos;IE Universidad;812 - Viajes, turismo y ocio;..
Ambos Sexos;IE Universidad;813 - Deportes;..
Ambos Sexos;IE Universidad;840 - Servicios de transporte;..
Ambos Sexos;IE Universidad;851 - Control y tecnología medioambiental;..
Ambos Sexos;Internacional de Catalunya;Total Ámbito;3.039
Ambos Sexos;Internacional de Catalunya;Total Educación;405
Ambos Sexos;Internacional de Catalunya;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Internacional de Catalunya;142 - Ciencias de la educación;..
Ambos Sexos;Internacional de Catalunya;143 - Formación de docentes de enseñanza infantil;187
Ambos Sexos;Internacional de Catalunya;144 - Formación de docentes de enseñanza primaria;218
Ambos Sexos;Internacional de Catalunya;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Internacional de Catalunya;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Internacional de Catalunya;Total Artes y humanidades;151
Ambos Sexos;Internacional de Catalunya;211 - Bellas artes;..
Ambos Sexos;Internacional de Catalunya;212 - Música y artes del espectáculo;..
Ambos Sexos;Internacional de Catalunya;213 - Técnicas audiovisuales y medios de comunicación;85
Ambos Sexos;Internacional de Catalunya;214 - Diseño;..
Ambos Sexos;Internacional de Catalunya;220 - Humanidades;66
Ambos Sexos;Internacional de Catalunya;221 - Religión;..
Ambos Sexos;Internacional de Catalunya;222 - Lenguas extranjeras;..
Ambos Sexos;Internacional de Catalunya;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Internacional de Catalunya;225 - Historia y arqueología;..
Ambos Sexos;Internacional de Catalunya;226 - Filosofía y ética;..
Ambos Sexos;Internacional de Catalunya;Total Ciencias sociales, educación comercial y derecho;629
Ambos Sexos;Internacional de Catalunya;311 - Psicología;..
Ambos Sexos;Internacional de Catalunya;312 - Sociología, antropología y geografía social y cultural;2
Ambos Sexos;Internacional de Catalunya;313 - Ciencias políticas;9
Ambos Sexos;Internacional de Catalunya;314 - Economía;..
Ambos Sexos;Internacional de Catalunya;320 - Periodismo e información;..
Ambos Sexos;Internacional de Catalunya;321 - Periodismo;71
Ambos Sexos;Internacional de Catalunya;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Internacional de Catalunya;342 - Marketing y publicidad;119
Ambos Sexos;Internacional de Catalunya;343 - Finanzas, banca y seguros;..
Ambos Sexos;Internacional de Catalunya;345 - Administración y gestión de empresas;228
Ambos Sexos;Internacional de Catalunya;380 - Derecho;200
Ambos Sexos;Internacional de Catalunya;Total Ciencias;..
Ambos Sexos;Internacional de Catalunya;421 - Biología y Bioquímica;..
Ambos Sexos;Internacional de Catalunya;422 - Ciencias del medio ambiente;..
Ambos Sexos;Internacional de Catalunya;442 - Química;..
Ambos Sexos;Internacional de Catalunya;443 - Geología y meteorología;..
Ambos Sexos;Internacional de Catalunya;462 - Estadística;..
Ambos Sexos;Internacional de Catalunya;481 - Ciencias de la computación;..
Ambos Sexos;Internacional de Catalunya;Total Ingeniería, industria y construcción;163
Ambos Sexos;Internacional de Catalunya;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Internacional de Catalunya;521 - Mecánica y metalurgia;..
Ambos Sexos;Internacional de Catalunya;522 - Electricidad y energía;..
Ambos Sexos;Internacional de Catalunya;523 - Electrónica y automática;..
Ambos Sexos;Internacional de Catalunya;524 - Procesos químicos;..
Ambos Sexos;Internacional de Catalunya;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Internacional de Catalunya;541 - Industria de la alimentación;..
Ambos Sexos;Internacional de Catalunya;544 - Minería y extracción;..
Ambos Sexos;Internacional de Catalunya;581 - Arquitectura y urbanismo;163
Ambos Sexos;Internacional de Catalunya;582 - Construcción e ingeniería civil;..
Ambos Sexos;Internacional de Catalunya;Total Agricultura y veterinaria;..
Ambos Sexos;Internacional de Catalunya;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Internacional de Catalunya;623 - Silvicultura;..
Ambos Sexos;Internacional de Catalunya;641 - Veterinaria;..
Ambos Sexos;Internacional de Catalunya;Total Salud y servicios sociales;1.691
Ambos Sexos;Internacional de Catalunya;720 - Salud;..
Ambos Sexos;Internacional de Catalunya;721 - Medicina;546
Ambos Sexos;Internacional de Catalunya;723 - Enfermería y atención a enfermos;296
Ambos Sexos;Internacional de Catalunya;724 - Estudios dentales;505
Ambos Sexos;Internacional de Catalunya;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Internacional de Catalunya;726 - Terapia y rehabilitación;344
Ambos Sexos;Internacional de Catalunya;727 - Farmacia;..
Ambos Sexos;Internacional de Catalunya;762 - Trabajo social y orientación;..
Ambos Sexos;Internacional de Catalunya;Total Servicios;..
Ambos Sexos;Internacional de Catalunya;811 - Hostelería;..
Ambos Sexos;Internacional de Catalunya;812 - Viajes, turismo y ocio;..
Ambos Sexos;Internacional de Catalunya;813 - Deportes;..
Ambos Sexos;Internacional de Catalunya;840 - Servicios de transporte;..
Ambos Sexos;Internacional de Catalunya;851 - Control y tecnología medioambiental;..
Ambos Sexos;Loyola Andalucía;Total Ámbito;1.151
Ambos Sexos;Loyola Andalucía;Total Educación;17
Ambos Sexos;Loyola Andalucía;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Loyola Andalucía;142 - Ciencias de la educación;..
Ambos Sexos;Loyola Andalucía;143 - Formación de docentes de enseñanza infantil;1
Ambos Sexos;Loyola Andalucía;144 - Formación de docentes de enseñanza primaria;16
Ambos Sexos;Loyola Andalucía;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Loyola Andalucía;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Loyola Andalucía;Total Artes y humanidades;..
Ambos Sexos;Loyola Andalucía;211 - Bellas artes;..
Ambos Sexos;Loyola Andalucía;212 - Música y artes del espectáculo;..
Ambos Sexos;Loyola Andalucía;213 - Técnicas audiovisuales y medios de comunicación;..
Ambos Sexos;Loyola Andalucía;214 - Diseño;..
Ambos Sexos;Loyola Andalucía;220 - Humanidades;..
Ambos Sexos;Loyola Andalucía;221 - Religión;..
Ambos Sexos;Loyola Andalucía;222 - Lenguas extranjeras;..
Ambos Sexos;Loyola Andalucía;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Loyola Andalucía;225 - Historia y arqueología;..
Ambos Sexos;Loyola Andalucía;226 - Filosofía y ética;..
Ambos Sexos;Loyola Andalucía;Total Ciencias sociales, educación comercial y derecho;1.071
Ambos Sexos;Loyola Andalucía;311 - Psicología;104
Ambos Sexos;Loyola Andalucía;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Loyola Andalucía;313 - Ciencias políticas;44
Ambos Sexos;Loyola Andalucía;314 - Economía;11
Ambos Sexos;Loyola Andalucía;320 - Periodismo e información;..
Ambos Sexos;Loyola Andalucía;321 - Periodismo;94
Ambos Sexos;Loyola Andalucía;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Loyola Andalucía;342 - Marketing y publicidad;..
Ambos Sexos;Loyola Andalucía;343 - Finanzas, banca y seguros;..
Ambos Sexos;Loyola Andalucía;345 - Administración y gestión de empresas;697
Ambos Sexos;Loyola Andalucía;380 - Derecho;121
Ambos Sexos;Loyola Andalucía;Total Ciencias;..
Ambos Sexos;Loyola Andalucía;421 - Biología y Bioquímica;..
Ambos Sexos;Loyola Andalucía;422 - Ciencias del medio ambiente;..
Ambos Sexos;Loyola Andalucía;442 - Química;..
Ambos Sexos;Loyola Andalucía;443 - Geología y meteorología;..
Ambos Sexos;Loyola Andalucía;462 - Estadística;..
Ambos Sexos;Loyola Andalucía;481 - Ciencias de la computación;..
Ambos Sexos;Loyola Andalucía;Total Ingeniería, industria y construcción;63
Ambos Sexos;Loyola Andalucía;520 - Ingeniería y profesiones afines;63
Ambos Sexos;Loyola Andalucía;521 - Mecánica y metalurgia;..
Ambos Sexos;Loyola Andalucía;522 - Electricidad y energía;..
Ambos Sexos;Loyola Andalucía;523 - Electrónica y automática;..
Ambos Sexos;Loyola Andalucía;524 - Procesos químicos;..
Ambos Sexos;Loyola Andalucía;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Loyola Andalucía;541 - Industria de la alimentación;..
Ambos Sexos;Loyola Andalucía;544 - Minería y extracción;..
Ambos Sexos;Loyola Andalucía;581 - Arquitectura y urbanismo;..
Ambos Sexos;Loyola Andalucía;582 - Construcción e ingeniería civil;..
Ambos Sexos;Loyola Andalucía;Total Agricultura y veterinaria;..
Ambos Sexos;Loyola Andalucía;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Loyola Andalucía;623 - Silvicultura;..
Ambos Sexos;Loyola Andalucía;641 - Veterinaria;..
Ambos Sexos;Loyola Andalucía;Total Salud y servicios sociales;..
Ambos Sexos;Loyola Andalucía;720 - Salud;..
Ambos Sexos;Loyola Andalucía;721 - Medicina;..
Ambos Sexos;Loyola Andalucía;723 - Enfermería y atención a enfermos;..
Ambos Sexos;Loyola Andalucía;724 - Estudios dentales;..
Ambos Sexos;Loyola Andalucía;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Loyola Andalucía;726 - Terapia y rehabilitación;..
Ambos Sexos;Loyola Andalucía;727 - Farmacia;..
Ambos Sexos;Loyola Andalucía;762 - Trabajo social y orientación;..
Ambos Sexos;Loyola Andalucía;Total Servicios;..
Ambos Sexos;Loyola Andalucía;811 - Hostelería;..
Ambos Sexos;Loyola Andalucía;812 - Viajes, turismo y ocio;..
Ambos Sexos;Loyola Andalucía;813 - Deportes;..
Ambos Sexos;Loyola Andalucía;840 - Servicios de transporte;..
Ambos Sexos;Loyola Andalucía;851 - Control y tecnología medioambiental;..
Ambos Sexos;Mondragón Unibertsitatea;Total Ámbito;3.489
Ambos Sexos;Mondragón Unibertsitatea;Total Educación;920
Ambos Sexos;Mondragón Unibertsitatea;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Mondragón Unibertsitatea;142 - Ciencias de la educación;10
Ambos Sexos;Mondragón Unibertsitatea;143 - Formación de docentes de enseñanza infantil;334
Ambos Sexos;Mondragón Unibertsitatea;144 - Formación de docentes de enseñanza primaria;576
Ambos Sexos;Mondragón Unibertsitatea;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Mondragón Unibertsitatea;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Mondragón Unibertsitatea;Total Artes y humanidades;174
Ambos Sexos;Mondragón Unibertsitatea;211 - Bellas artes;..
Ambos Sexos;Mondragón Unibertsitatea;212 - Música y artes del espectáculo;..
Ambos Sexos;Mondragón Unibertsitatea;213 - Técnicas audiovisuales y medios de comunicación;174
Ambos Sexos;Mondragón Unibertsitatea;214 - Diseño;..
Ambos Sexos;Mondragón Unibertsitatea;220 - Humanidades;..
Ambos Sexos;Mondragón Unibertsitatea;221 - Religión;..
Ambos Sexos;Mondragón Unibertsitatea;222 - Lenguas extranjeras;..
Ambos Sexos;Mondragón Unibertsitatea;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Mondragón Unibertsitatea;225 - Historia y arqueología;..
Ambos Sexos;Mondragón Unibertsitatea;226 - Filosofía y ética;..
Ambos Sexos;Mondragón Unibertsitatea;Total Ciencias sociales, educación comercial y derecho;744
Ambos Sexos;Mondragón Unibertsitatea;311 - Psicología;..
Ambos Sexos;Mondragón Unibertsitatea;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Mondragón Unibertsitatea;313 - Ciencias políticas;..
Ambos Sexos;Mondragón Unibertsitatea;314 - Economía;..
Ambos Sexos;Mondragón Unibertsitatea;320 - Periodismo e información;..
Ambos Sexos;Mondragón Unibertsitatea;321 - Periodismo;..
Ambos Sexos;Mondragón Unibertsitatea;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Mondragón Unibertsitatea;342 - Marketing y publicidad;..
Ambos Sexos;Mondragón Unibertsitatea;343 - Finanzas, banca y seguros;..
Ambos Sexos;Mondragón Unibertsitatea;345 - Administración y gestión de empresas;744
Ambos Sexos;Mondragón Unibertsitatea;380 - Derecho;..
Ambos Sexos;Mondragón Unibertsitatea;Total Ciencias;78
Ambos Sexos;Mondragón Unibertsitatea;421 - Biología y Bioquímica;..
Ambos Sexos;Mondragón Unibertsitatea;422 - Ciencias del medio ambiente;..
Ambos Sexos;Mondragón Unibertsitatea;442 - Química;..
Ambos Sexos;Mondragón Unibertsitatea;443 - Geología y meteorología;..
Ambos Sexos;Mondragón Unibertsitatea;462 - Estadística;..
Ambos Sexos;Mondragón Unibertsitatea;481 - Ciencias de la computación;78
Ambos Sexos;Mondragón Unibertsitatea;Total Ingeniería, industria y construcción;1.103
Ambos Sexos;Mondragón Unibertsitatea;520 - Ingeniería y profesiones afines;153
Ambos Sexos;Mondragón Unibertsitatea;521 - Mecánica y metalurgia;655
Ambos Sexos;Mondragón Unibertsitatea;522 - Electricidad y energía;100
Ambos Sexos;Mondragón Unibertsitatea;523 - Electrónica y automática;195
Ambos Sexos;Mondragón Unibertsitatea;524 - Procesos químicos;..
Ambos Sexos;Mondragón Unibertsitatea;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Mondragón Unibertsitatea;541 - Industria de la alimentación;..
Ambos Sexos;Mondragón Unibertsitatea;544 - Minería y extracción;..
Ambos Sexos;Mondragón Unibertsitatea;581 - Arquitectura y urbanismo;..
Ambos Sexos;Mondragón Unibertsitatea;582 - Construcción e ingeniería civil;..
Ambos Sexos;Mondragón Unibertsitatea;Total Agricultura y veterinaria;..
Ambos Sexos;Mondragón Unibertsitatea;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Mondragón Unibertsitatea;623 - Silvicultura;..
Ambos Sexos;Mondragón Unibertsitatea;641 - Veterinaria;..
Ambos Sexos;Mondragón Unibertsitatea;Total Salud y servicios sociales;78
Ambos Sexos;Mondragón Unibertsitatea;720 - Salud;..
Ambos Sexos;Mondragón Unibertsitatea;721 - Medicina;..
Ambos Sexos;Mondragón Unibertsitatea;723 - Enfermería y atención a enfermos;..
Ambos Sexos;Mondragón Unibertsitatea;724 - Estudios dentales;..
Ambos Sexos;Mondragón Unibertsitatea;725 - Tecnología de diagnóstico y tratamiento médico;78
Ambos Sexos;Mondragón Unibertsitatea;726 - Terapia y rehabilitación;..
Ambos Sexos;Mondragón Unibertsitatea;727 - Farmacia;..
Ambos Sexos;Mondragón Unibertsitatea;762 - Trabajo social y orientación;..
Ambos Sexos;Mondragón Unibertsitatea;Total Servicios;392
Ambos Sexos;Mondragón Unibertsitatea;811 - Hostelería;353
Ambos Sexos;Mondragón Unibertsitatea;812 - Viajes, turismo y ocio;..
Ambos Sexos;Mondragón Unibertsitatea;813 - Deportes;..
Ambos Sexos;Mondragón Unibertsitatea;840 - Servicios de transporte;..
Ambos Sexos;Mondragón Unibertsitatea;851 - Control y tecnología medioambiental;39
Ambos Sexos;Navarra;Total Ámbito;7.684
Ambos Sexos;Navarra;Total Educación;358
Ambos Sexos;Navarra;140 - Formación de personal docente y ciencias de la educación;164
Ambos Sexos;Navarra;142 - Ciencias de la educación;34
Ambos Sexos;Navarra;143 - Formación de docentes de enseñanza infantil;64
Ambos Sexos;Navarra;144 - Formación de docentes de enseñanza primaria;96
Ambos Sexos;Navarra;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Navarra;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Navarra;Total Artes y humanidades;683
Ambos Sexos;Navarra;211 - Bellas artes;..
Ambos Sexos;Navarra;212 - Música y artes del espectáculo;..
Ambos Sexos;Navarra;213 - Técnicas audiovisuales y medios de comunicación;213
Ambos Sexos;Navarra;214 - Diseño;..
Ambos Sexos;Navarra;220 - Humanidades;54
Ambos Sexos;Navarra;221 - Religión;137
Ambos Sexos;Navarra;222 - Lenguas extranjeras;..
Ambos Sexos;Navarra;223 - Lenguas y dialectos españoles;90
Ambos Sexos;Navarra;225 - Historia y arqueología;117
Ambos Sexos;Navarra;226 - Filosofía y ética;72
Ambos Sexos;Navarra;Total Ciencias sociales, educación comercial y derecho;2.165
Ambos Sexos;Navarra;311 - Psicología;73
Ambos Sexos;Navarra;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Navarra;313 - Ciencias políticas;..
Ambos Sexos;Navarra;314 - Economía;255
Ambos Sexos;Navarra;320 - Periodismo e información;..
Ambos Sexos;Navarra;321 - Periodismo;247
Ambos Sexos;Navarra;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Navarra;342 - Marketing y publicidad;304
Ambos Sexos;Navarra;343 - Finanzas, banca y seguros;..
Ambos Sexos;Navarra;345 - Administración y gestión de empresas;864
Ambos Sexos;Navarra;380 - Derecho;422
Ambos Sexos;Navarra;Total Ciencias;539
Ambos Sexos;Navarra;421 - Biología y Bioquímica;442
Ambos Sexos;Navarra;422 - Ciencias del medio ambiente;..
Ambos Sexos;Navarra;442 - Química;97
Ambos Sexos;Navarra;443 - Geología y meteorología;..
Ambos Sexos;Navarra;462 - Estadística;..
Ambos Sexos;Navarra;481 - Ciencias de la computación;..
Ambos Sexos;Navarra;Total Ingeniería, industria y construcción;1.434
Ambos Sexos;Navarra;520 - Ingeniería y profesiones afines;375
Ambos Sexos;Navarra;521 - Mecánica y metalurgia;339
Ambos Sexos;Navarra;522 - Electricidad y energía;25
Ambos Sexos;Navarra;523 - Electrónica y automática;127
Ambos Sexos;Navarra;524 - Procesos químicos;..
Ambos Sexos;Navarra;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Navarra;541 - Industria de la alimentación;..
Ambos Sexos;Navarra;544 - Minería y extracción;..
Ambos Sexos;Navarra;581 - Arquitectura y urbanismo;568
Ambos Sexos;Navarra;582 - Construcción e ingeniería civil;..
Ambos Sexos;Navarra;Total Agricultura y veterinaria;..
Ambos Sexos;Navarra;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Navarra;623 - Silvicultura;..
Ambos Sexos;Navarra;641 - Veterinaria;..
Ambos Sexos;Navarra;Total Salud y servicios sociales;2.505
Ambos Sexos;Navarra;720 - Salud;259
Ambos Sexos;Navarra;721 - Medicina;1.243
Ambos Sexos;Navarra;723 - Enfermería y atención a enfermos;477
Ambos Sexos;Navarra;724 - Estudios dentales;..
Ambos Sexos;Navarra;725 - Tecnología de diagnóstico y tratamiento médico;121
Ambos Sexos;Navarra;726 - Terapia y rehabilitación;105
Ambos Sexos;Navarra;727 - Farmacia;300
Ambos Sexos;Navarra;762 - Trabajo social y orientación;..
Ambos Sexos;Navarra;Total Servicios;..
Ambos Sexos;Navarra;811 - Hostelería;..
Ambos Sexos;Navarra;812 - Viajes, turismo y ocio;..
Ambos Sexos;Navarra;813 - Deportes;..
Ambos Sexos;Navarra;840 - Servicios de transporte;..
Ambos Sexos;Navarra;851 - Control y tecnología medioambiental;..
Ambos Sexos;Pontificia Comillas;Total Ámbito;6.371
Ambos Sexos;Pontificia Comillas;Total Educación;296
Ambos Sexos;Pontificia Comillas;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Pontificia Comillas;142 - Ciencias de la educación;..
Ambos Sexos;Pontificia Comillas;143 - Formación de docentes de enseñanza infantil;144
Ambos Sexos;Pontificia Comillas;144 - Formación de docentes de enseñanza primaria;152
Ambos Sexos;Pontificia Comillas;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Pontificia Comillas;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Pontificia Comillas;Total Artes y humanidades;306
Ambos Sexos;Pontificia Comillas;211 - Bellas artes;..
Ambos Sexos;Pontificia Comillas;212 - Música y artes del espectáculo;..
Ambos Sexos;Pontificia Comillas;213 - Técnicas audiovisuales y medios de comunicación;29
Ambos Sexos;Pontificia Comillas;214 - Diseño;..
Ambos Sexos;Pontificia Comillas;220 - Humanidades;..
Ambos Sexos;Pontificia Comillas;221 - Religión;132
Ambos Sexos;Pontificia Comillas;222 - Lenguas extranjeras;113
Ambos Sexos;Pontificia Comillas;223 - Lenguas y dialectos españoles;..
