Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Mujeres;Católica Santa Teresa de Jesús de Ávila;345 - Administración y gestión de empresas;182
Mujeres;Católica Santa Teresa de Jesús de Ávila;380 - Derecho;171
Mujeres;Católica Santa Teresa de Jesús de Ávila;Total Ciencias;59
Mujeres;Católica Santa Teresa de Jesús de Ávila;421 - Biología y Bioquímica;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;422 - Ciencias del medio ambiente;20
Mujeres;Católica Santa Teresa de Jesús de Ávila;442 - Química;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;443 - Geología y meteorología;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;462 - Estadística;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;481 - Ciencias de la computación;39
Mujeres;Católica Santa Teresa de Jesús de Ávila;Total Ingeniería, industria y construcción;29
Mujeres;Católica Santa Teresa de Jesús de Ávila;520 - Ingeniería y profesiones afines;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;521 - Mecánica y metalurgia;29
Mujeres;Católica Santa Teresa de Jesús de Ávila;522 - Electricidad y energía;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;523 - Electrónica y automática;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;524 - Procesos químicos;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;525 - Vehículos de motor, barcos y aeronaves;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;541 - Industria de la alimentación;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;544 - Minería y extracción;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;581 - Arquitectura y urbanismo;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;582 - Construcción e ingeniería civil;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;Total Agricultura y veterinaria;156
Mujeres;Católica Santa Teresa de Jesús de Ávila;621 - Producción agrícola y explotación ganadera;84
Mujeres;Católica Santa Teresa de Jesús de Ávila;623 - Silvicultura;72
Mujeres;Católica Santa Teresa de Jesús de Ávila;641 - Veterinaria;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;Total Salud y servicios sociales;231
Mujeres;Católica Santa Teresa de Jesús de Ávila;720 - Salud;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;721 - Medicina;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;723 - Enfermería y atención a enfermos;163
Mujeres;Católica Santa Teresa de Jesús de Ávila;724 - Estudios dentales;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;725 - Tecnología de diagnóstico y tratamiento médico;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;726 - Terapia y rehabilitación;68
Mujeres;Católica Santa Teresa de Jesús de Ávila;727 - Farmacia;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;762 - Trabajo social y orientación;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;Total Servicios;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;811 - Hostelería;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;812 - Viajes, turismo y ocio;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;813 - Deportes;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;840 - Servicios de transporte;..
Mujeres;Católica Santa Teresa de Jesús de Ávila;851 - Control y tecnología medioambiental;..
Mujeres;Deusto;Total Ámbito;4.031
Mujeres;Deusto;Total Educación;911
Mujeres;Deusto;140 - Formación de personal docente y ciencias de la educación;185
Mujeres;Deusto;142 - Ciencias de la educación;2
Mujeres;Deusto;143 - Formación de docentes de enseñanza infantil;243
Mujeres;Deusto;144 - Formación de docentes de enseñanza primaria;481
Mujeres;Deusto;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Deusto;146 - Formación de docentes de formación profesional;..
Mujeres;Deusto;Total Artes y humanidades;532
Mujeres;Deusto;211 - Bellas artes;..
Mujeres;Deusto;212 - Música y artes del espectáculo;..
Mujeres;Deusto;213 - Técnicas audiovisuales y medios de comunicación;158
Mujeres;Deusto;214 - Diseño;..
Mujeres;Deusto;220 - Humanidades;28
Mujeres;Deusto;221 - Religión;..
Mujeres;Deusto;222 - Lenguas extranjeras;321
Mujeres;Deusto;223 - Lenguas y dialectos españoles;25
Mujeres;Deusto;225 - Historia y arqueología;..
Mujeres;Deusto;226 - Filosofía y ética;..
Mujeres;Deusto;Total Ciencias sociales, educación comercial y derecho;1.926
Mujeres;Deusto;311 - Psicología;453
Mujeres;Deusto;312 - Sociología, antropología y geografía social y cultural;..
Mujeres;Deusto;313 - Ciencias políticas;51
Mujeres;Deusto;314 - Economía;..
Mujeres;Deusto;320 - Periodismo e información;..
Mujeres;Deusto;321 - Periodismo;..
Mujeres;Deusto;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Deusto;342 - Marketing y publicidad;..
Mujeres;Deusto;343 - Finanzas, banca y seguros;..
Mujeres;Deusto;345 - Administración y gestión de empresas;855
Mujeres;Deusto;380 - Derecho;567
Mujeres;Deusto;Total Ciencias;40
Mujeres;Deusto;421 - Biología y Bioquímica;..
Mujeres;Deusto;422 - Ciencias del medio ambiente;..
Mujeres;Deusto;442 - Química;..
Mujeres;Deusto;443 - Geología y meteorología;..
Mujeres;Deusto;462 - Estadística;..
Mujeres;Deusto;481 - Ciencias de la computación;40
Mujeres;Deusto;Total Ingeniería, industria y construcción;80
Mujeres;Deusto;520 - Ingeniería y profesiones afines;53
Mujeres;Deusto;521 - Mecánica y metalurgia;..
Mujeres;Deusto;522 - Electricidad y energía;..
Mujeres;Deusto;523 - Electrónica y automática;27
Mujeres;Deusto;524 - Procesos químicos;..
Mujeres;Deusto;525 - Vehículos de motor, barcos y aeronaves;..
Mujeres;Deusto;541 - Industria de la alimentación;..
Mujeres;Deusto;544 - Minería y extracción;..
Mujeres;Deusto;581 - Arquitectura y urbanismo;..
Mujeres;Deusto;582 - Construcción e ingeniería civil;..
Mujeres;Deusto;Total Agricultura y veterinaria;..
Mujeres;Deusto;621 - Producción agrícola y explotación ganadera;..
Mujeres;Deusto;623 - Silvicultura;..
Mujeres;Deusto;641 - Veterinaria;..
Mujeres;Deusto;Total Salud y servicios sociales;267
Mujeres;Deusto;720 - Salud;..
Mujeres;Deusto;721 - Medicina;..
Mujeres;Deusto;723 - Enfermería y atención a enfermos;..
Mujeres;Deusto;724 - Estudios dentales;..
Mujeres;Deusto;725 - Tecnología de diagnóstico y tratamiento médico;..
Mujeres;Deusto;726 - Terapia y rehabilitación;..
Mujeres;Deusto;727 - Farmacia;..
Mujeres;Deusto;762 - Trabajo social y orientación;267
Mujeres;Deusto;Total Servicios;275
Mujeres;Deusto;811 - Hostelería;..
Mujeres;Deusto;812 - Viajes, turismo y ocio;240
Mujeres;Deusto;813 - Deportes;35
Mujeres;Deusto;840 - Servicios de transporte;..
Mujeres;Deusto;851 - Control y tecnología medioambiental;..
Mujeres;Europea de Canarias;Total Ámbito;77
Mujeres;Europea de Canarias;Total Educación;..
Mujeres;Europea de Canarias;140 - Formación de personal docente y ciencias de la educación;..
Mujeres;Europea de Canarias;142 - Ciencias de la educación;..
Mujeres;Europea de Canarias;143 - Formación de docentes de enseñanza infantil;..
Mujeres;Europea de Canarias;144 - Formación de docentes de enseñanza primaria;..
Mujeres;Europea de Canarias;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Europea de Canarias;146 - Formación de docentes de formación profesional;..
Mujeres;Europea de Canarias;Total Artes y humanidades;..
Mujeres;Europea de Canarias;211 - Bellas artes;..
Mujeres;Europea de Canarias;212 - Música y artes del espectáculo;..
Mujeres;Europea de Canarias;213 - Técnicas audiovisuales y medios de comunicación;..
Mujeres;Europea de Canarias;214 - Diseño;..
Mujeres;Europea de Canarias;220 - Humanidades;..
Mujeres;Europea de Canarias;221 - Religión;..
Mujeres;Europea de Canarias;222 - Lenguas extranjeras;..
Mujeres;Europea de Canarias;223 - Lenguas y dialectos españoles;..
Mujeres;Europea de Canarias;225 - Historia y arqueología;..
Mujeres;Europea de Canarias;226 - Filosofía y ética;..
Mujeres;Europea de Canarias;Total Ciencias sociales, educación comercial y derecho;50
Mujeres;Europea de Canarias;311 - Psicología;..
Mujeres;Europea de Canarias;312 - Sociología, antropología y geografía social y cultural;..
Mujeres;Europea de Canarias;313 - Ciencias políticas;..
Mujeres;Europea de Canarias;314 - Economía;..
Mujeres;Europea de Canarias;320 - Periodismo e información;..
Mujeres;Europea de Canarias;321 - Periodismo;..
Mujeres;Europea de Canarias;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Europea de Canarias;342 - Marketing y publicidad;32
Mujeres;Europea de Canarias;343 - Finanzas, banca y seguros;..
Mujeres;Europea de Canarias;345 - Administración y gestión de empresas;18
Mujeres;Europea de Canarias;380 - Derecho;..
Mujeres;Europea de Canarias;Total Ciencias;..
Mujeres;Europea de Canarias;421 - Biología y Bioquímica;..
Mujeres;Europea de Canarias;422 - Ciencias del medio ambiente;..
Mujeres;Europea de Canarias;442 - Química;..
Mujeres;Europea de Canarias;443 - Geología y meteorología;..
Mujeres;Europea de Canarias;462 - Estadística;..
Mujeres;Europea de Canarias;481 - Ciencias de la computación;..
Mujeres;Europea de Canarias;Total Ingeniería, industria y construcción;12
Mujeres;Europea de Canarias;520 - Ingeniería y profesiones afines;..
Mujeres;Europea de Canarias;521 - Mecánica y metalurgia;..
Mujeres;Europea de Canarias;522 - Electricidad y energía;..
Mujeres;Europea de Canarias;523 - Electrónica y automática;..
Mujeres;Europea de Canarias;524 - Procesos químicos;..
Mujeres;Europea de Canarias;525 - Vehículos de motor, barcos y aeronaves;..
Mujeres;Europea de Canarias;541 - Industria de la alimentación;..
Mujeres;Europea de Canarias;544 - Minería y extracción;..
Mujeres;Europea de Canarias;581 - Arquitectura y urbanismo;12
Mujeres;Europea de Canarias;582 - Construcción e ingeniería civil;..
Mujeres;Europea de Canarias;Total Agricultura y veterinaria;..
Mujeres;Europea de Canarias;621 - Producción agrícola y explotación ganadera;..
Mujeres;Europea de Canarias;623 - Silvicultura;..
Mujeres;Europea de Canarias;641 - Veterinaria;..
Mujeres;Europea de Canarias;Total Salud y servicios sociales;..
Mujeres;Europea de Canarias;720 - Salud;..
Mujeres;Europea de Canarias;721 - Medicina;..
Mujeres;Europea de Canarias;723 - Enfermería y atención a enfermos;..
Mujeres;Europea de Canarias;724 - Estudios dentales;..
Mujeres;Europea de Canarias;725 - Tecnología de diagnóstico y tratamiento médico;..
Mujeres;Europea de Canarias;726 - Terapia y rehabilitación;..
Mujeres;Europea de Canarias;727 - Farmacia;..
Mujeres;Europea de Canarias;762 - Trabajo social y orientación;..
Mujeres;Europea de Canarias;Total Servicios;15
Mujeres;Europea de Canarias;811 - Hostelería;..
Mujeres;Europea de Canarias;812 - Viajes, turismo y ocio;15
Mujeres;Europea de Canarias;813 - Deportes;..
Mujeres;Europea de Canarias;840 - Servicios de transporte;..
Mujeres;Europea de Canarias;851 - Control y tecnología medioambiental;..
Mujeres;Europea de Madrid;Total Ámbito;4.717
Mujeres;Europea de Madrid;Total Educación;339
Mujeres;Europea de Madrid;140 - Formación de personal docente y ciencias de la educación;8
Mujeres;Europea de Madrid;142 - Ciencias de la educación;..
Mujeres;Europea de Madrid;143 - Formación de docentes de enseñanza infantil;100
Mujeres;Europea de Madrid;144 - Formación de docentes de enseñanza primaria;231
Mujeres;Europea de Madrid;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Europea de Madrid;146 - Formación de docentes de formación profesional;..
Mujeres;Europea de Madrid;Total Artes y humanidades;306
Mujeres;Europea de Madrid;211 - Bellas artes;34
Mujeres;Europea de Madrid;212 - Música y artes del espectáculo;32
Mujeres;Europea de Madrid;213 - Técnicas audiovisuales y medios de comunicación;124
Mujeres;Europea de Madrid;214 - Diseño;64
Mujeres;Europea de Madrid;220 - Humanidades;..
Mujeres;Europea de Madrid;221 - Religión;..
Mujeres;Europea de Madrid;222 - Lenguas extranjeras;52
Mujeres;Europea de Madrid;223 - Lenguas y dialectos españoles;..
Mujeres;Europea de Madrid;225 - Historia y arqueología;..
Mujeres;Europea de Madrid;226 - Filosofía y ética;..
Mujeres;Europea de Madrid;Total Ciencias sociales, educación comercial y derecho;1.055
Mujeres;Europea de Madrid;311 - Psicología;59
Mujeres;Europea de Madrid;312 - Sociología, antropología y geografía social y cultural;110
Mujeres;Europea de Madrid;313 - Ciencias políticas;89
Mujeres;Europea de Madrid;314 - Economía;11
Mujeres;Europea de Madrid;320 - Periodismo e información;..
Mujeres;Europea de Madrid;321 - Periodismo;136
Mujeres;Europea de Madrid;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Europea de Madrid;342 - Marketing y publicidad;252
Mujeres;Europea de Madrid;343 - Finanzas, banca y seguros;22
Mujeres;Europea de Madrid;345 - Administración y gestión de empresas;194
Mujeres;Europea de Madrid;380 - Derecho;182
Mujeres;Europea de Madrid;Total Ciencias;21
Mujeres;Europea de Madrid;421 - Biología y Bioquímica;..
Mujeres;Europea de Madrid;422 - Ciencias del medio ambiente;..
Mujeres;Europea de Madrid;442 - Química;..
Mujeres;Europea de Madrid;443 - Geología y meteorología;..
Mujeres;Europea de Madrid;462 - Estadística;..
Mujeres;Europea de Madrid;481 - Ciencias de la computación;21
Mujeres;Europea de Madrid;Total Ingeniería, industria y construcción;530
Mujeres;Europea de Madrid;520 - Ingeniería y profesiones afines;23
Mujeres;Europea de Madrid;521 - Mecánica y metalurgia;31
Mujeres;Europea de Madrid;522 - Electricidad y energía;14
Mujeres;Europea de Madrid;523 - Electrónica y automática;37
Mujeres;Europea de Madrid;524 - Procesos químicos;42
Mujeres;Europea de Madrid;525 - Vehículos de motor, barcos y aeronaves;14
Mujeres;Europea de Madrid;541 - Industria de la alimentación;..
Mujeres;Europea de Madrid;544 - Minería y extracción;..
Mujeres;Europea de Madrid;581 - Arquitectura y urbanismo;313
Mujeres;Europea de Madrid;582 - Construcción e ingeniería civil;56
Mujeres;Europea de Madrid;Total Agricultura y veterinaria;..
Mujeres;Europea de Madrid;621 - Producción agrícola y explotación ganadera;..
Mujeres;Europea de Madrid;623 - Silvicultura;..
Mujeres;Europea de Madrid;641 - Veterinaria;..
Mujeres;Europea de Madrid;Total Salud y servicios sociales;2.313
Mujeres;Europea de Madrid;720 - Salud;..
Mujeres;Europea de Madrid;721 - Medicina;666
Mujeres;Europea de Madrid;723 - Enfermería y atención a enfermos;395
Mujeres;Europea de Madrid;724 - Estudios dentales;852
Mujeres;Europea de Madrid;725 - Tecnología de diagnóstico y tratamiento médico;49
Mujeres;Europea de Madrid;726 - Terapia y rehabilitación;247
Mujeres;Europea de Madrid;727 - Farmacia;104
Mujeres;Europea de Madrid;762 - Trabajo social y orientación;..
Mujeres;Europea de Madrid;Total Servicios;153
Mujeres;Europea de Madrid;811 - Hostelería;..
Mujeres;Europea de Madrid;812 - Viajes, turismo y ocio;54
Mujeres;Europea de Madrid;813 - Deportes;99
Mujeres;Europea de Madrid;840 - Servicios de transporte;..
Mujeres;Europea de Madrid;851 - Control y tecnología medioambiental;..
Mujeres;Europea de Valencia;Total Ámbito;303
Mujeres;Europea de Valencia;Total Educación;26
Mujeres;Europea de Valencia;140 - Formación de personal docente y ciencias de la educación;..
Mujeres;Europea de Valencia;142 - Ciencias de la educación;..
Mujeres;Europea de Valencia;143 - Formación de docentes de enseñanza infantil;15
Mujeres;Europea de Valencia;144 - Formación de docentes de enseñanza primaria;11
Mujeres;Europea de Valencia;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Europea de Valencia;146 - Formación de docentes de formación profesional;..
Mujeres;Europea de Valencia;Total Artes y humanidades;54
Mujeres;Europea de Valencia;211 - Bellas artes;..
Mujeres;Europea de Valencia;212 - Música y artes del espectáculo;..
Mujeres;Europea de Valencia;213 - Técnicas audiovisuales y medios de comunicación;..
Mujeres;Europea de Valencia;214 - Diseño;3
Mujeres;Europea de Valencia;220 - Humanidades;..
Mujeres;Europea de Valencia;221 - Religión;..
Mujeres;Europea de Valencia;222 - Lenguas extranjeras;51
Mujeres;Europea de Valencia;223 - Lenguas y dialectos españoles;..
Mujeres;Europea de Valencia;225 - Historia y arqueología;..
Mujeres;Europea de Valencia;226 - Filosofía y ética;..
Mujeres;Europea de Valencia;Total Ciencias sociales, educación comercial y derecho;78
Mujeres;Europea de Valencia;311 - Psicología;..
Mujeres;Europea de Valencia;312 - Sociología, antropología y geografía social y cultural;15
Mujeres;Europea de Valencia;313 - Ciencias políticas;8
Mujeres;Europea de Valencia;314 - Economía;..
Mujeres;Europea de Valencia;320 - Periodismo e información;..
Mujeres;Europea de Valencia;321 - Periodismo;..
Mujeres;Europea de Valencia;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Europea de Valencia;342 - Marketing y publicidad;3
Mujeres;Europea de Valencia;343 - Finanzas, banca y seguros;..
Mujeres;Europea de Valencia;345 - Administración y gestión de empresas;27
Mujeres;Europea de Valencia;380 - Derecho;25
Mujeres;Europea de Valencia;Total Ciencias;..
Mujeres;Europea de Valencia;421 - Biología y Bioquímica;..
Mujeres;Europea de Valencia;422 - Ciencias del medio ambiente;..
Mujeres;Europea de Valencia;442 - Química;..
Mujeres;Europea de Valencia;443 - Geología y meteorología;..
Mujeres;Europea de Valencia;462 - Estadística;..
Mujeres;Europea de Valencia;481 - Ciencias de la computación;..
Mujeres;Europea de Valencia;Total Ingeniería, industria y construcción;6
Mujeres;Europea de Valencia;520 - Ingeniería y profesiones afines;..
Mujeres;Europea de Valencia;521 - Mecánica y metalurgia;..
Mujeres;Europea de Valencia;522 - Electricidad y energía;..
Mujeres;Europea de Valencia;523 - Electrónica y automática;..
Mujeres;Europea de Valencia;524 - Procesos químicos;..
Mujeres;Europea de Valencia;525 - Vehículos de motor, barcos y aeronaves;..
Mujeres;Europea de Valencia;541 - Industria de la alimentación;..
Mujeres;Europea de Valencia;544 - Minería y extracción;..
Mujeres;Europea de Valencia;581 - Arquitectura y urbanismo;6
Mujeres;Europea de Valencia;582 - Construcción e ingeniería civil;..
Mujeres;Europea de Valencia;Total Agricultura y veterinaria;..
Mujeres;Europea de Valencia;621 - Producción agrícola y explotación ganadera;..
Mujeres;Europea de Valencia;623 - Silvicultura;..
Mujeres;Europea de Valencia;641 - Veterinaria;..
Mujeres;Europea de Valencia;Total Salud y servicios sociales;139
Mujeres;Europea de Valencia;720 - Salud;..
Mujeres;Europea de Valencia;721 - Medicina;..
Mujeres;Europea de Valencia;723 - Enfermería y atención a enfermos;13
Mujeres;Europea de Valencia;724 - Estudios dentales;112
Mujeres;Europea de Valencia;725 - Tecnología de diagnóstico y tratamiento médico;..
Mujeres;Europea de Valencia;726 - Terapia y rehabilitación;14
Mujeres;Europea de Valencia;727 - Farmacia;..
Mujeres;Europea de Valencia;762 - Trabajo social y orientación;..
Mujeres;Europea de Valencia;Total Servicios;..
Mujeres;Europea de Valencia;811 - Hostelería;..
Mujeres;Europea de Valencia;812 - Viajes, turismo y ocio;..
Mujeres;Europea de Valencia;813 - Deportes;..
Mujeres;Europea de Valencia;840 - Servicios de transporte;..
Mujeres;Europea de Valencia;851 - Control y tecnología medioambiental;..
Mujeres;Europea del Atlántico;Total Ámbito;143
Mujeres;Europea del Atlántico;Total Educación;..
Mujeres;Europea del Atlántico;140 - Formación de personal docente y ciencias de la educación;..
Mujeres;Europea del Atlántico;142 - Ciencias de la educación;..
Mujeres;Europea del Atlántico;143 - Formación de docentes de enseñanza infantil;..
Mujeres;Europea del Atlántico;144 - Formación de docentes de enseñanza primaria;..
Mujeres;Europea del Atlántico;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Europea del Atlántico;146 - Formación de docentes de formación profesional;..
Mujeres;Europea del Atlántico;Total Artes y humanidades;31
Mujeres;Europea del Atlántico;211 - Bellas artes;..
Mujeres;Europea del Atlántico;212 - Música y artes del espectáculo;..
Mujeres;Europea del Atlántico;213 - Técnicas audiovisuales y medios de comunicación;8
Mujeres;Europea del Atlántico;214 - Diseño;..
Mujeres;Europea del Atlántico;220 - Humanidades;..
Mujeres;Europea del Atlántico;221 - Religión;..
Mujeres;Europea del Atlántico;222 - Lenguas extranjeras;23
Mujeres;Europea del Atlántico;223 - Lenguas y dialectos españoles;..
Mujeres;Europea del Atlántico;225 - Historia y arqueología;..
Mujeres;Europea del Atlántico;226 - Filosofía y ética;..
Mujeres;Europea del Atlántico;Total Ciencias sociales, educación comercial y derecho;77
Mujeres;Europea del Atlántico;311 - Psicología;49
Mujeres;Europea del Atlántico;312 - Sociología, antropología y geografía social y cultural;..
Mujeres;Europea del Atlántico;313 - Ciencias políticas;..
Mujeres;Europea del Atlántico;314 - Economía;..
Mujeres;Europea del Atlántico;320 - Periodismo e información;..
Mujeres;Europea del Atlántico;321 - Periodismo;14
Mujeres;Europea del Atlántico;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Europea del Atlántico;342 - Marketing y publicidad;10
Mujeres;Europea del Atlántico;343 - Finanzas, banca y seguros;..
Mujeres;Europea del Atlántico;345 - Administración y gestión de empresas;4
Mujeres;Europea del Atlántico;380 - Derecho;..
Mujeres;Europea del Atlántico;Total Ciencias;..
Mujeres;Europea del Atlántico;421 - Biología y Bioquímica;..
Mujeres;Europea del Atlántico;422 - Ciencias del medio ambiente;..
Mujeres;Europea del Atlántico;442 - Química;..
Mujeres;Europea del Atlántico;443 - Geología y meteorología;..
Mujeres;Europea del Atlántico;462 - Estadística;..
Mujeres;Europea del Atlántico;481 - Ciencias de la computación;..
Mujeres;Europea del Atlántico;Total Ingeniería, industria y construcción;..
Mujeres;Europea del Atlántico;520 - Ingeniería y profesiones afines;..
Mujeres;Europea del Atlántico;521 - Mecánica y metalurgia;..
Mujeres;Europea del Atlántico;522 - Electricidad y energía;..
Mujeres;Europea del Atlántico;523 - Electrónica y automática;..
Mujeres;Europea del Atlántico;524 - Procesos químicos;..
Mujeres;Europea del Atlántico;525 - Vehículos de motor, barcos y aeronaves;..
Mujeres;Europea del Atlántico;541 - Industria de la alimentación;..
Mujeres;Europea del Atlántico;544 - Minería y extracción;..
Mujeres;Europea del Atlántico;581 - Arquitectura y urbanismo;..
Mujeres;Europea del Atlántico;582 - Construcción e ingeniería civil;..
Mujeres;Europea del Atlántico;Total Agricultura y veterinaria;..
Mujeres;Europea del Atlántico;621 - Producción agrícola y explotación ganadera;..
Mujeres;Europea del Atlántico;623 - Silvicultura;..
Mujeres;Europea del Atlántico;641 - Veterinaria;..
Mujeres;Europea del Atlántico;Total Salud y servicios sociales;16
Mujeres;Europea del Atlántico;720 - Salud;..
Mujeres;Europea del Atlántico;721 - Medicina;..
Mujeres;Europea del Atlántico;723 - Enfermería y atención a enfermos;..
Mujeres;Europea del Atlántico;724 - Estudios dentales;..
Mujeres;Europea del Atlántico;725 - Tecnología de diagnóstico y tratamiento médico;..
Mujeres;Europea del Atlántico;726 - Terapia y rehabilitación;16
Mujeres;Europea del Atlántico;727 - Farmacia;..
Mujeres;Europea del Atlántico;762 - Trabajo social y orientación;..
Mujeres;Europea del Atlántico;Total Servicios;19
Mujeres;Europea del Atlántico;811 - Hostelería;..
Mujeres;Europea del Atlántico;812 - Viajes, turismo y ocio;..
Mujeres;Europea del Atlántico;813 - Deportes;19
Mujeres;Europea del Atlántico;840 - Servicios de transporte;..
Mujeres;Europea del Atlántico;851 - Control y tecnología medioambiental;..
Mujeres;Europea Miguel de Cervantes;Total Ámbito;387
Mujeres;Europea Miguel de Cervantes;Total Educación;..
Mujeres;Europea Miguel de Cervantes;140 - Formación de personal docente y ciencias de la educación;..
Mujeres;Europea Miguel de Cervantes;142 - Ciencias de la educación;..
Mujeres;Europea Miguel de Cervantes;143 - Formación de docentes de enseñanza infantil;..
Mujeres;Europea Miguel de Cervantes;144 - Formación de docentes de enseñanza primaria;..
Mujeres;Europea Miguel de Cervantes;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Europea Miguel de Cervantes;146 - Formación de docentes de formación profesional;..
Mujeres;Europea Miguel de Cervantes;Total Artes y humanidades;22
Mujeres;Europea Miguel de Cervantes;211 - Bellas artes;..
Mujeres;Europea Miguel de Cervantes;212 - Música y artes del espectáculo;..
Mujeres;Europea Miguel de Cervantes;213 - Técnicas audiovisuales y medios de comunicación;22
Mujeres;Europea Miguel de Cervantes;214 - Diseño;..
Mujeres;Europea Miguel de Cervantes;220 - Humanidades;..
Mujeres;Europea Miguel de Cervantes;221 - Religión;..
Mujeres;Europea Miguel de Cervantes;222 - Lenguas extranjeras;..
Mujeres;Europea Miguel de Cervantes;223 - Lenguas y dialectos españoles;..
Mujeres;Europea Miguel de Cervantes;225 - Historia y arqueología;..
Mujeres;Europea Miguel de Cervantes;226 - Filosofía y ética;..
Mujeres;Europea Miguel de Cervantes;Total Ciencias sociales, educación comercial y derecho;103
Mujeres;Europea Miguel de Cervantes;311 - Psicología;..
Mujeres;Europea Miguel de Cervantes;312 - Sociología, antropología y geografía social y cultural;..
Mujeres;Europea Miguel de Cervantes;313 - Ciencias políticas;..
Mujeres;Europea Miguel de Cervantes;314 - Economía;..
Mujeres;Europea Miguel de Cervantes;320 - Periodismo e información;..
Mujeres;Europea Miguel de Cervantes;321 - Periodismo;24
Mujeres;Europea Miguel de Cervantes;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Europea Miguel de Cervantes;342 - Marketing y publicidad;53
Mujeres;Europea Miguel de Cervantes;343 - Finanzas, banca y seguros;..
Mujeres;Europea Miguel de Cervantes;345 - Administración y gestión de empresas;26
Mujeres;Europea Miguel de Cervantes;380 - Derecho;..
Mujeres;Europea Miguel de Cervantes;Total Ciencias;17
Mujeres;Europea Miguel de Cervantes;421 - Biología y Bioquímica;..
Mujeres;Europea Miguel de Cervantes;422 - Ciencias del medio ambiente;13
Mujeres;Europea Miguel de Cervantes;442 - Química;..
Mujeres;Europea Miguel de Cervantes;443 - Geología y meteorología;..
Mujeres;Europea Miguel de Cervantes;462 - Estadística;..
Mujeres;Europea Miguel de Cervantes;481 - Ciencias de la computación;4
Mujeres;Europea Miguel de Cervantes;Total Ingeniería, industria y construcción;15
Mujeres;Europea Miguel de Cervantes;520 - Ingeniería y profesiones afines;..
Mujeres;Europea Miguel de Cervantes;521 - Mecánica y metalurgia;..
Mujeres;Europea Miguel de Cervantes;522 - Electricidad y energía;..
Mujeres;Europea Miguel de Cervantes;523 - Electrónica y automática;..
Mujeres;Europea Miguel de Cervantes;524 - Procesos químicos;..
Mujeres;Europea Miguel de Cervantes;525 - Vehículos de motor, barcos y aeronaves;..
Mujeres;Europea Miguel de Cervantes;541 - Industria de la alimentación;6
Mujeres;Europea Miguel de Cervantes;544 - Minería y extracción;..
Mujeres;Europea Miguel de Cervantes;581 - Arquitectura y urbanismo;9
Mujeres;Europea Miguel de Cervantes;582 - Construcción e ingeniería civil;..
Mujeres;Europea Miguel de Cervantes;Total Agricultura y veterinaria;..
Mujeres;Europea Miguel de Cervantes;621 - Producción agrícola y explotación ganadera;..
Mujeres;Europea Miguel de Cervantes;623 - Silvicultura;..
Mujeres;Europea Miguel de Cervantes;641 - Veterinaria;..
Mujeres;Europea Miguel de Cervantes;Total Salud y servicios sociales;162
Mujeres;Europea Miguel de Cervantes;720 - Salud;..
Mujeres;Europea Miguel de Cervantes;721 - Medicina;..
Mujeres;Europea Miguel de Cervantes;723 - Enfermería y atención a enfermos;..
Mujeres;Europea Miguel de Cervantes;724 - Estudios dentales;99
Mujeres;Europea Miguel de Cervantes;725 - Tecnología de diagnóstico y tratamiento médico;..
Mujeres;Europea Miguel de Cervantes;726 - Terapia y rehabilitación;63
Mujeres;Europea Miguel de Cervantes;727 - Farmacia;..
Mujeres;Europea Miguel de Cervantes;762 - Trabajo social y orientación;..
Mujeres;Europea Miguel de Cervantes;Total Servicios;68
