Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;52.663
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;34.653
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Hombres;18.010
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;137.756
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Mujeres;72.991
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Hombres;64.765
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;137.756
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Mujeres;72.991
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Hombres;64.765
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;525.020
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;309.689
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Hombres;215.331
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;499.987
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;292.350
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Hombres;207.637
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;25.033
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;17.339
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;7.694
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;475.786
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;280.552
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;195.234
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;450.753
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;263.213
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;187.540
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;25.033
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;17.339
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;7.694
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;49.234
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;29.137
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;20.097
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;49.234
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;29.137
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;20.097
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;404.079
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;218.288
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Hombres;185.791
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;389.175
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;209.031
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Hombres;180.144
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;14.904
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.257
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;5.647
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;367.126
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;199.404
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;167.722
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;352.222
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;190.147
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;162.075
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;14.904
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;9.257
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;5.647
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;36.953
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;18.884
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;18.069
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;36.953
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;18.884
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;18.069
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;205.900
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;101.669
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;104.231
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;198.955
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;97.409
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;101.546
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.945
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;4.260
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.685
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;185.915
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;91.899
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;94.016
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;178.970
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;87.639
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;91.331
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.945
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;4.260
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.685
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;19.985
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;9.770
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;10.215
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;19.985
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;9.770
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;10.215
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;225.609
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;110.803
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;114.806
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;219.828
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;107.006
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;112.822
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.781
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;3.797
Matrícula de 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.984
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;194.025
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;95.603
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;98.422
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;188.244
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;91.806
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;96.438
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.781
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;3.797
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.984
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;31.584
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;15.200
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;16.384
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;31.584
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;15.200
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;16.384
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;552.715
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Total Centros;Mujeres;296.998
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Total Centros;Hombres;255.717
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;508.269
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros propios;Mujeres;266.820
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros propios;Hombres;241.449
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;44.446
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros adscritos;Mujeres;30.178
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Total Universidades;Centros adscritos;Hombres;14.268
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;501.008
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Total Centros;Mujeres;269.362
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Total Centros;Hombres;231.646
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;456.562
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros propios;Mujeres;239.184
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros propios;Hombres;217.378
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;44.446
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;30.178
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades públicas;Centros adscritos;Hombres;14.268
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;51.707
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Total Centros;Mujeres;27.636
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Total Centros;Hombres;24.071
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;51.707
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros propios;Mujeres;27.636
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros propios;Hombres;24.071
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;Todas las edades;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;211.981
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;127.535
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Total Centros;Hombres;84.446
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;191.499
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;112.755
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros propios;Hombres;78.744
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;20.482
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;14.780
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;5.702
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;196.058
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;116.912
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;79.146
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;175.576
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;102.132
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;73.444
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;20.482
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;14.780
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;5.702
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;15.923
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;10.623
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;5.300
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;15.923
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;10.623
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;5.300
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;161.479
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;82.114
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Total Centros;Hombres;79.365
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;149.217
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;74.286
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros propios;Hombres;74.931
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;12.262
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;7.828
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;4.434
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;149.138
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;75.689
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;73.449
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;136.876
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;67.861
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;69.015
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;12.262
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;7.828
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;4.434
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;12.341
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;6.425
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;5.916
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;12.341
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;6.425
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;5.916
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;94.077
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;44.676
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Total Centros;Hombres;49.401
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;87.764
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;40.696
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros propios;Hombres;47.068
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.313
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;3.980
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.333
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;84.286
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;40.060
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;44.226
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;77.973
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;36.080
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;41.893
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.313
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;3.980
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.333
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;9.791
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;4.616
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;5.175
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;9.791
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;4.616
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;5.175
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;85.178
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Total Centros;Mujeres;42.673
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Total Centros;Hombres;42.505
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;79.789
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros propios;Mujeres;39.083
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros propios;Hombres;40.706
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.389
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;3.590
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.799
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;71.526
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Total Centros;Mujeres;36.701
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Total Centros;Hombres;34.825
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;66.137
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros propios;Mujeres;33.111
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros propios;Hombres;33.026
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.389
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;3.590
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.799
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;13.652
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Total Centros;Mujeres;5.972
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Total Centros;Hombres;7.680
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;13.652
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros propios;Mujeres;5.972
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros propios;Hombres;7.680
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Largo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;752.206
1º y 2º Ciclo. Ciclo Largo;Todas las edades;Total Universidades;Total Centros;Mujeres;408.758
1º y 2º Ciclo. Ciclo Largo;Todas las edades;Total Universidades;Total Centros;Hombres;343.448
