Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;292.414
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;220.048
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;30.369
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;18.732
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;11.637
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;63.484
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;37.468
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;26.016
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;61.106
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;36.016
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;25.090
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;2.378
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;1.452
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;926
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Ambos Sexos;403.698
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Mujeres;215.674
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Hombres;188.024
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Ambos Sexos;387.060
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Mujeres;206.411
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Hombres;180.649
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;16.638
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.263
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Hombres;7.375
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;360.417
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Mujeres;192.599
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Hombres;167.818
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;344.677
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Mujeres;183.785
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Hombres;160.892
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;15.740
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Mujeres;8.814
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Hombres;6.926
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;43.281
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Mujeres;23.075
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Hombres;20.206
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;42.383
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Mujeres;22.626
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Hombres;19.757
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;898
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Mujeres;449
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Hombres;449
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;176.115
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;89.352
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;86.763
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;170.487
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;86.192
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;84.295
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.628
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;3.160
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.468
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;152.336
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;76.695
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;75.641
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;147.003
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;73.672
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;73.331
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.333
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;3.023
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.310
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;23.779
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;12.657
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;11.122
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;23.484
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;12.520
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;10.964
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;295
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;137
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;158
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;248.601
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;124.779
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;123.822
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;242.856
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;121.314
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;121.542
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.745
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;3.465
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;2.280
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;204.820
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;102.775
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;102.045
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;199.301
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;99.415
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;99.886
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;5.519
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;3.360
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;2.159
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;43.781
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;22.004
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;21.777
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;43.555
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;21.899
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;21.656
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;226
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;105
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;121
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;1.027.823
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Mujeres;571.449
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Hombres;456.374
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;975.761
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Mujeres;540.165
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Hombres;435.596
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;52.062
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Mujeres;31.284
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Hombres;20.778
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;889.450
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Mujeres;493.714
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Hombres;395.736
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;841.185
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Mujeres;464.573
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Hombres;376.612
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;48.265
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;29.141
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Hombres;19.124
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;138.373
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Mujeres;77.735
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Hombres;60.638
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;134.576
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Mujeres;75.592
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Hombres;58.984
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;3.797
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;2.143
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Hombres;1.654
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;573.369
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;329.720
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Hombres;243.649
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;541.635
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;310.142
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Hombres;231.493
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;31.734
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;19.578
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;12.156
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;511.243
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;292.971
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;218.272
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;481.887
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;274.845
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;207.042
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;29.356
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;18.126
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;11.230
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;62.126
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;36.749
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;25.377
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;59.748
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;35.297
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;24.451
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;2.378
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;1.452
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;926
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Ambos Sexos;206.814
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Mujeres;110.689
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Hombres;96.125
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Ambos Sexos;194.462
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Mujeres;103.782
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Hombres;90.680
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;12.352
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Mujeres;6.907
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Hombres;5.445
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;178.627
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Mujeres;95.478
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Hombres;83.149
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;167.173
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Mujeres;89.020
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Hombres;78.153
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;11.454
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros adscritos;Mujeres;6.458
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros adscritos;Hombres;4.996
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;28.187
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Total Centros;Mujeres;15.211
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Total Centros;Hombres;12.976
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;27.289
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros propios;Mujeres;14.762
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros propios;Hombres;12.527
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;898
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros adscritos;Mujeres;449
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros adscritos;Hombres;449
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;87.968
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;47.745
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Hombres;40.223
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;84.105
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;45.500
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Hombres;38.605
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;3.863
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;2.245
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;1.618
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;71.231
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;38.412
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;32.819
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;67.663
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;36.304
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;31.359
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;3.568
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;2.108
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;1.460
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;16.737
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;9.333
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;7.404
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;16.442
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;9.196
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;7.246
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;295
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;137
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;158
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;159.672
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Mujeres;83.295
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Hombres;76.377
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;155.559
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Mujeres;80.741
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Hombres;74.818
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;4.113
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;2.554
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.559
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;128.349
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Mujeres;66.853
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Hombres;61.496
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;124.462
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Mujeres;64.404
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Hombres;60.058
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;3.887
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;2.449
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.438
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;31.323
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Mujeres;16.442
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Hombres;14.881
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;31.097
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Mujeres;16.337
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Hombres;14.760
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;226
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;105
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;121
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;406.906
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Mujeres;206.970
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Hombres;199.936
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;398.210
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Mujeres;202.182
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Hombres;196.028
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;8.696
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Mujeres;4.788
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Hombres;3.908
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;370.954
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Mujeres;189.501
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Hombres;181.453
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;362.258
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Mujeres;184.713
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Hombres;177.545
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;8.696
