Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Mujeres;97.223
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Total Centros;Hombres;78.824
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;170.363
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Mujeres;94.068
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros propios;Hombres;76.295
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;5.684
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;3.155
Total Grado y 1º y 2º Ciclo;Todas las edades;Universidades privadas;Centros adscritos;Hombres;2.529
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;620.663
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;355.380
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Total Centros;Hombres;265.283
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;585.052
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;333.993
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros propios;Hombres;251.059
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;35.611
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;21.387
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;14.224
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;556.140
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;317.720
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;238.420
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;524.061
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;298.399
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;225.662
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;32.079
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;19.321
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;12.758
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;64.523
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;37.660
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;26.863
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;60.991
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;35.594
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;25.397
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;3.532
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;2.066
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;1.466
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Ambos Sexos;372.055
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Mujeres;197.141
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Total Centros;Hombres;174.914
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Ambos Sexos;353.410
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Mujeres;187.207
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros propios;Hombres;166.203
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;18.645
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.934
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Total Universidades;Centros adscritos;Hombres;8.711
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;328.466
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Mujeres;173.500
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Total Centros;Hombres;154.966
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;311.329
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Mujeres;164.348
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros propios;Hombres;146.981
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;17.137
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Mujeres;9.152
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades públicas;Centros adscritos;Hombres;7.985
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;43.589
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Mujeres;23.641
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Total Centros;Hombres;19.948
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;42.081
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Mujeres;22.859
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros propios;Hombres;19.222
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.508
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Mujeres;782
Total Grado y 1º y 2º Ciclo;De 22 a 25 años;Universidades privadas;Centros adscritos;Hombres;726
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;149.142
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;75.178
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;73.964
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;144.028
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;72.557
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;71.471
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;5.114
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;2.621
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.493
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;125.732
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;62.331
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;63.401
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;121.019
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;59.905
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;61.114
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;4.713
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;2.426
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.287
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;23.410
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;12.847
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;10.563
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;23.009
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;12.652
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;10.357
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;401
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;195
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;206
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;222.163
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;111.389
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;110.774
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;217.643
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;108.849
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;108.794
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;4.520
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;2.540
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.980
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;177.638
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;88.314
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;89.324
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;173.361
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;85.886
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;87.475
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;4.277
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;2.428
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.849
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;44.525
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;23.075
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;21.450
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;44.282
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;22.963
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;21.319
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;243
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;112
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;131
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;1.250.822
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Mujeres;686.555
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Hombres;564.267
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;1.188.137
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Mujeres;650.627
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Hombres;537.510
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;62.685
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Mujeres;35.928
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Hombres;26.757
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;1.085.482
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Mujeres;594.298
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Hombres;491.184
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;1.028.481
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Mujeres;561.525
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Hombres;466.956
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;57.001
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;32.773
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Hombres;24.228
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;165.340
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Mujeres;92.257
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Hombres;73.083
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;159.656
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Mujeres;89.102
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Hombres;70.554
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;5.684
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;3.155
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Hombres;2.529
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;620.652
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;355.376
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Hombres;265.276
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;585.042
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;333.989
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Hombres;251.053
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;35.610
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;21.387
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;14.223
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;556.129
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;317.716
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;238.413
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;524.051
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;298.395
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;225.656
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;32.078
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;19.321
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;12.757
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;64.523
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;37.660
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;26.863
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;60.991
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;35.594
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;25.397
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;3.532
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;2.066
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;1.466
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Ambos Sexos;331.038
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Mujeres;176.526
Matrícula de Grado;De 22 a 25 años;Total Universidades;Total Centros;Hombres;154.512
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Ambos Sexos;312.841
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Mujeres;166.820
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros propios;Hombres;146.021
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;18.197
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.706
Matrícula de Grado;De 22 a 25 años;Total Universidades;Centros adscritos;Hombres;8.491
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;289.507
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Mujeres;153.938
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Total Centros;Hombres;135.569
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;272.818
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Mujeres;145.014
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros propios;Hombres;127.804
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;16.689
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros adscritos;Mujeres;8.924
Matrícula de Grado;De 22 a 25 años;Universidades públicas;Centros adscritos;Hombres;7.765
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;41.531
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Total Centros;Mujeres;22.588
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Total Centros;Hombres;18.943
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;40.023
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros propios;Mujeres;21.806
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros propios;Hombres;18.217
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.508
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros adscritos;Mujeres;782
Matrícula de Grado;De 22 a 25 años;Universidades privadas;Centros adscritos;Hombres;726
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;114.473
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;59.206
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Hombres;55.267
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;109.720
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;56.760
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Hombres;52.960
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;4.753
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;2.446
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.307
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;93.667
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;47.707
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;45.960
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;89.315
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;45.456
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;43.859
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;4.352
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;2.251
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.101
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;20.806
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;11.499
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;9.307
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;20.405
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;11.304
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;9.101
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;401
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;195
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;206
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;184.659
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Mujeres;95.447
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Hombres;89.212
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;180.534
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Mujeres;93.058
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Hombres;87.476
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;4.125
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;2.389
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.736
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;146.179
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Mujeres;74.937
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Hombres;71.242
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;142.297
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Mujeres;72.660
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Hombres;69.637
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;3.882
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;2.277
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.605
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;38.480
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Mujeres;20.510
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Hombres;17.970
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;38.237
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Mujeres;20.398
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Hombres;17.839
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;243
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;112
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;131
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;113.201
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Mujeres;52.533
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Hombres;60.668
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;111.996
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Mujeres;51.979
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Hombres;60.017
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;1.205
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Mujeres;554
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Hombres;651
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;102.494
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Mujeres;47.567
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Hombres;54.927
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;101.289
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Mujeres;47.013
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Hombres;54.276
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;1.205
