Nivel y Ciclo;Grupo de edad;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;24.715
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.793
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;1.085
Total Grado y 1º y 2º Ciclo;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;708
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;407.090
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;217.271
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Total Centros;Hombres;189.819
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;391.059
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;208.259
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros propios;Hombres;182.800
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;16.031
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;9.012
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;7.019
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;364.935
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;194.881
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;170.054
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;349.438
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;186.129
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;163.309
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;15.497
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;8.752
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;6.745
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;42.155
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;22.390
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;19.765
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;41.621
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;22.130
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;19.491
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;534
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;260
Total Grado y 1º y 2º Ciclo;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;274
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;192.472
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;96.950
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Total Centros;Hombres;95.522
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;186.045
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;93.250
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros propios;Hombres;92.795
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.427
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;3.700
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;2.727
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;168.202
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;84.221
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;83.981
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;161.947
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;80.602
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;81.345
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.255
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;3.619
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;2.636
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;24.270
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;12.729
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;11.541
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;24.098
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;12.648
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;11.450
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;172
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;265.336
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Mujeres;132.711
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Total Centros;Hombres;132.625
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;258.509
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Mujeres;128.571
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros propios;Hombres;129.938
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;6.827
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;4.140
Total Grado y 1º y 2º Ciclo;Más de 30 años;Total Universidades;Centros adscritos;Hombres;2.687
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;219.288
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Mujeres;110.037
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Total Centros;Hombres;109.251
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;212.645
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Mujeres;105.976
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros propios;Hombres;106.669
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;6.643
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;4.061
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;2.582
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;46.048
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Mujeres;22.674
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Total Centros;Hombres;23.374
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;45.864
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Mujeres;22.595
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros propios;Hombres;23.269
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;184
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;105
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;810.076
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Mujeres;448.622
Matrícula de Grado;Todas las edades;Total Universidades;Total Centros;Hombres;361.454
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;768.414
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Mujeres;423.700
Matrícula de Grado;Todas las edades;Total Universidades;Centros propios;Hombres;344.714
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;41.662
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Mujeres;24.922
Matrícula de Grado;Todas las edades;Total Universidades;Centros adscritos;Hombres;16.740
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;696.122
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Mujeres;385.437
Matrícula de Grado;Todas las edades;Universidades públicas;Total Centros;Hombres;310.685
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;657.143
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Mujeres;362.020
Matrícula de Grado;Todas las edades;Universidades públicas;Centros propios;Hombres;295.123
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;38.979
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Mujeres;23.417
Matrícula de Grado;Todas las edades;Universidades públicas;Centros adscritos;Hombres;15.562
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Ambos Sexos;113.954
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Mujeres;63.185
Matrícula de Grado;Todas las edades;Universidades privadas;Total Centros;Hombres;50.769
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Ambos Sexos;111.271
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Mujeres;61.680
Matrícula de Grado;Todas las edades;Universidades privadas;Centros propios;Hombres;49.591
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Ambos Sexos;2.683
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Mujeres;1.505
Matrícula de Grado;Todas las edades;Universidades privadas;Centros adscritos;Hombres;1.178
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Ambos Sexos;471.347
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Mujeres;268.900
Matrícula de Grado;De 18 a 21 años;Total Universidades;Total Centros;Hombres;202.447
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Ambos Sexos;444.484
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Mujeres;252.396
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros propios;Hombres;192.088
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Ambos Sexos;26.863
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Mujeres;16.504
Matrícula de Grado;De 18 a 21 años;Total Universidades;Centros adscritos;Hombres;10.359
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Ambos Sexos;417.803
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Mujeres;237.613
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Total Centros;Hombres;180.190
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Ambos Sexos;392.733
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Mujeres;222.194
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros propios;Hombres;170.539
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Ambos Sexos;25.070
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Mujeres;15.419
Matrícula de Grado;De 18 a 21 años;Universidades públicas;Centros adscritos;Hombres;9.651
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Ambos Sexos;53.544
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Mujeres;31.287
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Total Centros;Hombres;22.257
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Ambos Sexos;51.751
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Mujeres;30.202
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros propios;Hombres;21.549
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Ambos Sexos;1.793
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Mujeres;1.085
Matrícula de Grado;De 18 a 21 años;Universidades privadas;Centros adscritos;Hombres;708
Matrícula de Grado;De 21 a 25 años;Total Universidades;Total Centros;Ambos Sexos;135.325
Matrícula de Grado;De 21 a 25 años;Total Universidades;Total Centros;Mujeres;72.171
Matrícula de Grado;De 21 a 25 años;Total Universidades;Total Centros;Hombres;63.154
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros propios;Ambos Sexos;127.145
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros propios;Mujeres;67.653
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros propios;Hombres;59.492
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros adscritos;Ambos Sexos;8.180
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros adscritos;Mujeres;4.518
Matrícula de Grado;De 21 a 25 años;Total Universidades;Centros adscritos;Hombres;3.662
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Total Centros;Ambos Sexos;115.758
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Total Centros;Mujeres;61.662
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Total Centros;Hombres;54.096
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros propios;Ambos Sexos;108.112
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros propios;Mujeres;57.404
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros propios;Hombres;50.708
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros adscritos;Ambos Sexos;7.646
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros adscritos;Mujeres;4.258
Matrícula de Grado;De 21 a 25 años;Universidades públicas;Centros adscritos;Hombres;3.388
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Total Centros;Ambos Sexos;19.567
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Total Centros;Mujeres;10.509
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Total Centros;Hombres;9.058
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros propios;Ambos Sexos;19.033
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros propios;Mujeres;10.249
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros propios;Hombres;8.784
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros adscritos;Ambos Sexos;534
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros adscritos;Mujeres;260
Matrícula de Grado;De 21 a 25 años;Universidades privadas;Centros adscritos;Hombres;274
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Ambos Sexos;68.883
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Mujeres;37.543
Matrícula de Grado;De 26 a 30 años;Total Universidades;Total Centros;Hombres;31.340
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Ambos Sexos;65.925
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Mujeres;35.824
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros propios;Hombres;30.101
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Ambos Sexos;2.958
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Mujeres;1.719
Matrícula de Grado;De 26 a 30 años;Total Universidades;Centros adscritos;Hombres;1.239
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Ambos Sexos;55.367
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Mujeres;29.987
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Total Centros;Hombres;25.380
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Ambos Sexos;52.581
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Mujeres;28.349
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros propios;Hombres;24.232
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;2.786
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Mujeres;1.638
Matrícula de Grado;De 26 a 30 años;Universidades públicas;Centros adscritos;Hombres;1.148
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Ambos Sexos;13.516
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Mujeres;7.556
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Total Centros;Hombres;5.960
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Ambos Sexos;13.344
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Mujeres;7.475
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros propios;Hombres;5.869
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;172
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;De 26 a 30 años;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Ambos Sexos;134.521
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Mujeres;70.008
Matrícula de Grado;Más de 30 años;Total Universidades;Total Centros;Hombres;64.513
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Ambos Sexos;130.860
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Mujeres;67.827
Matrícula de Grado;Más de 30 años;Total Universidades;Centros propios;Hombres;63.033
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Ambos Sexos;3.661
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Mujeres;2.181
Matrícula de Grado;Más de 30 años;Total Universidades;Centros adscritos;Hombres;1.480
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Ambos Sexos;107.194
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Mujeres;56.175
Matrícula de Grado;Más de 30 años;Universidades públicas;Total Centros;Hombres;51.019
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Ambos Sexos;103.717
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Mujeres;54.073
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros propios;Hombres;49.644
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Ambos Sexos;3.477
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Mujeres;2.102
Matrícula de Grado;Más de 30 años;Universidades públicas;Centros adscritos;Hombres;1.375
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Ambos Sexos;27.327
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Mujeres;13.833
Matrícula de Grado;Más de 30 años;Universidades privadas;Total Centros;Hombres;13.494
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Ambos Sexos;27.143
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Mujeres;13.754
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros propios;Hombres;13.389
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Ambos Sexos;184
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;Más de 30 años;Universidades privadas;Centros adscritos;Hombres;105
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Ambos Sexos;646.707
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Mujeres;338.869
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Total Centros;Hombres;307.838
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Ambos Sexos;627.260
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Mujeres;327.216
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros propios;Hombres;300.044
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Ambos Sexos;19.447
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Mujeres;11.653
Matrícula de 1º y 2º Ciclo;Todas las edades;Total Universidades;Centros adscritos;Hombres;7.794
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Ambos Sexos;586.672
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Mujeres;308.168
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Total Centros;Hombres;278.504
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Ambos Sexos;567.225
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Mujeres;296.515
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros propios;Hombres;270.710
Matrícula de 1º y 2º Ciclo;Todas las edades;Universidades públicas;Centros adscritos;Ambos Sexos;19.447
