Universidad;Ámbito de estudio ISCED 1999;Total
Castilla-La Mancha;582 - Construcción e ingeniería civil;378
Castilla-La Mancha;6 - Agricultura y veterinaria;1.109
Castilla-La Mancha;620 - Agricultura, ganadería y pesca;465
Castilla-La Mancha;621 - Producción agrícola y explotación ganadera;311
Castilla-La Mancha;622 - Horticultura;13
Castilla-La Mancha;623 - Silvicultura;320
Castilla-La Mancha;641 - Veterinaria;..
Castilla-La Mancha;7 - Salud y servicios sociales;3.502
Castilla-La Mancha;721 - Medicina;602
Castilla-La Mancha;723 - Enfermería y atención a enfermos;1.332
Castilla-La Mancha;724 - Estudios dentales;..
Castilla-La Mancha;725 - Tecnología de diagnóstico y tratamiento médico;..
Castilla-La Mancha;726 - Terapia y rehabilitación;754
Castilla-La Mancha;727 - Farmacia;57
Castilla-La Mancha;762 - Trabajo social y orientación;757
Castilla-La Mancha;8 - Servicios;379
Castilla-La Mancha;812 - Viajes, turismo y ocio;..
Castilla-La Mancha;813 - Deportes;379
Castilla-La Mancha;840 - Servicios de transporte;..
Castilla-La Mancha;851 - Control y tecnología medioambiental;..
Castilla-La Mancha;852 - Entornos naturales y vida salvaje;..
Castilla-La Mancha;861 - Protección de la propiedad y las personas;..
Complutense de Madrid;Total;72.457
Complutense de Madrid;1 - Educación;8.685
Complutense de Madrid;142 - Ciencias de la educación;2.211
Complutense de Madrid;143 - Formación de docentes de enseñanza infantil;2.058
Complutense de Madrid;144 - Formación de docentes de enseñanza primaria;2.576
Complutense de Madrid;145 - Formación de docentes de enseñanza de temas especiales;955
Complutense de Madrid;146 - Formación de docentes de formación profesional;885
Complutense de Madrid;2 - Artes y humanidades;10.776
Complutense de Madrid;210 - Artes;..
Complutense de Madrid;211 - Bellas artes;3.483
Complutense de Madrid;212 - Música y artes del espectáculo;76
Complutense de Madrid;213 - Técnicas audiovisuales y medios de comunicación;1.938
Complutense de Madrid;214 - Diseño;..
Complutense de Madrid;220 - Humanidades;200
Complutense de Madrid;222 - Lenguas extranjeras;2.276
Complutense de Madrid;223 - Lenguas y dialectos españoles;683
Complutense de Madrid;224 - Historia, filosofía y temas relacionados;..
Complutense de Madrid;225 - Historia y arqueología;1.435
Complutense de Madrid;226 - Filosofía y ética;685
Complutense de Madrid;3 - Ciencias sociales, educación comercial y derecho;31.051
Complutense de Madrid;310 - Ciencias sociales y del comportamiento;..
Complutense de Madrid;311 - Psicología;3.548
Complutense de Madrid;312 - Sociología, antropología y geografía social y cultural;1.642
Complutense de Madrid;313 - Ciencias políticas;1.582
Complutense de Madrid;314 - Economía;1.673
Complutense de Madrid;321 - Periodismo;4.036
Complutense de Madrid;322 - Biblioteconomía, documentación y archivos;456
Complutense de Madrid;341 - Ventas al por mayor y al por menor;..
Complutense de Madrid;342 - Marketing y publicidad;1.707
Complutense de Madrid;343 - Finanzas, banca y seguros;..
Complutense de Madrid;344 - Contabilidad y gestión de impuestos;..
Complutense de Madrid;345 - Administración y gestión de empresas;8.128
Complutense de Madrid;346 - Secretariado y trabajo administrativo;..
Complutense de Madrid;347 - Otros estudios referidos al puesto de trabajo;..
Complutense de Madrid;380 - Derecho;8.279
Complutense de Madrid;4 - Ciencias;8.790
Complutense de Madrid;421 - Biología y Bioquímica;2.093
Complutense de Madrid;422 - Ciencias del medio ambiente;..
Complutense de Madrid;440 - Ciencias Físicas, químicas, geológicas;..
Complutense de Madrid;441 - Física;1.222
Complutense de Madrid;442 - Química;1.287
Complutense de Madrid;443 - Geología y meteorología;657
Complutense de Madrid;461 - Matemáticas;977
Complutense de Madrid;462 - Estadística;566
Complutense de Madrid;481 - Ciencias de la computación;1.988
Complutense de Madrid;482 - Informática en el nivel de usuario;..
Complutense de Madrid;5 - Ingeniería, industria y construcción;747
Complutense de Madrid;520 - Ingeniería y profesiones afines;..
Complutense de Madrid;521 - Mecánica y metalurgia;97
Complutense de Madrid;522 - Electricidad y energía;..
Complutense de Madrid;523 - Electrónica y automática;47
Complutense de Madrid;524 - Procesos químicos;478
Complutense de Madrid;525 - Vehículos de motor, barcos y aeronaves;..
Complutense de Madrid;540 - Industria manufacturera y producción;..
Complutense de Madrid;541 - Industria de la alimentación;125
Complutense de Madrid;542 - Industria textil, confección, del calzado y piel;..
Complutense de Madrid;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Complutense de Madrid;544 - Minería y extracción;..
Complutense de Madrid;581 - Arquitectura y urbanismo;..
Complutense de Madrid;582 - Construcción e ingeniería civil;..
Complutense de Madrid;6 - Agricultura y veterinaria;1.166
Complutense de Madrid;620 - Agricultura, ganadería y pesca;..
Complutense de Madrid;621 - Producción agrícola y explotación ganadera;..
Complutense de Madrid;622 - Horticultura;..
Complutense de Madrid;623 - Silvicultura;..
Complutense de Madrid;641 - Veterinaria;1.166
Complutense de Madrid;7 - Salud y servicios sociales;10.597
Complutense de Madrid;721 - Medicina;2.379
Complutense de Madrid;723 - Enfermería y atención a enfermos;1.245
Complutense de Madrid;724 - Estudios dentales;556
Complutense de Madrid;725 - Tecnología de diagnóstico y tratamiento médico;790
Complutense de Madrid;726 - Terapia y rehabilitación;1.310
Complutense de Madrid;727 - Farmacia;2.520
Complutense de Madrid;762 - Trabajo social y orientación;1.797
Complutense de Madrid;8 - Servicios;645
Complutense de Madrid;812 - Viajes, turismo y ocio;645
Complutense de Madrid;813 - Deportes;..
Complutense de Madrid;840 - Servicios de transporte;..
Complutense de Madrid;851 - Control y tecnología medioambiental;..
Complutense de Madrid;852 - Entornos naturales y vida salvaje;..
Complutense de Madrid;861 - Protección de la propiedad y las personas;..
Córdoba;Total;18.340
Córdoba;1 - Educación;2.971
Córdoba;142 - Ciencias de la educación;350
Córdoba;143 - Formación de docentes de enseñanza infantil;624
Córdoba;144 - Formación de docentes de enseñanza primaria;1.144
Córdoba;145 - Formación de docentes de enseñanza de temas especiales;302
Córdoba;146 - Formación de docentes de formación profesional;551
Córdoba;2 - Artes y humanidades;1.540
Córdoba;210 - Artes;..
Córdoba;211 - Bellas artes;194
Córdoba;212 - Música y artes del espectáculo;..
Córdoba;213 - Técnicas audiovisuales y medios de comunicación;..
Córdoba;214 - Diseño;..
Córdoba;220 - Humanidades;150
Córdoba;222 - Lenguas extranjeras;779
Córdoba;223 - Lenguas y dialectos españoles;150
Córdoba;224 - Historia, filosofía y temas relacionados;..
Córdoba;225 - Historia y arqueología;267
Córdoba;226 - Filosofía y ética;..
Córdoba;3 - Ciencias sociales, educación comercial y derecho;5.392
Córdoba;310 - Ciencias sociales y del comportamiento;..
Córdoba;311 - Psicología;..
Córdoba;312 - Sociología, antropología y geografía social y cultural;..
Córdoba;313 - Ciencias políticas;..
Córdoba;314 - Economía;..
Córdoba;321 - Periodismo;..
Córdoba;322 - Biblioteconomía, documentación y archivos;..
Córdoba;341 - Ventas al por mayor y al por menor;..
Córdoba;342 - Marketing y publicidad;68
Córdoba;343 - Finanzas, banca y seguros;27
Córdoba;344 - Contabilidad y gestión de impuestos;..
Córdoba;345 - Administración y gestión de empresas;3.700
Córdoba;346 - Secretariado y trabajo administrativo;..
Córdoba;347 - Otros estudios referidos al puesto de trabajo;..
Córdoba;380 - Derecho;1.597
Córdoba;4 - Ciencias;2.074
Córdoba;421 - Biología y Bioquímica;545
Córdoba;422 - Ciencias del medio ambiente;346
Córdoba;440 - Ciencias Físicas, químicas, geológicas;..
Córdoba;441 - Física;109
Córdoba;442 - Química;284
Córdoba;443 - Geología y meteorología;..
Córdoba;461 - Matemáticas;..
Córdoba;462 - Estadística;..
Córdoba;481 - Ciencias de la computación;790
Córdoba;482 - Informática en el nivel de usuario;..
Córdoba;5 - Ingeniería, industria y construcción;2.374
Córdoba;520 - Ingeniería y profesiones afines;..
Córdoba;521 - Mecánica y metalurgia;510
Córdoba;522 - Electricidad y energía;262
Córdoba;523 - Electrónica y automática;417
Córdoba;524 - Procesos químicos;..
Córdoba;525 - Vehículos de motor, barcos y aeronaves;..
Córdoba;540 - Industria manufacturera y producción;..
Córdoba;541 - Industria de la alimentación;113
Córdoba;542 - Industria textil, confección, del calzado y piel;..
Córdoba;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Córdoba;544 - Minería y extracción;198
Córdoba;581 - Arquitectura y urbanismo;..
Córdoba;582 - Construcción e ingeniería civil;874
Córdoba;6 - Agricultura y veterinaria;2.094
Córdoba;620 - Agricultura, ganadería y pesca;..
Córdoba;621 - Producción agrícola y explotación ganadera;575
Córdoba;622 - Horticultura;..
Córdoba;623 - Silvicultura;328
Córdoba;641 - Veterinaria;1.191
Córdoba;7 - Salud y servicios sociales;1.425
Córdoba;721 - Medicina;967
Córdoba;723 - Enfermería y atención a enfermos;458
Córdoba;724 - Estudios dentales;..
Córdoba;725 - Tecnología de diagnóstico y tratamiento médico;..
Córdoba;726 - Terapia y rehabilitación;..
Córdoba;727 - Farmacia;..
Córdoba;762 - Trabajo social y orientación;..
Córdoba;8 - Servicios;470
Córdoba;812 - Viajes, turismo y ocio;470
Córdoba;813 - Deportes;..
Córdoba;840 - Servicios de transporte;..
Córdoba;851 - Control y tecnología medioambiental;..
Córdoba;852 - Entornos naturales y vida salvaje;..
Córdoba;861 - Protección de la propiedad y las personas;..
Extremadura;Total;22.663
Extremadura;1 - Educación;3.754
Extremadura;142 - Ciencias de la educación;519
Extremadura;143 - Formación de docentes de enseñanza infantil;951
Extremadura;144 - Formación de docentes de enseñanza primaria;1.677
Extremadura;145 - Formación de docentes de enseñanza de temas especiales;242
Extremadura;146 - Formación de docentes de formación profesional;365
Extremadura;2 - Artes y humanidades;1.274
Extremadura;210 - Artes;..
Extremadura;211 - Bellas artes;127
Extremadura;212 - Música y artes del espectáculo;..
Extremadura;213 - Técnicas audiovisuales y medios de comunicación;424
Extremadura;214 - Diseño;..
Extremadura;220 - Humanidades;47
Extremadura;222 - Lenguas extranjeras;301
Extremadura;223 - Lenguas y dialectos españoles;126
Extremadura;224 - Historia, filosofía y temas relacionados;..
Extremadura;225 - Historia y arqueología;249
Extremadura;226 - Filosofía y ética;..
Extremadura;3 - Ciencias sociales, educación comercial y derecho;6.018
Extremadura;310 - Ciencias sociales y del comportamiento;..
Extremadura;311 - Psicología;..
Extremadura;312 - Sociología, antropología y geografía social y cultural;322
Extremadura;313 - Ciencias políticas;..
Extremadura;314 - Economía;247
Extremadura;321 - Periodismo;..
Extremadura;322 - Biblioteconomía, documentación y archivos;139
Extremadura;341 - Ventas al por mayor y al por menor;..
Extremadura;342 - Marketing y publicidad;7
Extremadura;343 - Finanzas, banca y seguros;37
Extremadura;344 - Contabilidad y gestión de impuestos;..
Extremadura;345 - Administración y gestión de empresas;4.297
Extremadura;346 - Secretariado y trabajo administrativo;..
Extremadura;347 - Otros estudios referidos al puesto de trabajo;..
Extremadura;380 - Derecho;969
Extremadura;4 - Ciencias;2.062
Extremadura;421 - Biología y Bioquímica;543
Extremadura;422 - Ciencias del medio ambiente;216
Extremadura;440 - Ciencias Físicas, químicas, geológicas;..
Extremadura;441 - Física;107
Extremadura;442 - Química;184
Extremadura;443 - Geología y meteorología;..
Extremadura;461 - Matemáticas;115
Extremadura;462 - Estadística;104
Extremadura;481 - Ciencias de la computación;793
Extremadura;482 - Informática en el nivel de usuario;..
Extremadura;5 - Ingeniería, industria y construcción;4.649
Extremadura;520 - Ingeniería y profesiones afines;370
Extremadura;521 - Mecánica y metalurgia;335
Extremadura;522 - Electricidad y energía;307
Extremadura;523 - Electrónica y automática;712
Extremadura;524 - Procesos químicos;202
Extremadura;525 - Vehículos de motor, barcos y aeronaves;..
Extremadura;540 - Industria manufacturera y producción;..
Extremadura;541 - Industria de la alimentación;367
Extremadura;542 - Industria textil, confección, del calzado y piel;..
Extremadura;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Extremadura;544 - Minería y extracción;..
Extremadura;581 - Arquitectura y urbanismo;1.450
Extremadura;582 - Construcción e ingeniería civil;906
Extremadura;6 - Agricultura y veterinaria;1.348
Extremadura;620 - Agricultura, ganadería y pesca;..
Extremadura;621 - Producción agrícola y explotación ganadera;308
Extremadura;622 - Horticultura;101
Extremadura;623 - Silvicultura;231
Extremadura;641 - Veterinaria;708
Extremadura;7 - Salud y servicios sociales;2.728
Extremadura;721 - Medicina;811
Extremadura;723 - Enfermería y atención a enfermos;1.141
Extremadura;724 - Estudios dentales;..
Extremadura;725 - Tecnología de diagnóstico y tratamiento médico;..
Extremadura;726 - Terapia y rehabilitación;657
Extremadura;727 - Farmacia;..
Extremadura;762 - Trabajo social y orientación;119
Extremadura;8 - Servicios;830
Extremadura;812 - Viajes, turismo y ocio;284
Extremadura;813 - Deportes;546
Extremadura;840 - Servicios de transporte;..
Extremadura;851 - Control y tecnología medioambiental;..
Extremadura;852 - Entornos naturales y vida salvaje;..
Extremadura;861 - Protección de la propiedad y las personas;..
Girona;Total;12.471
Girona;1 - Educación;1.389
Girona;142 - Ciencias de la educación;517
Girona;143 - Formación de docentes de enseñanza infantil;271
Girona;144 - Formación de docentes de enseñanza primaria;449
Girona;145 - Formación de docentes de enseñanza de temas especiales;48
Girona;146 - Formación de docentes de formación profesional;104
Girona;2 - Artes y humanidades;906
Girona;210 - Artes;..
Girona;211 - Bellas artes;142
Girona;212 - Música y artes del espectáculo;..
Girona;213 - Técnicas audiovisuales y medios de comunicación;201
Girona;214 - Diseño;..
Girona;220 - Humanidades;..
Girona;222 - Lenguas extranjeras;4
Girona;223 - Lenguas y dialectos españoles;223
Girona;224 - Historia, filosofía y temas relacionados;..
Girona;225 - Historia y arqueología;235
Girona;226 - Filosofía y ética;101
Girona;3 - Ciencias sociales, educación comercial y derecho;3.431
Girona;310 - Ciencias sociales y del comportamiento;..
Girona;311 - Psicología;402
Girona;312 - Sociología, antropología y geografía social y cultural;283
Girona;313 - Ciencias políticas;124
Girona;314 - Economía;212
Girona;321 - Periodismo;..
Girona;322 - Biblioteconomía, documentación y archivos;..
Girona;341 - Ventas al por mayor y al por menor;..
Girona;342 - Marketing y publicidad;390
Girona;343 - Finanzas, banca y seguros;425
Girona;344 - Contabilidad y gestión de impuestos;..
Girona;345 - Administración y gestión de empresas;860
Girona;346 - Secretariado y trabajo administrativo;..
Girona;347 - Otros estudios referidos al puesto de trabajo;..
Girona;380 - Derecho;735
Girona;4 - Ciencias;1.627
Girona;421 - Biología y Bioquímica;674
Girona;422 - Ciencias del medio ambiente;326
Girona;440 - Ciencias Físicas, químicas, geológicas;..
Girona;441 - Física;..
Girona;442 - Química;185
Girona;443 - Geología y meteorología;..
Girona;461 - Matemáticas;..
Girona;462 - Estadística;..
Girona;481 - Ciencias de la computación;442
Girona;482 - Informática en el nivel de usuario;..
Girona;5 - Ingeniería, industria y construcción;2.044
Girona;520 - Ingeniería y profesiones afines;420
Girona;521 - Mecánica y metalurgia;423
Girona;522 - Electricidad y energía;31
Girona;523 - Electrónica y automática;265
Girona;524 - Procesos químicos;112
Girona;525 - Vehículos de motor, barcos y aeronaves;..
Girona;540 - Industria manufacturera y producción;..
Girona;541 - Industria de la alimentación;74
Girona;542 - Industria textil, confección, del calzado y piel;..
Girona;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Girona;544 - Minería y extracción;..
Girona;581 - Arquitectura y urbanismo;719
Girona;582 - Construcción e ingeniería civil;..
Girona;6 - Agricultura y veterinaria;90
Girona;620 - Agricultura, ganadería y pesca;..
Girona;621 - Producción agrícola y explotación ganadera;90
Girona;622 - Horticultura;..
Girona;623 - Silvicultura;..
Girona;641 - Veterinaria;..
Girona;7 - Salud y servicios sociales;1.195
Girona;721 - Medicina;256
Girona;723 - Enfermería y atención a enfermos;366
Girona;724 - Estudios dentales;..
Girona;725 - Tecnología de diagnóstico y tratamiento médico;..
Girona;726 - Terapia y rehabilitación;493
Girona;727 - Farmacia;..
Girona;762 - Trabajo social y orientación;80
Girona;8 - Servicios;1.789
Girona;812 - Viajes, turismo y ocio;1.568
Girona;813 - Deportes;221
Girona;840 - Servicios de transporte;..
Girona;851 - Control y tecnología medioambiental;..
Girona;852 - Entornos naturales y vida salvaje;..
Girona;861 - Protección de la propiedad y las personas;..
Granada;Total;54.024
Granada;1 - Educación;8.041
Granada;142 - Ciencias de la educación;1.953
Granada;143 - Formación de docentes de enseñanza infantil;1.442
Granada;144 - Formación de docentes de enseñanza primaria;2.923
Granada;145 - Formación de docentes de enseñanza de temas especiales;594
Granada;146 - Formación de docentes de formación profesional;1.129
Granada;2 - Artes y humanidades;6.429
Granada;210 - Artes;..
Granada;211 - Bellas artes;1.805
Granada;212 - Música y artes del espectáculo;202
Granada;213 - Técnicas audiovisuales y medios de comunicación;218
Granada;214 - Diseño;..
Granada;220 - Humanidades;99
Granada;222 - Lenguas extranjeras;2.679
Granada;223 - Lenguas y dialectos españoles;398
Granada;224 - Historia, filosofía y temas relacionados;..
Granada;225 - Historia y arqueología;711
Granada;226 - Filosofía y ética;317
Granada;3 - Ciencias sociales, educación comercial y derecho;16.730
Granada;310 - Ciencias sociales y del comportamiento;..
Granada;311 - Psicología;1.752
Granada;312 - Sociología, antropología y geografía social y cultural;1.092
Granada;313 - Ciencias políticas;922
Granada;314 - Economía;1.575
Granada;321 - Periodismo;..
Granada;322 - Biblioteconomía, documentación y archivos;299
Granada;341 - Ventas al por mayor y al por menor;..
Granada;342 - Marketing y publicidad;334
Granada;343 - Finanzas, banca y seguros;130
Granada;344 - Contabilidad y gestión de impuestos;..
Granada;345 - Administración y gestión de empresas;6.509
Granada;346 - Secretariado y trabajo administrativo;..
Granada;347 - Otros estudios referidos al puesto de trabajo;..
Granada;380 - Derecho;4.117
Granada;4 - Ciencias;5.639
Granada;421 - Biología y Bioquímica;1.417
Granada;422 - Ciencias del medio ambiente;807
Granada;440 - Ciencias Físicas, químicas, geológicas;..
Granada;441 - Física;452
Granada;442 - Química;444
Granada;443 - Geología y meteorología;222
Granada;461 - Matemáticas;356
Granada;462 - Estadística;163
Granada;481 - Ciencias de la computación;1.778
Granada;482 - Informática en el nivel de usuario;..
Granada;5 - Ingeniería, industria y construcción;7.068
Granada;520 - Ingeniería y profesiones afines;..
Granada;521 - Mecánica y metalurgia;..
Granada;522 - Electricidad y energía;..
Granada;523 - Electrónica y automática;685
Granada;524 - Procesos químicos;600
Granada;525 - Vehículos de motor, barcos y aeronaves;..
Granada;540 - Industria manufacturera y producción;..
Granada;541 - Industria de la alimentación;218
Granada;542 - Industria textil, confección, del calzado y piel;..
Granada;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Granada;544 - Minería y extracción;..
Granada;581 - Arquitectura y urbanismo;3.961
Granada;582 - Construcción e ingeniería civil;1.604
Granada;6 - Agricultura y veterinaria;..
Granada;620 - Agricultura, ganadería y pesca;..
Granada;621 - Producción agrícola y explotación ganadera;..
Granada;622 - Horticultura;..
Granada;623 - Silvicultura;..
Granada;641 - Veterinaria;..
Granada;7 - Salud y servicios sociales;8.183
Granada;721 - Medicina;1.638
Granada;723 - Enfermería y atención a enfermos;1.401
Granada;724 - Estudios dentales;463
Granada;725 - Tecnología de diagnóstico y tratamiento médico;512
Granada;726 - Terapia y rehabilitación;994
Granada;727 - Farmacia;2.516
Granada;762 - Trabajo social y orientación;659
Granada;8 - Servicios;1.934
Granada;812 - Viajes, turismo y ocio;644
Granada;813 - Deportes;1.290
Granada;840 - Servicios de transporte;..
Granada;851 - Control y tecnología medioambiental;..
Granada;852 - Entornos naturales y vida salvaje;..
Granada;861 - Protección de la propiedad y las personas;..
Huelva;Total;10.593
Huelva;1 - Educación;2.700
Huelva;142 - Ciencias de la educación;686
Huelva;143 - Formación de docentes de enseñanza infantil;501
Huelva;144 - Formación de docentes de enseñanza primaria;838
Huelva;145 - Formación de docentes de enseñanza de temas especiales;199
Huelva;146 - Formación de docentes de formación profesional;476
Huelva;2 - Artes y humanidades;422
Huelva;210 - Artes;..
Huelva;211 - Bellas artes;..
Huelva;212 - Música y artes del espectáculo;..
Huelva;213 - Técnicas audiovisuales y medios de comunicación;..
Huelva;214 - Diseño;..
Huelva;220 - Humanidades;45
Huelva;222 - Lenguas extranjeras;153
Huelva;223 - Lenguas y dialectos españoles;62
Huelva;224 - Historia, filosofía y temas relacionados;..
Huelva;225 - Historia y arqueología;162
Huelva;226 - Filosofía y ética;..
Huelva;3 - Ciencias sociales, educación comercial y derecho;3.378
Huelva;310 - Ciencias sociales y del comportamiento;..
Huelva;311 - Psicología;733
Huelva;312 - Sociología, antropología y geografía social y cultural;..
Huelva;313 - Ciencias políticas;..
Huelva;314 - Economía;..
Huelva;321 - Periodismo;..
Huelva;322 - Biblioteconomía, documentación y archivos;..
Huelva;341 - Ventas al por mayor y al por menor;..
Huelva;342 - Marketing y publicidad;..
Huelva;343 - Finanzas, banca y seguros;87
Huelva;344 - Contabilidad y gestión de impuestos;..
Huelva;345 - Administración y gestión de empresas;1.713
Huelva;346 - Secretariado y trabajo administrativo;..
Huelva;347 - Otros estudios referidos al puesto de trabajo;214
Huelva;380 - Derecho;631
Huelva;4 - Ciencias;884
Huelva;421 - Biología y Bioquímica;..
Huelva;422 - Ciencias del medio ambiente;241
Huelva;440 - Ciencias Físicas, químicas, geológicas;..
Huelva;441 - Física;..
Huelva;442 - Química;129
Huelva;443 - Geología y meteorología;79
Huelva;461 - Matemáticas;..
Huelva;462 - Estadística;..
Huelva;481 - Ciencias de la computación;435
Huelva;482 - Informática en el nivel de usuario;..
Huelva;5 - Ingeniería, industria y construcción;1.331
Huelva;520 - Ingeniería y profesiones afines;157
Huelva;521 - Mecánica y metalurgia;385
Huelva;522 - Electricidad y energía;219
Huelva;523 - Electrónica y automática;181
Huelva;524 - Procesos químicos;262
Huelva;525 - Vehículos de motor, barcos y aeronaves;..
Huelva;540 - Industria manufacturera y producción;..
Huelva;541 - Industria de la alimentación;..
Huelva;542 - Industria textil, confección, del calzado y piel;..
Huelva;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Huelva;544 - Minería y extracción;127
Huelva;581 - Arquitectura y urbanismo;..
Huelva;582 - Construcción e ingeniería civil;..
Huelva;6 - Agricultura y veterinaria;598
Huelva;620 - Agricultura, ganadería y pesca;..
Huelva;621 - Producción agrícola y explotación ganadera;102
Huelva;622 - Horticultura;55
Huelva;623 - Silvicultura;441
Huelva;641 - Veterinaria;..
Huelva;7 - Salud y servicios sociales;894
Huelva;721 - Medicina;..
Huelva;723 - Enfermería y atención a enfermos;399
Huelva;724 - Estudios dentales;..
Huelva;725 - Tecnología de diagnóstico y tratamiento médico;..
Huelva;726 - Terapia y rehabilitación;..
Huelva;727 - Farmacia;..
Huelva;762 - Trabajo social y orientación;495
Huelva;8 - Servicios;386
Huelva;812 - Viajes, turismo y ocio;386
Huelva;813 - Deportes;..
Huelva;840 - Servicios de transporte;..
Huelva;851 - Control y tecnología medioambiental;..
Huelva;852 - Entornos naturales y vida salvaje;..
Huelva;861 - Protección de la propiedad y las personas;..
Illes Balears;Total;13.958
Illes Balears;1 - Educación;3.015
Illes Balears;142 - Ciencias de la educación;682
Illes Balears;143 - Formación de docentes de enseñanza infantil;918
Illes Balears;144 - Formación de docentes de enseñanza primaria;1.025
Illes Balears;145 - Formación de docentes de enseñanza de temas especiales;104
Illes Balears;146 - Formación de docentes de formación profesional;286
Illes Balears;2 - Artes y humanidades;1.333
Illes Balears;210 - Artes;..
Illes Balears;211 - Bellas artes;220
Illes Balears;212 - Música y artes del espectáculo;..
Illes Balears;213 - Técnicas audiovisuales y medios de comunicación;123
Illes Balears;214 - Diseño;..
Illes Balears;220 - Humanidades;..
Illes Balears;222 - Lenguas extranjeras;285
Illes Balears;223 - Lenguas y dialectos españoles;314
Illes Balears;224 - Historia, filosofía y temas relacionados;..
Illes Balears;225 - Historia y arqueología;238
Illes Balears;226 - Filosofía y ética;153
Illes Balears;3 - Ciencias sociales, educación comercial y derecho;5.206
Illes Balears;310 - Ciencias sociales y del comportamiento;..
Illes Balears;311 - Psicología;564
Illes Balears;312 - Sociología, antropología y geografía social y cultural;167
Illes Balears;313 - Ciencias políticas;..
Illes Balears;314 - Economía;451
Illes Balears;321 - Periodismo;156
Illes Balears;322 - Biblioteconomía, documentación y archivos;..
Illes Balears;341 - Ventas al por mayor y al por menor;..
Illes Balears;342 - Marketing y publicidad;..
Illes Balears;343 - Finanzas, banca y seguros;..
Illes Balears;344 - Contabilidad y gestión de impuestos;..
Illes Balears;345 - Administración y gestión de empresas;2.137
Illes Balears;346 - Secretariado y trabajo administrativo;..
Illes Balears;347 - Otros estudios referidos al puesto de trabajo;687
Illes Balears;380 - Derecho;1.044
Illes Balears;4 - Ciencias;1.587
Illes Balears;421 - Biología y Bioquímica;666
Illes Balears;422 - Ciencias del medio ambiente;..
Illes Balears;440 - Ciencias Físicas, químicas, geológicas;..
Illes Balears;441 - Física;97
Illes Balears;442 - Química;159
Illes Balears;443 - Geología y meteorología;..
Illes Balears;461 - Matemáticas;84
Illes Balears;462 - Estadística;..
Illes Balears;481 - Ciencias de la computación;581
Illes Balears;482 - Informática en el nivel de usuario;..
Illes Balears;5 - Ingeniería, industria y construcción;888
Illes Balears;520 - Ingeniería y profesiones afines;..
Illes Balears;521 - Mecánica y metalurgia;..
Illes Balears;522 - Electricidad y energía;..
Illes Balears;523 - Electrónica y automática;344
Illes Balears;524 - Procesos químicos;..
Illes Balears;525 - Vehículos de motor, barcos y aeronaves;..
Illes Balears;540 - Industria manufacturera y producción;..
Illes Balears;541 - Industria de la alimentación;..
Illes Balears;542 - Industria textil, confección, del calzado y piel;..
Illes Balears;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Illes Balears;544 - Minería y extracción;..
Illes Balears;581 - Arquitectura y urbanismo;544
Illes Balears;582 - Construcción e ingeniería civil;..
Illes Balears;6 - Agricultura y veterinaria;170
Illes Balears;620 - Agricultura, ganadería y pesca;..
Illes Balears;621 - Producción agrícola y explotación ganadera;56
Illes Balears;622 - Horticultura;114
Illes Balears;623 - Silvicultura;..
Illes Balears;641 - Veterinaria;..
Illes Balears;7 - Salud y servicios sociales;1.208
Illes Balears;721 - Medicina;..
Illes Balears;723 - Enfermería y atención a enfermos;586
Illes Balears;724 - Estudios dentales;..
Illes Balears;725 - Tecnología de diagnóstico y tratamiento médico;..
Illes Balears;726 - Terapia y rehabilitación;127
Illes Balears;727 - Farmacia;..
Illes Balears;762 - Trabajo social y orientación;495
Illes Balears;8 - Servicios;551
Illes Balears;812 - Viajes, turismo y ocio;551
Illes Balears;813 - Deportes;..
Illes Balears;840 - Servicios de transporte;..
Illes Balears;851 - Control y tecnología medioambiental;..
Illes Balears;852 - Entornos naturales y vida salvaje;..
Illes Balears;861 - Protección de la propiedad y las personas;..
Jaén;Total;15.694
Jaén;1 - Educación;2.995
Jaén;142 - Ciencias de la educación;208
Jaén;143 - Formación de docentes de enseñanza infantil;868
Jaén;144 - Formación de docentes de enseñanza primaria;853
Jaén;145 - Formación de docentes de enseñanza de temas especiales;391
Jaén;146 - Formación de docentes de formación profesional;675
Jaén;2 - Artes y humanidades;871
Jaén;210 - Artes;..
Jaén;211 - Bellas artes;124
Jaén;212 - Música y artes del espectáculo;..
Jaén;213 - Técnicas audiovisuales y medios de comunicación;..
Jaén;214 - Diseño;..
Jaén;220 - Humanidades;15
Jaén;222 - Lenguas extranjeras;479
Jaén;223 - Lenguas y dialectos españoles;128
Jaén;224 - Historia, filosofía y temas relacionados;64
Jaén;225 - Historia y arqueología;61
Jaén;226 - Filosofía y ética;..
Jaén;3 - Ciencias sociales, educación comercial y derecho;5.252
Jaén;310 - Ciencias sociales y del comportamiento;..
Jaén;311 - Psicología;1.098
Jaén;312 - Sociología, antropología y geografía social y cultural;..
Jaén;313 - Ciencias políticas;..
Jaén;314 - Economía;..
Jaén;321 - Periodismo;..
