Nivel y Ciclo;Nacionalidad (regiones);Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;España;Total Universidades;Centros propios;Hombres;612.813
Total Grado y 1º y 2º Ciclo;España;Total Universidades;Centros adscritos;Ambos Sexos;58.247
Total Grado y 1º y 2º Ciclo;España;Total Universidades;Centros adscritos;Mujeres;34.669
Total Grado y 1º y 2º Ciclo;España;Total Universidades;Centros adscritos;Hombres;23.578
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Total Centros;Ambos Sexos;1.217.647
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Total Centros;Mujeres;656.940
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Total Centros;Hombres;560.707
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Centros propios;Ambos Sexos;1.162.663
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Centros propios;Mujeres;624.192
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Centros propios;Hombres;538.471
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Centros adscritos;Ambos Sexos;54.984
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Centros adscritos;Mujeres;32.748
Total Grado y 1º y 2º Ciclo;España;Universidades públicas;Centros adscritos;Hombres;22.236
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Total Centros;Ambos Sexos;167.287
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Total Centros;Mujeres;91.603
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Total Centros;Hombres;75.684
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Centros propios;Ambos Sexos;164.024
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Centros propios;Mujeres;89.682
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Centros propios;Hombres;74.342
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Centros adscritos;Ambos Sexos;3.263
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Centros adscritos;Mujeres;1.921
Total Grado y 1º y 2º Ciclo;España;Universidades privadas;Centros adscritos;Hombres;1.342
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Total Centros;Ambos Sexos;21.032
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Total Centros;Mujeres;12.975
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Total Centros;Hombres;8.057
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros propios;Ambos Sexos;19.619
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros propios;Mujeres;12.249
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros propios;Hombres;7.370
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros adscritos;Ambos Sexos;1.413
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros adscritos;Mujeres;726
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros adscritos;Hombres;687
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Total Centros;Ambos Sexos;16.585
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Total Centros;Mujeres;10.842
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Total Centros;Hombres;5.743
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros propios;Ambos Sexos;15.626
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros propios;Mujeres;10.286
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros propios;Hombres;5.340
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros adscritos;Ambos Sexos;959
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros adscritos;Mujeres;556
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros adscritos;Hombres;403
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Total Centros;Ambos Sexos;4.447
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Total Centros;Mujeres;2.133
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Total Centros;Hombres;2.314
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Centros propios;Ambos Sexos;3.993
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Centros propios;Mujeres;1.963
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Centros propios;Hombres;2.030
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Centros adscritos;Ambos Sexos;454
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Centros adscritos;Mujeres;170
Total Grado y 1º y 2º Ciclo;Unión Europea (27);Universidades privadas;Centros adscritos;Hombres;284
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Total Centros;Ambos Sexos;4.393
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Total Centros;Mujeres;2.841
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Total Centros;Hombres;1.552
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Centros propios;Ambos Sexos;4.185
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Centros propios;Mujeres;2.719
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Centros propios;Hombres;1.466
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Centros adscritos;Ambos Sexos;208
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Centros adscritos;Mujeres;122
Total Grado y 1º y 2º Ciclo;Resto de Europa;Total Universidades;Centros adscritos;Hombres;86
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Total Centros;Ambos Sexos;3.796
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Total Centros;Mujeres;2.518
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Total Centros;Hombres;1.278
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Centros propios;Ambos Sexos;3.598
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Centros propios;Mujeres;2.402
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Centros propios;Hombres;1.196
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Centros adscritos;Ambos Sexos;198
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Centros adscritos;Mujeres;116
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades públicas;Centros adscritos;Hombres;82
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Total Centros;Ambos Sexos;597
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Total Centros;Mujeres;323
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Total Centros;Hombres;274
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Centros propios;Ambos Sexos;587
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Centros propios;Mujeres;317
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Centros propios;Hombres;270
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Centros adscritos;Ambos Sexos;10
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Centros adscritos;Mujeres;6
Total Grado y 1º y 2º Ciclo;Resto de Europa;Universidades privadas;Centros adscritos;Hombres;4
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Total Centros;Ambos Sexos;498
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Total Centros;Mujeres;295
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Total Centros;Hombres;203
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Centros propios;Ambos Sexos;484
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Centros propios;Mujeres;286
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Centros propios;Hombres;198
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Centros adscritos;Ambos Sexos;14
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Centros adscritos;Mujeres;9
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Total Universidades;Centros adscritos;Hombres;5
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Total Centros;Ambos Sexos;379
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Total Centros;Mujeres;227
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Total Centros;Hombres;152
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Centros propios;Ambos Sexos;367
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Centros propios;Mujeres;220
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Centros propios;Hombres;147
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Centros adscritos;Ambos Sexos;12
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Centros adscritos;Mujeres;7
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades públicas;Centros adscritos;Hombres;5
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Total Centros;Ambos Sexos;119
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Total Centros;Mujeres;68
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Total Centros;Hombres;51
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Centros propios;Ambos Sexos;117
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Centros propios;Mujeres;66
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Centros propios;Hombres;51
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Centros adscritos;Ambos Sexos;2
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Centros adscritos;Mujeres;2
Total Grado y 1º y 2º Ciclo;EE.UU. y Canadá;Universidades privadas;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Total Centros;Ambos Sexos;13.962
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Total Centros;Mujeres;8.500
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Total Centros;Hombres;5.462
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Centros propios;Ambos Sexos;13.343
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Centros propios;Mujeres;8.101
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Centros propios;Hombres;5.242
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Centros adscritos;Ambos Sexos;619
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Centros adscritos;Mujeres;399
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Total Universidades;Centros adscritos;Hombres;220
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Total Centros;Ambos Sexos;12.515
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Total Centros;Mujeres;7.663
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Total Centros;Hombres;4.852
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Centros propios;Ambos Sexos;11.941
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Centros propios;Mujeres;7.293
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Centros propios;Hombres;4.648
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Centros adscritos;Ambos Sexos;574
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Centros adscritos;Mujeres;370
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades públicas;Centros adscritos;Hombres;204
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Total Centros;Ambos Sexos;1.447
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Total Centros;Mujeres;837
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Total Centros;Hombres;610
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Centros propios;Ambos Sexos;1.402
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Centros propios;Mujeres;808
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Centros propios;Hombres;594
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Centros adscritos;Ambos Sexos;45
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Centros adscritos;Mujeres;29
Total Grado y 1º y 2º Ciclo;América Latina y Caribe;Universidades privadas;Centros adscritos;Hombres;16
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Total Centros;Ambos Sexos;4.418
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Total Centros;Mujeres;2.275
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Total Centros;Hombres;2.143
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Centros propios;Ambos Sexos;4.329
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Centros propios;Mujeres;2.230
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Centros propios;Hombres;2.099
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Centros adscritos;Ambos Sexos;89
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Centros adscritos;Mujeres;45
Total Grado y 1º y 2º Ciclo;Norte de África;Total Universidades;Centros adscritos;Hombres;44
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Total Centros;Ambos Sexos;4.256
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Total Centros;Mujeres;2.176
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Total Centros;Hombres;2.080
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Centros propios;Ambos Sexos;4.173
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Centros propios;Mujeres;2.136
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Centros propios;Hombres;2.037
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Centros adscritos;Ambos Sexos;83
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Centros adscritos;Mujeres;40
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades públicas;Centros adscritos;Hombres;43
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Total Centros;Ambos Sexos;162
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Total Centros;Mujeres;99
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Total Centros;Hombres;63
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Centros propios;Ambos Sexos;156
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Centros propios;Mujeres;94
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Centros propios;Hombres;62
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Centros adscritos;Ambos Sexos;6
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Centros adscritos;Mujeres;5
Total Grado y 1º y 2º Ciclo;Norte de África;Universidades privadas;Centros adscritos;Hombres;1
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Total Centros;Ambos Sexos;1.435
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Total Centros;Mujeres;624
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Total Centros;Hombres;811
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Centros propios;Ambos Sexos;1.396
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Centros propios;Mujeres;596
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Centros propios;Hombres;800
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Centros adscritos;Ambos Sexos;39
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Centros adscritos;Mujeres;28
Total Grado y 1º y 2º Ciclo;Resto de África;Total Universidades;Centros adscritos;Hombres;11
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Total Centros;Ambos Sexos;1.366
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Total Centros;Mujeres;593
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Total Centros;Hombres;773
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Centros propios;Ambos Sexos;1.333
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Centros propios;Mujeres;569
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Centros propios;Hombres;764
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Centros adscritos;Ambos Sexos;33
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Centros adscritos;Mujeres;24
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades públicas;Centros adscritos;Hombres;9
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Total Centros;Ambos Sexos;69
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Total Centros;Mujeres;31
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Total Centros;Hombres;38
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Centros propios;Ambos Sexos;63
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Centros propios;Mujeres;27
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Centros propios;Hombres;36
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Centros adscritos;Ambos Sexos;6
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Centros adscritos;Mujeres;4
Total Grado y 1º y 2º Ciclo;Resto de África;Universidades privadas;Centros adscritos;Hombres;2
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Total Centros;Ambos Sexos;4.057
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Total Centros;Mujeres;2.366
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Total Centros;Hombres;1.691
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Centros propios;Ambos Sexos;3.928
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Centros propios;Mujeres;2.292
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Centros propios;Hombres;1.636
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Centros adscritos;Ambos Sexos;129
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Centros adscritos;Mujeres;74
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Total Universidades;Centros adscritos;Hombres;55
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Total Centros;Ambos Sexos;3.860
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Total Centros;Mujeres;2.256
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Total Centros;Hombres;1.604
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Centros propios;Ambos Sexos;3.742
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Centros propios;Mujeres;2.188
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Centros propios;Hombres;1.554
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Centros adscritos;Ambos Sexos;118
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Centros adscritos;Mujeres;68
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades públicas;Centros adscritos;Hombres;50
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Total Centros;Ambos Sexos;197
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Total Centros;Mujeres;110
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Total Centros;Hombres;87
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Centros propios;Ambos Sexos;186
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Centros propios;Mujeres;104
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Centros propios;Hombres;82
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Centros adscritos;Ambos Sexos;11
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Centros adscritos;Mujeres;6
Total Grado y 1º y 2º Ciclo;Asia y Oceanía;Universidades privadas;Centros adscritos;Hombres;5
Matrícula de Grado;TOTAL;Total Universidades;Total Centros;Ambos Sexos;1.027.823
Matrícula de Grado;TOTAL;Total Universidades;Total Centros;Mujeres;571.449
Matrícula de Grado;TOTAL;Total Universidades;Total Centros;Hombres;456.374
Matrícula de Grado;TOTAL;Total Universidades;Centros propios;Ambos Sexos;975.761
Matrícula de Grado;TOTAL;Total Universidades;Centros propios;Mujeres;540.165
Matrícula de Grado;TOTAL;Total Universidades;Centros propios;Hombres;435.596
Matrícula de Grado;TOTAL;Total Universidades;Centros adscritos;Ambos Sexos;52.062
Matrícula de Grado;TOTAL;Total Universidades;Centros adscritos;Mujeres;31.284
Matrícula de Grado;TOTAL;Total Universidades;Centros adscritos;Hombres;20.778
Matrícula de Grado;TOTAL;Universidades públicas;Total Centros;Ambos Sexos;889.450
Matrícula de Grado;TOTAL;Universidades públicas;Total Centros;Mujeres;493.714
Matrícula de Grado;TOTAL;Universidades públicas;Total Centros;Hombres;395.736
Matrícula de Grado;TOTAL;Universidades públicas;Centros propios;Ambos Sexos;841.185
Matrícula de Grado;TOTAL;Universidades públicas;Centros propios;Mujeres;464.573
Matrícula de Grado;TOTAL;Universidades públicas;Centros propios;Hombres;376.612
Matrícula de Grado;TOTAL;Universidades públicas;Centros adscritos;Ambos Sexos;48.265
Matrícula de Grado;TOTAL;Universidades públicas;Centros adscritos;Mujeres;29.141
Matrícula de Grado;TOTAL;Universidades públicas;Centros adscritos;Hombres;19.124
Matrícula de Grado;TOTAL;Universidades privadas;Total Centros;Ambos Sexos;138.373
Matrícula de Grado;TOTAL;Universidades privadas;Total Centros;Mujeres;77.735
Matrícula de Grado;TOTAL;Universidades privadas;Total Centros;Hombres;60.638
Matrícula de Grado;TOTAL;Universidades privadas;Centros propios;Ambos Sexos;134.576
Matrícula de Grado;TOTAL;Universidades privadas;Centros propios;Mujeres;75.592
Matrícula de Grado;TOTAL;Universidades privadas;Centros propios;Hombres;58.984
Matrícula de Grado;TOTAL;Universidades privadas;Centros adscritos;Ambos Sexos;3.797
Matrícula de Grado;TOTAL;Universidades privadas;Centros adscritos;Mujeres;2.143
Matrícula de Grado;TOTAL;Universidades privadas;Centros adscritos;Hombres;1.654
Matrícula de Grado;España;Total Universidades;Total Centros;Ambos Sexos;989.052
Matrícula de Grado;España;Total Universidades;Total Centros;Mujeres;547.923
Matrícula de Grado;España;Total Universidades;Total Centros;Hombres;441.129
Matrícula de Grado;España;Total Universidades;Centros propios;Ambos Sexos;939.368
Matrícula de Grado;España;Total Universidades;Centros propios;Mujeres;517.959
Matrícula de Grado;España;Total Universidades;Centros propios;Hombres;421.409
Matrícula de Grado;España;Total Universidades;Centros adscritos;Ambos Sexos;49.684
Matrícula de Grado;España;Total Universidades;Centros adscritos;Mujeres;29.964
Matrícula de Grado;España;Total Universidades;Centros adscritos;Hombres;19.720
Matrícula de Grado;España;Universidades públicas;Total Centros;Ambos Sexos;856.784
Matrícula de Grado;España;Universidades públicas;Total Centros;Mujeres;473.363
Matrícula de Grado;España;Universidades públicas;Total Centros;Hombres;383.421
