Nivel y Ciclo;Nacionalidad (regiones);Tipo de universidad;Tipo de centro;Sexo;Total
Matrícula de Grado;TOTAL;Total Universidades;Centros propios;Hombres;344.714
Matrícula de Grado;TOTAL;Total Universidades;Centros adscritos;Ambos Sexos;41.662
Matrícula de Grado;TOTAL;Total Universidades;Centros adscritos;Mujeres;24.922
Matrícula de Grado;TOTAL;Total Universidades;Centros adscritos;Hombres;16.740
Matrícula de Grado;TOTAL;Universidades públicas;Total Centros;Ambos Sexos;696.122
Matrícula de Grado;TOTAL;Universidades públicas;Total Centros;Mujeres;385.437
Matrícula de Grado;TOTAL;Universidades públicas;Total Centros;Hombres;310.685
Matrícula de Grado;TOTAL;Universidades públicas;Centros propios;Ambos Sexos;657.143
Matrícula de Grado;TOTAL;Universidades públicas;Centros propios;Mujeres;362.020
Matrícula de Grado;TOTAL;Universidades públicas;Centros propios;Hombres;295.123
Matrícula de Grado;TOTAL;Universidades públicas;Centros adscritos;Ambos Sexos;38.979
Matrícula de Grado;TOTAL;Universidades públicas;Centros adscritos;Mujeres;23.417
Matrícula de Grado;TOTAL;Universidades públicas;Centros adscritos;Hombres;15.562
Matrícula de Grado;TOTAL;Universidades privadas;Total Centros;Ambos Sexos;113.954
Matrícula de Grado;TOTAL;Universidades privadas;Total Centros;Mujeres;63.185
Matrícula de Grado;TOTAL;Universidades privadas;Total Centros;Hombres;50.769
Matrícula de Grado;TOTAL;Universidades privadas;Centros propios;Ambos Sexos;111.271
Matrícula de Grado;TOTAL;Universidades privadas;Centros propios;Mujeres;61.680
Matrícula de Grado;TOTAL;Universidades privadas;Centros propios;Hombres;49.591
Matrícula de Grado;TOTAL;Universidades privadas;Centros adscritos;Ambos Sexos;2.683
Matrícula de Grado;TOTAL;Universidades privadas;Centros adscritos;Mujeres;1.505
Matrícula de Grado;TOTAL;Universidades privadas;Centros adscritos;Hombres;1.178
Matrícula de Grado;España;Total Universidades;Total Centros;Ambos Sexos;778.938
Matrícula de Grado;España;Total Universidades;Total Centros;Mujeres;429.727
Matrícula de Grado;España;Total Universidades;Total Centros;Hombres;349.211
Matrícula de Grado;España;Total Universidades;Centros propios;Ambos Sexos;739.008
Matrícula de Grado;España;Total Universidades;Centros propios;Mujeres;405.769
Matrícula de Grado;España;Total Universidades;Centros propios;Hombres;333.239
Matrícula de Grado;España;Total Universidades;Centros adscritos;Ambos Sexos;39.930
Matrícula de Grado;España;Total Universidades;Centros adscritos;Mujeres;23.958
Matrícula de Grado;España;Total Universidades;Centros adscritos;Hombres;15.972
Matrícula de Grado;España;Universidades públicas;Total Centros;Ambos Sexos;669.339
Matrícula de Grado;España;Universidades públicas;Total Centros;Mujeres;368.883
Matrícula de Grado;España;Universidades públicas;Total Centros;Hombres;300.456
Matrícula de Grado;España;Universidades públicas;Centros propios;Ambos Sexos;631.792
Matrícula de Grado;España;Universidades públicas;Centros propios;Mujeres;346.300
Matrícula de Grado;España;Universidades públicas;Centros propios;Hombres;285.492
Matrícula de Grado;España;Universidades públicas;Centros adscritos;Ambos Sexos;37.547
Matrícula de Grado;España;Universidades públicas;Centros adscritos;Mujeres;22.583
Matrícula de Grado;España;Universidades públicas;Centros adscritos;Hombres;14.964
Matrícula de Grado;España;Universidades privadas;Total Centros;Ambos Sexos;109.599
Matrícula de Grado;España;Universidades privadas;Total Centros;Mujeres;60.844
Matrícula de Grado;España;Universidades privadas;Total Centros;Hombres;48.755
Matrícula de Grado;España;Universidades privadas;Centros propios;Ambos Sexos;107.216
Matrícula de Grado;España;Universidades privadas;Centros propios;Mujeres;59.469
Matrícula de Grado;España;Universidades privadas;Centros propios;Hombres;47.747
Matrícula de Grado;España;Universidades privadas;Centros adscritos;Ambos Sexos;2.383
Matrícula de Grado;España;Universidades privadas;Centros adscritos;Mujeres;1.375
Matrícula de Grado;España;Universidades privadas;Centros adscritos;Hombres;1.008
Matrícula de Grado;Unión Europea (27);Total Universidades;Total Centros;Ambos Sexos;12.233
Matrícula de Grado;Unión Europea (27);Total Universidades;Total Centros;Mujeres;7.725
Matrícula de Grado;Unión Europea (27);Total Universidades;Total Centros;Hombres;4.508
Matrícula de Grado;Unión Europea (27);Total Universidades;Centros propios;Ambos Sexos;11.328
Matrícula de Grado;Unión Europea (27);Total Universidades;Centros propios;Mujeres;7.260
Matrícula de Grado;Unión Europea (27);Total Universidades;Centros propios;Hombres;4.068
Matrícula de Grado;Unión Europea (27);Total Universidades;Centros adscritos;Ambos Sexos;905
Matrícula de Grado;Unión Europea (27);Total Universidades;Centros adscritos;Mujeres;465
Matrícula de Grado;Unión Europea (27);Total Universidades;Centros adscritos;Hombres;440
Matrícula de Grado;Unión Europea (27);Universidades públicas;Total Centros;Ambos Sexos;9.640
Matrícula de Grado;Unión Europea (27);Universidades públicas;Total Centros;Mujeres;6.417
Matrícula de Grado;Unión Europea (27);Universidades públicas;Total Centros;Hombres;3.223
Matrícula de Grado;Unión Europea (27);Universidades públicas;Centros propios;Ambos Sexos;8.995
Matrícula de Grado;Unión Europea (27);Universidades públicas;Centros propios;Mujeres;6.058
Matrícula de Grado;Unión Europea (27);Universidades públicas;Centros propios;Hombres;2.937
Matrícula de Grado;Unión Europea (27);Universidades públicas;Centros adscritos;Ambos Sexos;645
Matrícula de Grado;Unión Europea (27);Universidades públicas;Centros adscritos;Mujeres;359
Matrícula de Grado;Unión Europea (27);Universidades públicas;Centros adscritos;Hombres;286
Matrícula de Grado;Unión Europea (27);Universidades privadas;Total Centros;Ambos Sexos;2.593
Matrícula de Grado;Unión Europea (27);Universidades privadas;Total Centros;Mujeres;1.308
Matrícula de Grado;Unión Europea (27);Universidades privadas;Total Centros;Hombres;1.285
Matrícula de Grado;Unión Europea (27);Universidades privadas;Centros propios;Ambos Sexos;2.333
Matrícula de Grado;Unión Europea (27);Universidades privadas;Centros propios;Mujeres;1.202
Matrícula de Grado;Unión Europea (27);Universidades privadas;Centros propios;Hombres;1.131
Matrícula de Grado;Unión Europea (27);Universidades privadas;Centros adscritos;Ambos Sexos;260
Matrícula de Grado;Unión Europea (27);Universidades privadas;Centros adscritos;Mujeres;106
Matrícula de Grado;Unión Europea (27);Universidades privadas;Centros adscritos;Hombres;154
Matrícula de Grado;Resto de Europa;Total Universidades;Total Centros;Ambos Sexos;2.661
Matrícula de Grado;Resto de Europa;Total Universidades;Total Centros;Mujeres;1.712
Matrícula de Grado;Resto de Europa;Total Universidades;Total Centros;Hombres;949
Matrícula de Grado;Resto de Europa;Total Universidades;Centros propios;Ambos Sexos;2.504
Matrícula de Grado;Resto de Europa;Total Universidades;Centros propios;Mujeres;1.624
Matrícula de Grado;Resto de Europa;Total Universidades;Centros propios;Hombres;880
Matrícula de Grado;Resto de Europa;Total Universidades;Centros adscritos;Ambos Sexos;157
Matrícula de Grado;Resto de Europa;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;Resto de Europa;Total Universidades;Centros adscritos;Hombres;..
Matrícula de Grado;Resto de Europa;Universidades públicas;Total Centros;Ambos Sexos;2.308
Matrícula de Grado;Resto de Europa;Universidades públicas;Total Centros;Mujeres;1.512
Matrícula de Grado;Resto de Europa;Universidades públicas;Total Centros;Hombres;796
Matrícula de Grado;Resto de Europa;Universidades públicas;Centros propios;Ambos Sexos;2.158
Matrícula de Grado;Resto de Europa;Universidades públicas;Centros propios;Mujeres;1.428
Matrícula de Grado;Resto de Europa;Universidades públicas;Centros propios;Hombres;730
Matrícula de Grado;Resto de Europa;Universidades públicas;Centros adscritos;Ambos Sexos;150
Matrícula de Grado;Resto de Europa;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;Resto de Europa;Universidades públicas;Centros adscritos;Hombres;..
Matrícula de Grado;Resto de Europa;Universidades privadas;Total Centros;Ambos Sexos;353
Matrícula de Grado;Resto de Europa;Universidades privadas;Total Centros;Mujeres;200
Matrícula de Grado;Resto de Europa;Universidades privadas;Total Centros;Hombres;153
Matrícula de Grado;Resto de Europa;Universidades privadas;Centros propios;Ambos Sexos;346
Matrícula de Grado;Resto de Europa;Universidades privadas;Centros propios;Mujeres;196
Matrícula de Grado;Resto de Europa;Universidades privadas;Centros propios;Hombres;150
Matrícula de Grado;Resto de Europa;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Resto de Europa;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Resto de Europa;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;América del Norte;Total Universidades;Total Centros;Ambos Sexos;764
Matrícula de Grado;América del Norte;Total Universidades;Total Centros;Mujeres;429
Matrícula de Grado;América del Norte;Total Universidades;Total Centros;Hombres;335
Matrícula de Grado;América del Norte;Total Universidades;Centros propios;Ambos Sexos;737
Matrícula de Grado;América del Norte;Total Universidades;Centros propios;Mujeres;412
Matrícula de Grado;América del Norte;Total Universidades;Centros propios;Hombres;325
Matrícula de Grado;América del Norte;Total Universidades;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;América del Norte;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;América del Norte;Total Universidades;Centros adscritos;Hombres;..
Matrícula de Grado;América del Norte;Universidades públicas;Total Centros;Ambos Sexos;485
Matrícula de Grado;América del Norte;Universidades públicas;Total Centros;Mujeres;271
Matrícula de Grado;América del Norte;Universidades públicas;Total Centros;Hombres;214
Matrícula de Grado;América del Norte;Universidades públicas;Centros propios;Ambos Sexos;462
Matrícula de Grado;América del Norte;Universidades públicas;Centros propios;Mujeres;258
Matrícula de Grado;América del Norte;Universidades públicas;Centros propios;Hombres;204
Matrícula de Grado;América del Norte;Universidades públicas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;América del Norte;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;América del Norte;Universidades públicas;Centros adscritos;Hombres;..
Matrícula de Grado;América del Norte;Universidades privadas;Total Centros;Ambos Sexos;279
Matrícula de Grado;América del Norte;Universidades privadas;Total Centros;Mujeres;158
Matrícula de Grado;América del Norte;Universidades privadas;Total Centros;Hombres;121
Matrícula de Grado;América del Norte;Universidades privadas;Centros propios;Ambos Sexos;275
Matrícula de Grado;América del Norte;Universidades privadas;Centros propios;Mujeres;154
Matrícula de Grado;América del Norte;Universidades privadas;Centros propios;Hombres;121
Matrícula de Grado;América del Norte;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;América del Norte;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;América del Norte;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;América Central;Total Universidades;Total Centros;Ambos Sexos;971
Matrícula de Grado;América Central;Total Universidades;Total Centros;Mujeres;620
Matrícula de Grado;América Central;Total Universidades;Total Centros;Hombres;351
Matrícula de Grado;América Central;Total Universidades;Centros propios;Ambos Sexos;905
Matrícula de Grado;América Central;Total Universidades;Centros propios;Mujeres;583
Matrícula de Grado;América Central;Total Universidades;Centros propios;Hombres;322
Matrícula de Grado;América Central;Total Universidades;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;América Central;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;América Central;Total Universidades;Centros adscritos;Hombres;..
Matrícula de Grado;América Central;Universidades públicas;Total Centros;Ambos Sexos;833
Matrícula de Grado;América Central;Universidades públicas;Total Centros;Mujeres;539
Matrícula de Grado;América Central;Universidades públicas;Total Centros;Hombres;294
Matrícula de Grado;América Central;Universidades públicas;Centros propios;Ambos Sexos;771
Matrícula de Grado;América Central;Universidades públicas;Centros propios;Mujeres;504
Matrícula de Grado;América Central;Universidades públicas;Centros propios;Hombres;267
Matrícula de Grado;América Central;Universidades públicas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;América Central;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;América Central;Universidades públicas;Centros adscritos;Hombres;..
Matrícula de Grado;América Central;Universidades privadas;Total Centros;Ambos Sexos;138
Matrícula de Grado;América Central;Universidades privadas;Total Centros;Mujeres;..
Matrícula de Grado;América Central;Universidades privadas;Total Centros;Hombres;..
Matrícula de Grado;América Central;Universidades privadas;Centros propios;Ambos Sexos;134
Matrícula de Grado;América Central;Universidades privadas;Centros propios;Mujeres;..
Matrícula de Grado;América Central;Universidades privadas;Centros propios;Hombres;..
Matrícula de Grado;América Central;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;América Central;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;América Central;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;América del Sur;Total Universidades;Total Centros;Ambos Sexos;8.728
Matrícula de Grado;América del Sur;Total Universidades;Total Centros;Mujeres;5.439
Matrícula de Grado;América del Sur;Total Universidades;Total Centros;Hombres;3.289
Matrícula de Grado;América del Sur;Total Universidades;Centros propios;Ambos Sexos;8.329
Matrícula de Grado;América del Sur;Total Universidades;Centros propios;Mujeres;5.179
Matrícula de Grado;América del Sur;Total Universidades;Centros propios;Hombres;3.150
Matrícula de Grado;América del Sur;Total Universidades;Centros adscritos;Ambos Sexos;399
Matrícula de Grado;América del Sur;Total Universidades;Centros adscritos;Mujeres;260
Matrícula de Grado;América del Sur;Total Universidades;Centros adscritos;Hombres;139
Matrícula de Grado;América del Sur;Universidades públicas;Total Centros;Ambos Sexos;8.038
Matrícula de Grado;América del Sur;Universidades públicas;Total Centros;Mujeres;5.008
Matrícula de Grado;América del Sur;Universidades públicas;Total Centros;Hombres;3.030
Matrícula de Grado;América del Sur;Universidades públicas;Centros propios;Ambos Sexos;7.652
Matrícula de Grado;América del Sur;Universidades públicas;Centros propios;Mujeres;4.757
Matrícula de Grado;América del Sur;Universidades públicas;Centros propios;Hombres;2.895
Matrícula de Grado;América del Sur;Universidades públicas;Centros adscritos;Ambos Sexos;386
Matrícula de Grado;América del Sur;Universidades públicas;Centros adscritos;Mujeres;251
Matrícula de Grado;América del Sur;Universidades públicas;Centros adscritos;Hombres;135
Matrícula de Grado;América del Sur;Universidades privadas;Total Centros;Ambos Sexos;690
Matrícula de Grado;América del Sur;Universidades privadas;Total Centros;Mujeres;431
Matrícula de Grado;América del Sur;Universidades privadas;Total Centros;Hombres;259
Matrícula de Grado;América del Sur;Universidades privadas;Centros propios;Ambos Sexos;677
Matrícula de Grado;América del Sur;Universidades privadas;Centros propios;Mujeres;422
Matrícula de Grado;América del Sur;Universidades privadas;Centros propios;Hombres;255
Matrícula de Grado;América del Sur;Universidades privadas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;América del Sur;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;América del Sur;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Norte de África;Total Universidades;Total Centros;Ambos Sexos;2.206
Matrícula de Grado;Norte de África;Total Universidades;Total Centros;Mujeres;1.111
Matrícula de Grado;Norte de África;Total Universidades;Total Centros;Hombres;1.095
Matrícula de Grado;Norte de África;Total Universidades;Centros propios;Ambos Sexos;2.159
Matrícula de Grado;Norte de África;Total Universidades;Centros propios;Mujeres;1.086
Matrícula de Grado;Norte de África;Total Universidades;Centros propios;Hombres;1.073
Matrícula de Grado;Norte de África;Total Universidades;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Norte de África;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;Norte de África;Total Universidades;Centros adscritos;Hombres;..
Matrícula de Grado;Norte de África;Universidades públicas;Total Centros;Ambos Sexos;2.107
Matrícula de Grado;Norte de África;Universidades públicas;Total Centros;Mujeres;1.048
Matrícula de Grado;Norte de África;Universidades públicas;Total Centros;Hombres;1.059
Matrícula de Grado;Norte de África;Universidades públicas;Centros propios;Ambos Sexos;2.061
Matrícula de Grado;Norte de África;Universidades públicas;Centros propios;Mujeres;1.024
Matrícula de Grado;Norte de África;Universidades públicas;Centros propios;Hombres;1.037
Matrícula de Grado;Norte de África;Universidades públicas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Norte de África;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;Norte de África;Universidades públicas;Centros adscritos;Hombres;..
Matrícula de Grado;Norte de África;Universidades privadas;Total Centros;Ambos Sexos;..
Matrícula de Grado;Norte de África;Universidades privadas;Total Centros;Mujeres;..
Matrícula de Grado;Norte de África;Universidades privadas;Total Centros;Hombres;..
Matrícula de Grado;Norte de África;Universidades privadas;Centros propios;Ambos Sexos;..
Matrícula de Grado;Norte de África;Universidades privadas;Centros propios;Mujeres;..
Matrícula de Grado;Norte de África;Universidades privadas;Centros propios;Hombres;..
Matrícula de Grado;Norte de África;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Norte de África;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Norte de África;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Resto de África;Total Universidades;Total Centros;Ambos Sexos;1.051
Matrícula de Grado;Resto de África;Total Universidades;Total Centros;Mujeres;419
Matrícula de Grado;Resto de África;Total Universidades;Total Centros;Hombres;632
Matrícula de Grado;Resto de África;Total Universidades;Centros propios;Ambos Sexos;1.026
Matrícula de Grado;Resto de África;Total Universidades;Centros propios;Mujeres;403
Matrícula de Grado;Resto de África;Total Universidades;Centros propios;Hombres;623
Matrícula de Grado;Resto de África;Total Universidades;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Resto de África;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;Resto de África;Total Universidades;Centros adscritos;Hombres;.
Matrícula de Grado;Resto de África;Universidades públicas;Total Centros;Ambos Sexos;989
Matrícula de Grado;Resto de África;Universidades públicas;Total Centros;Mujeres;391
Matrícula de Grado;Resto de África;Universidades públicas;Total Centros;Hombres;598
Matrícula de Grado;Resto de África;Universidades públicas;Centros propios;Ambos Sexos;969
Matrícula de Grado;Resto de África;Universidades públicas;Centros propios;Mujeres;378
Matrícula de Grado;Resto de África;Universidades públicas;Centros propios;Hombres;591
Matrícula de Grado;Resto de África;Universidades públicas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Resto de África;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;Resto de África;Universidades públicas;Centros adscritos;Hombres;.
Matrícula de Grado;Resto de África;Universidades privadas;Total Centros;Ambos Sexos;..
Matrícula de Grado;Resto de África;Universidades privadas;Total Centros;Mujeres;..
Matrícula de Grado;Resto de África;Universidades privadas;Total Centros;Hombres;..
Matrícula de Grado;Resto de África;Universidades privadas;Centros propios;Ambos Sexos;..
Matrícula de Grado;Resto de África;Universidades privadas;Centros propios;Mujeres;..
Matrícula de Grado;Resto de África;Universidades privadas;Centros propios;Hombres;..
Matrícula de Grado;Resto de África;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Resto de África;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Resto de África;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Asia y Oceanía;Total Universidades;Total Centros;Ambos Sexos;2.524
Matrícula de Grado;Asia y Oceanía;Total Universidades;Total Centros;Mujeres;1.440
Matrícula de Grado;Asia y Oceanía;Total Universidades;Total Centros;Hombres;1.084
Matrícula de Grado;Asia y Oceanía;Total Universidades;Centros propios;Ambos Sexos;2.418
Matrícula de Grado;Asia y Oceanía;Total Universidades;Centros propios;Mujeres;1.384
Matrícula de Grado;Asia y Oceanía;Total Universidades;Centros propios;Hombres;1.034
Matrícula de Grado;Asia y Oceanía;Total Universidades;Centros adscritos;Ambos Sexos;106
Matrícula de Grado;Asia y Oceanía;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;Asia y Oceanía;Total Universidades;Centros adscritos;Hombres;..
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Total Centros;Ambos Sexos;2.383
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Total Centros;Mujeres;1.368
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Total Centros;Hombres;1.015
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Centros propios;Ambos Sexos;2.283
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Centros propios;Mujeres;1.313
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Centros propios;Hombres;970
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Centros adscritos;Ambos Sexos;100
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;Asia y Oceanía;Universidades públicas;Centros adscritos;Hombres;..
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Total Centros;Ambos Sexos;141
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Total Centros;Mujeres;..
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Total Centros;Hombres;..
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Centros propios;Ambos Sexos;135
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Centros propios;Mujeres;..
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Centros propios;Hombres;..
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Asia y Oceanía;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Total Centros;Ambos Sexos;646.707
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Total Centros;Mujeres;338.869
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Total Centros;Hombres;307.838
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Centros propios;Ambos Sexos;627.260
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Centros propios;Mujeres;327.216
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Centros propios;Hombres;300.044
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Centros adscritos;Ambos Sexos;19.447
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Centros adscritos;Mujeres;11.653
Matrícula de 1º y 2º Ciclo;TOTAL;Total Universidades;Centros adscritos;Hombres;7.794
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Total Centros;Ambos Sexos;586.672
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Total Centros;Mujeres;308.168
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Total Centros;Hombres;278.504
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Centros propios;Ambos Sexos;567.225
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Centros propios;Mujeres;296.515
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Centros propios;Hombres;270.710
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Centros adscritos;Ambos Sexos;19.447
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Centros adscritos;Mujeres;11.653
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades públicas;Centros adscritos;Hombres;7.794
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Total Centros;Ambos Sexos;60.035
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Total Centros;Mujeres;30.701
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Total Centros;Hombres;29.334
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Centros propios;Ambos Sexos;60.035
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Centros propios;Mujeres;30.701
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Centros propios;Hombres;29.334
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;TOTAL;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Total Centros;Ambos Sexos;628.823
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Total Centros;Mujeres;328.281
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Total Centros;Hombres;300.542
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Centros propios;Ambos Sexos;609.692
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Centros propios;Mujeres;316.860
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Centros propios;Hombres;292.832
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Centros adscritos;Ambos Sexos;19.131
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Centros adscritos;Mujeres;11.421
Matrícula de 1º y 2º Ciclo;España;Total Universidades;Centros adscritos;Hombres;7.710
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Total Centros;Ambos Sexos;570.244
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Total Centros;Mujeres;298.292
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Total Centros;Hombres;271.952
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Centros propios;Ambos Sexos;551.113
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Centros propios;Mujeres;286.871
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Centros propios;Hombres;264.242
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Centros adscritos;Ambos Sexos;19.131
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Centros adscritos;Mujeres;11.421
Matrícula de 1º y 2º Ciclo;España;Universidades públicas;Centros adscritos;Hombres;7.710
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Total Centros;Ambos Sexos;58.579
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Total Centros;Mujeres;29.989
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Total Centros;Hombres;28.590
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Centros propios;Ambos Sexos;58.579
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Centros propios;Mujeres;29.989
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Centros propios;Hombres;28.590
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;España;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Total Centros;Ambos Sexos;7.497
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Total Centros;Mujeres;4.586
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Total Centros;Hombres;2.911
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros propios;Ambos Sexos;7.382
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros propios;Mujeres;4.506
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros propios;Hombres;2.876
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros adscritos;Ambos Sexos;115
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros adscritos;Mujeres;..
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Total Universidades;Centros adscritos;Hombres;..
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Total Centros;Ambos Sexos;6.719
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Total Centros;Mujeres;4.242
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Total Centros;Hombres;2.477
Matrícula de 1º y 2º Ciclo;Unión Europea (27);Universidades públicas;Centros propios;Ambos Sexos;6.604
