Comunidades Autónomas;Nacionalidad (regiones);Sexo;Total
Total Universidades No Presenciales;América del Norte;Ambos Sexos;126
Total Universidades No Presenciales;América del Norte;Mujeres;80
Total Universidades No Presenciales;América del Norte;Hombres;46
Total Universidades No Presenciales;América Central;Ambos Sexos;157
Total Universidades No Presenciales;América Central;Mujeres;118
Total Universidades No Presenciales;América Central;Hombres;39
Total Universidades No Presenciales;América del Sur;Ambos Sexos;1.611
Total Universidades No Presenciales;América del Sur;Mujeres;1.137
Total Universidades No Presenciales;América del Sur;Hombres;474
Total Universidades No Presenciales;Norte de África;Ambos Sexos;213
Total Universidades No Presenciales;Norte de África;Mujeres;111
Total Universidades No Presenciales;Norte de África;Hombres;102
Total Universidades No Presenciales;Resto de África;Ambos Sexos;283
Total Universidades No Presenciales;Resto de África;Mujeres;68
Total Universidades No Presenciales;Resto de África;Hombres;215
Total Universidades No Presenciales;Asia y Oceanía;Ambos Sexos;87
Total Universidades No Presenciales;Asia y Oceanía;Mujeres;50
Total Universidades No Presenciales;Asia y Oceanía;Hombres;37
A Distancia de Madrid;TOTAL;Ambos Sexos;1.399
A Distancia de Madrid;TOTAL;Mujeres;578
A Distancia de Madrid;TOTAL;Hombres;821
A Distancia de Madrid;España;Ambos Sexos;1.377
A Distancia de Madrid;España;Mujeres;565
A Distancia de Madrid;España;Hombres;812
A Distancia de Madrid;Unión Europea (27);Ambos Sexos;11
A Distancia de Madrid;Unión Europea (27);Mujeres;8
A Distancia de Madrid;Unión Europea (27);Hombres;3
A Distancia de Madrid;Resto de Europa;Ambos Sexos;1
A Distancia de Madrid;Resto de Europa;Mujeres;..
A Distancia de Madrid;Resto de Europa;Hombres;1
A Distancia de Madrid;América del Norte;Ambos Sexos;1
A Distancia de Madrid;América del Norte;Mujeres;..
A Distancia de Madrid;América del Norte;Hombres;1
A Distancia de Madrid;América Central;Ambos Sexos;1
A Distancia de Madrid;América Central;Mujeres;..
A Distancia de Madrid;América Central;Hombres;1
A Distancia de Madrid;América del Sur;Ambos Sexos;5
A Distancia de Madrid;América del Sur;Mujeres;4
A Distancia de Madrid;América del Sur;Hombres;1
A Distancia de Madrid;Norte de África;Ambos Sexos;..
A Distancia de Madrid;Norte de África;Mujeres;..
A Distancia de Madrid;Norte de África;Hombres;..
A Distancia de Madrid;Resto de África;Ambos Sexos;2
A Distancia de Madrid;Resto de África;Mujeres;1
A Distancia de Madrid;Resto de África;Hombres;1
A Distancia de Madrid;Asia y Oceanía;Ambos Sexos;1
A Distancia de Madrid;Asia y Oceanía;Mujeres;..
A Distancia de Madrid;Asia y Oceanía;Hombres;1
Internacional de La Rioja;TOTAL;Ambos Sexos;3.530
Internacional de La Rioja;TOTAL;Mujeres;2.673
Internacional de La Rioja;TOTAL;Hombres;857
Internacional de La Rioja;España;Ambos Sexos;3.409
Internacional de La Rioja;España;Mujeres;2.587
Internacional de La Rioja;España;Hombres;822
Internacional de La Rioja;Unión Europea (27);Ambos Sexos;54
Internacional de La Rioja;Unión Europea (27);Mujeres;40
Internacional de La Rioja;Unión Europea (27);Hombres;14
Internacional de La Rioja;Resto de Europa;Ambos Sexos;10
Internacional de La Rioja;Resto de Europa;Mujeres;5
Internacional de La Rioja;Resto de Europa;Hombres;5
Internacional de La Rioja;América del Norte;Ambos Sexos;5
Internacional de La Rioja;América del Norte;Mujeres;4
Internacional de La Rioja;América del Norte;Hombres;1
Internacional de La Rioja;América Central;Ambos Sexos;4
Internacional de La Rioja;América Central;Mujeres;3
Internacional de La Rioja;América Central;Hombres;1
Internacional de La Rioja;América del Sur;Ambos Sexos;41
Internacional de La Rioja;América del Sur;Mujeres;29
Internacional de La Rioja;América del Sur;Hombres;12
Internacional de La Rioja;Norte de África;Ambos Sexos;2
Internacional de La Rioja;Norte de África;Mujeres;1
Internacional de La Rioja;Norte de África;Hombres;1
Internacional de La Rioja;Resto de África;Ambos Sexos;..
Internacional de La Rioja;Resto de África;Mujeres;..
Internacional de La Rioja;Resto de África;Hombres;..
Internacional de La Rioja;Asia y Oceanía;Ambos Sexos;5
Internacional de La Rioja;Asia y Oceanía;Mujeres;4
Internacional de La Rioja;Asia y Oceanía;Hombres;1
Internacional Valenciana;TOTAL;Ambos Sexos;39
Internacional Valenciana;TOTAL;Mujeres;26
Internacional Valenciana;TOTAL;Hombres;13
Internacional Valenciana;España;Ambos Sexos;38
Internacional Valenciana;España;Mujeres;25
Internacional Valenciana;España;Hombres;13
Internacional Valenciana;Unión Europea (27);Ambos Sexos;..
Internacional Valenciana;Unión Europea (27);Mujeres;..
Internacional Valenciana;Unión Europea (27);Hombres;..
Internacional Valenciana;Resto de Europa;Ambos Sexos;..
Internacional Valenciana;Resto de Europa;Mujeres;..
Internacional Valenciana;Resto de Europa;Hombres;..
Internacional Valenciana;América del Norte;Ambos Sexos;..
Internacional Valenciana;América del Norte;Mujeres;..
Internacional Valenciana;América del Norte;Hombres;..
Internacional Valenciana;América Central;Ambos Sexos;..
Internacional Valenciana;América Central;Mujeres;..
Internacional Valenciana;América Central;Hombres;..
Internacional Valenciana;América del Sur;Ambos Sexos;..
Internacional Valenciana;América del Sur;Mujeres;..
Internacional Valenciana;América del Sur;Hombres;..
Internacional Valenciana;Norte de África;Ambos Sexos;..
Internacional Valenciana;Norte de África;Mujeres;..
Internacional Valenciana;Norte de África;Hombres;..
Internacional Valenciana;Resto de África;Ambos Sexos;1
Internacional Valenciana;Resto de África;Mujeres;1
Internacional Valenciana;Resto de África;Hombres;..
Internacional Valenciana;Asia y Oceanía;Ambos Sexos;..
Internacional Valenciana;Asia y Oceanía;Mujeres;..
Internacional Valenciana;Asia y Oceanía;Hombres;..
Nacional de Educación a Distancia;TOTAL;Ambos Sexos;149.206
Nacional de Educación a Distancia;TOTAL;Mujeres;79.537
Nacional de Educación a Distancia;TOTAL;Hombres;69.669
Nacional de Educación a Distancia;España;Ambos Sexos;144.732
Nacional de Educación a Distancia;España;Mujeres;76.462
Nacional de Educación a Distancia;España;Hombres;68.270
Nacional de Educación a Distancia;Unión Europea (27);Ambos Sexos;1.954
Nacional de Educación a Distancia;Unión Europea (27);Mujeres;1.433
Nacional de Educación a Distancia;Unión Europea (27);Hombres;521
Nacional de Educación a Distancia;Resto de Europa;Ambos Sexos;358
Nacional de Educación a Distancia;Resto de Europa;Mujeres;292
Nacional de Educación a Distancia;Resto de Europa;Hombres;66
Nacional de Educación a Distancia;América del Norte;Ambos Sexos;100
Nacional de Educación a Distancia;América del Norte;Mujeres;62
Nacional de Educación a Distancia;América del Norte;Hombres;38
Nacional de Educación a Distancia;América Central;Ambos Sexos;134
Nacional de Educación a Distancia;América Central;Mujeres;101
Nacional de Educación a Distancia;América Central;Hombres;33
Nacional de Educación a Distancia;América del Sur;Ambos Sexos;1.402
Nacional de Educación a Distancia;América del Sur;Mujeres;994
Nacional de Educación a Distancia;América del Sur;Hombres;408
Nacional de Educación a Distancia;Norte de África;Ambos Sexos;196
Nacional de Educación a Distancia;Norte de África;Mujeres;101
Nacional de Educación a Distancia;Norte de África;Hombres;95
Nacional de Educación a Distancia;Resto de África;Ambos Sexos;268
Nacional de Educación a Distancia;Resto de África;Mujeres;59
Nacional de Educación a Distancia;Resto de África;Hombres;209
Nacional de Educación a Distancia;Asia y Oceanía;Ambos Sexos;62
Nacional de Educación a Distancia;Asia y Oceanía;Mujeres;33
Nacional de Educación a Distancia;Asia y Oceanía;Hombres;29
Oberta de Catalunya;TOTAL;Ambos Sexos;43.831
Oberta de Catalunya;TOTAL;Mujeres;27.068
Oberta de Catalunya;TOTAL;Hombres;16.763
Oberta de Catalunya;España;Ambos Sexos;43.055
Oberta de Catalunya;España;Mujeres;26.542
Oberta de Catalunya;España;Hombres;16.513
Oberta de Catalunya;Unión Europea (27);Ambos Sexos;276
Oberta de Catalunya;Unión Europea (27);Mujeres;185
Oberta de Catalunya;Unión Europea (27);Hombres;91
Oberta de Catalunya;Resto de Europa;Ambos Sexos;253
Oberta de Catalunya;Resto de Europa;Mujeres;174
Oberta de Catalunya;Resto de Europa;Hombres;79
Oberta de Catalunya;América del Norte;Ambos Sexos;20
Oberta de Catalunya;América del Norte;Mujeres;14
Oberta de Catalunya;América del Norte;Hombres;6
Oberta de Catalunya;América Central;Ambos Sexos;18
Oberta de Catalunya;América Central;Mujeres;14
Oberta de Catalunya;América Central;Hombres;4
Oberta de Catalunya;América del Sur;Ambos Sexos;163
Oberta de Catalunya;América del Sur;Mujeres;110
Oberta de Catalunya;América del Sur;Hombres;53
Oberta de Catalunya;Norte de África;Ambos Sexos;15
Oberta de Catalunya;Norte de África;Mujeres;9
Oberta de Catalunya;Norte de África;Hombres;6
Oberta de Catalunya;Resto de África;Ambos Sexos;12
Oberta de Catalunya;Resto de África;Mujeres;7
Oberta de Catalunya;Resto de África;Hombres;5
Oberta de Catalunya;Asia y Oceanía;Ambos Sexos;19
Oberta de Catalunya;Asia y Oceanía;Mujeres;13
Oberta de Catalunya;Asia y Oceanía;Hombres;6
