Comunidades Autónomas;Nacionalidad (regiones);Sexo;Total
Total Universidades No Presenciales;América Central;Mujeres;120
Total Universidades No Presenciales;América Central;Hombres;..
Total Universidades No Presenciales;América del Sur;Ambos Sexos;1.653
Total Universidades No Presenciales;América del Sur;Mujeres;1.133
Total Universidades No Presenciales;América del Sur;Hombres;520
Total Universidades No Presenciales;Norte de África;Ambos Sexos;182
Total Universidades No Presenciales;Norte de África;Mujeres;..
Total Universidades No Presenciales;Norte de África;Hombres;..
Total Universidades No Presenciales;Resto de África;Ambos Sexos;362
Total Universidades No Presenciales;Resto de África;Mujeres;100
Total Universidades No Presenciales;Resto de África;Hombres;262
Total Universidades No Presenciales;Asia y Oceanía;Ambos Sexos;..
Total Universidades No Presenciales;Asia y Oceanía;Mujeres;..
Total Universidades No Presenciales;Asia y Oceanía;Hombres;..
UDIMA;TOTAL;Ambos Sexos;2.100
UDIMA;TOTAL;Mujeres;926
UDIMA;TOTAL;Hombres;1.174
UDIMA;España;Ambos Sexos;2.069
UDIMA;España;Mujeres;908
UDIMA;España;Hombres;1.161
UDIMA;Unión Europea (27);Ambos Sexos;..
UDIMA;Unión Europea (27);Mujeres;..
UDIMA;Unión Europea (27);Hombres;.
UDIMA;Resto de Europa;Ambos Sexos;.
UDIMA;Resto de Europa;Mujeres;.
UDIMA;Resto de Europa;Hombres;.
UDIMA;América del Norte;Ambos Sexos;.
UDIMA;América del Norte;Mujeres;.
UDIMA;América del Norte;Hombres;.
UDIMA;América Central;Ambos Sexos;.
UDIMA;América Central;Mujeres;.
UDIMA;América Central;Hombres;.
UDIMA;América del Sur;Ambos Sexos;.
UDIMA;América del Sur;Mujeres;.
UDIMA;América del Sur;Hombres;.
UDIMA;Norte de África;Ambos Sexos;.
UDIMA;Norte de África;Mujeres;.
UDIMA;Norte de África;Hombres;.
UDIMA;Resto de África;Ambos Sexos;.
UDIMA;Resto de África;Mujeres;.
UDIMA;Resto de África;Hombres;.
UDIMA;Asia y Oceanía;Ambos Sexos;.
UDIMA;Asia y Oceanía;Mujeres;.
UDIMA;Asia y Oceanía;Hombres;.
UNED;TOTAL;Ambos Sexos;161.542
UNED;TOTAL;Mujeres;88.333
UNED;TOTAL;Hombres;73.209
UNED;España;Ambos Sexos;156.815
UNED;España;Mujeres;85.096
UNED;España;Hombres;71.719
UNED;Unión Europea (27);Ambos Sexos;2.114
UNED;Unión Europea (27);Mujeres;1.561
UNED;Unión Europea (27);Hombres;553
UNED;Resto de Europa;Ambos Sexos;356
UNED;Resto de Europa;Mujeres;291
UNED;Resto de Europa;Hombres;..
UNED;América del Norte;Ambos Sexos;..
UNED;América del Norte;Mujeres;..
UNED;América del Norte;Hombres;..
UNED;América Central;Ambos Sexos;148
UNED;América Central;Mujeres;106
UNED;América Central;Hombres;..
UNED;América del Sur;Ambos Sexos;1.441
UNED;América del Sur;Mujeres;999
UNED;América del Sur;Hombres;442
UNED;Norte de África;Ambos Sexos;158
UNED;Norte de África;Mujeres;..
UNED;Norte de África;Hombres;..
UNED;Resto de África;Ambos Sexos;348
UNED;Resto de África;Mujeres;..
UNED;Resto de África;Hombres;252
UNED;Asia y Oceanía;Ambos Sexos;..
UNED;Asia y Oceanía;Mujeres;..
UNED;Asia y Oceanía;Hombres;..
UNIR;TOTAL;Ambos Sexos;5.484
UNIR;TOTAL;Mujeres;4.173
UNIR;TOTAL;Hombres;1.311
UNIR;España;Ambos Sexos;5.364
UNIR;España;Mujeres;4.088
UNIR;España;Hombres;1.276
UNIR;Unión Europea (27);Ambos Sexos;..
UNIR;Unión Europea (27);Mujeres;..
UNIR;Unión Europea (27);Hombres;..
UNIR;Resto de Europa;Ambos Sexos;..
UNIR;Resto de Europa;Mujeres;.
UNIR;Resto de Europa;Hombres;.
UNIR;América del Norte;Ambos Sexos;..
UNIR;América del Norte;Mujeres;.
UNIR;América del Norte;Hombres;.
UNIR;América Central;Ambos Sexos;.
UNIR;América Central;Mujeres;.
UNIR;América Central;Hombres;.
UNIR;América del Sur;Ambos Sexos;..
UNIR;América del Sur;Mujeres;..
UNIR;América del Sur;Hombres;..
UNIR;Norte de África;Ambos Sexos;.
UNIR;Norte de África;Mujeres;.
UNIR;Norte de África;Hombres;.
UNIR;Resto de África;Ambos Sexos;.
UNIR;Resto de África;Mujeres;.
UNIR;Resto de África;Hombres;.
UNIR;Asia y Oceanía;Ambos Sexos;.
UNIR;Asia y Oceanía;Mujeres;.
UNIR;Asia y Oceanía;Hombres;.
UOC;TOTAL;Ambos Sexos;43.385
UOC;TOTAL;Mujeres;23.166
UOC;TOTAL;Hombres;20.219
UOC;España;Ambos Sexos;42.608
UOC;España;Mujeres;22.699
UOC;España;Hombres;19.909
UOC;Unión Europea (27);Ambos Sexos;288
UOC;Unión Europea (27);Mujeres;174
UOC;Unión Europea (27);Hombres;114
UOC;Resto de Europa;Ambos Sexos;234
UOC;Resto de Europa;Mujeres;132
UOC;Resto de Europa;Hombres;102
UOC;América del Norte;Ambos Sexos;..
UOC;América del Norte;Mujeres;..
UOC;América del Norte;Hombres;.
UOC;América Central;Ambos Sexos;..
UOC;América Central;Mujeres;..
UOC;América Central;Hombres;.
UOC;América del Sur;Ambos Sexos;164
UOC;América del Sur;Mujeres;104
UOC;América del Sur;Hombres;..
UOC;Norte de África;Ambos Sexos;..
UOC;Norte de África;Mujeres;..
UOC;Norte de África;Hombres;.
UOC;Resto de África;Ambos Sexos;..
UOC;Resto de África;Mujeres;.
UOC;Resto de África;Hombres;.
UOC;Asia y Oceanía;Ambos Sexos;..
UOC;Asia y Oceanía;Mujeres;..
UOC;Asia y Oceanía;Hombres;.
VIU;TOTAL;Ambos Sexos;219
VIU;TOTAL;Mujeres;180
VIU;TOTAL;Hombres;..
VIU;España;Ambos Sexos;214
VIU;España;Mujeres;177
VIU;España;Hombres;..
VIU;Unión Europea (27);Ambos Sexos;.
VIU;Unión Europea (27);Mujeres;.
VIU;Unión Europea (27);Hombres;.
VIU;Resto de Europa;Ambos Sexos;.
VIU;Resto de Europa;Mujeres;.
VIU;Resto de Europa;Hombres;.
VIU;América del Norte;Ambos Sexos;.
VIU;América del Norte;Mujeres;.
VIU;América del Norte;Hombres;.
VIU;América Central;Ambos Sexos;.
VIU;América Central;Mujeres;.
VIU;América Central;Hombres;.
VIU;América del Sur;Ambos Sexos;.
VIU;América del Sur;Mujeres;.
VIU;América del Sur;Hombres;.
VIU;Norte de África;Ambos Sexos;.
VIU;Norte de África;Mujeres;.
VIU;Norte de África;Hombres;.
VIU;Resto de África;Ambos Sexos;.
VIU;Resto de África;Mujeres;.
VIU;Resto de África;Hombres;.
VIU;Asia y Oceanía;Ambos Sexos;.
VIU;Asia y Oceanía;Mujeres;.
VIU;Asia y Oceanía;Hombres;.
