Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Mujeres;Córdoba;521 - Mecánica y metalurgia;..
Mujeres;Córdoba;522 - Electricidad y energía;..
Mujeres;Córdoba;523 - Electrónica y automática;..
Mujeres;Córdoba;524 - Procesos químicos;.
Mujeres;Córdoba;525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Córdoba;541 - Industria de la alimentación;150
Mujeres;Córdoba;542 - Industria textil, confección, del calzado y piel;.
Mujeres;Córdoba;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Córdoba;544 - Minería y extracción;..
Mujeres;Córdoba;581 - Arquitectura y urbanismo;.
Mujeres;Córdoba;582 - Construcción e ingeniería civil;132
Mujeres;Córdoba;Total Agricultura y veterinaria;992
Mujeres;Córdoba;620 - Agricultura, ganadería y pesca;.
Mujeres;Córdoba;621 - Producción agrícola y explotación ganadera;181
Mujeres;Córdoba;622 - Horticultura;.
Mujeres;Córdoba;623 - Silvicultura;..
Mujeres;Córdoba;641 - Veterinaria;741
Mujeres;Córdoba;Total Salud y servicios sociales;966
Mujeres;Córdoba;720 - Salud;.
Mujeres;Córdoba;721 - Medicina;557
Mujeres;Córdoba;723 - Enfermería y atención a enfermos;409
Mujeres;Córdoba;724 - Estudios dentales;.
Mujeres;Córdoba;725 - Tecnología de diagnóstico y tratamiento médico;.
Mujeres;Córdoba;726 - Terapia y rehabilitación;.
Mujeres;Córdoba;727 - Farmacia;.
Mujeres;Córdoba;762 - Trabajo social y orientación;.
Mujeres;Córdoba;Total Servicios;356
Mujeres;Córdoba;811 - Hostelería;.
Mujeres;Córdoba;812 - Viajes, turismo y ocio;356
Mujeres;Córdoba;813 - Deportes;.
Mujeres;Córdoba;840 - Servicios de transporte;.
Mujeres;Córdoba;851 - Control y tecnología medioambiental;.
Mujeres;Córdoba;861 - Protección de la propiedad y las personas;.
Mujeres;Córdoba;862 - Salud y seguridad en el trabajo;.
Mujeres;Córdoba;863 - Enseñanza militar;.
Mujeres;Extremadura;Total Ámbito;10.583
Mujeres;Extremadura;Total Educación;2.558
Mujeres;Extremadura;140 - Formación de personal docente y ciencias de la educación;293
Mujeres;Extremadura;142 - Ciencias de la educación;.
Mujeres;Extremadura;143 - Formación de docentes de enseñanza infantil;1.064
Mujeres;Extremadura;144 - Formación de docentes de enseñanza primaria;1.195
Mujeres;Extremadura;145 - Formación de docentes de enseñanza de temas especiales;.
Mujeres;Extremadura;146 - Formación de docentes de formación profesional;.
Mujeres;Extremadura;Total Artes y humanidades;685
Mujeres;Extremadura;211 - Bellas artes;..
Mujeres;Extremadura;212 - Música y artes del espectáculo;.
Mujeres;Extremadura;213 - Técnicas audiovisuales y medios de comunicación;177
Mujeres;Extremadura;214 - Diseño;.
Mujeres;Extremadura;220 - Humanidades;..
Mujeres;Extremadura;222 - Lenguas extranjeras;246
Mujeres;Extremadura;223 - Lenguas y dialectos españoles;..
Mujeres;Extremadura;225 - Historia y arqueología;..
Mujeres;Extremadura;226 - Filosofía y ética;.
Mujeres;Extremadura;Total Ciencias sociales, educación comercial y derecho;2.579
Mujeres;Extremadura;311 - Psicología;.
Mujeres;Extremadura;312 - Sociología, antropología y geografía social y cultural;..
Mujeres;Extremadura;313 - Ciencias políticas;120
Mujeres;Extremadura;314 - Economía;105
Mujeres;Extremadura;321 - Periodismo;.
Mujeres;Extremadura;322 - Biblioteconomía, documentación y archivos;..
Mujeres;Extremadura;342 - Marketing y publicidad;.
Mujeres;Extremadura;343 - Finanzas, banca y seguros;121
Mujeres;Extremadura;344 - Contabilidad y gestión de impuestos;.
Mujeres;Extremadura;345 - Administración y gestión de empresas;1.602
Mujeres;Extremadura;380 - Derecho;517
Mujeres;Extremadura;Total Ciencias;745
Mujeres;Extremadura;421 - Biología y Bioquímica;358
Mujeres;Extremadura;422 - Ciencias del medio ambiente;108
Mujeres;Extremadura;440 - Ciencias Físicas, químicas, geológicas;.
Mujeres;Extremadura;441 - Física;..
Mujeres;Extremadura;442 - Química;..
Mujeres;Extremadura;443 - Geología y meteorología;.
Mujeres;Extremadura;461 - Matemáticas;..
Mujeres;Extremadura;462 - Estadística;..
Mujeres;Extremadura;481 - Ciencias de la computación;..
Mujeres;Extremadura;Total Ingeniería, industria y construcción;803
Mujeres;Extremadura;520 - Ingeniería y profesiones afines;..
Mujeres;Extremadura;521 - Mecánica y metalurgia;147
Mujeres;Extremadura;522 - Electricidad y energía;..
Mujeres;Extremadura;523 - Electrónica y automática;..
Mujeres;Extremadura;524 - Procesos químicos;..
Mujeres;Extremadura;525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Extremadura;541 - Industria de la alimentación;134
Mujeres;Extremadura;542 - Industria textil, confección, del calzado y piel;.
Mujeres;Extremadura;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Extremadura;544 - Minería y extracción;.
Mujeres;Extremadura;581 - Arquitectura y urbanismo;138
Mujeres;Extremadura;582 - Construcción e ingeniería civil;146
Mujeres;Extremadura;Total Agricultura y veterinaria;593
Mujeres;Extremadura;620 - Agricultura, ganadería y pesca;.
Mujeres;Extremadura;621 - Producción agrícola y explotación ganadera;139
Mujeres;Extremadura;622 - Horticultura;..
Mujeres;Extremadura;623 - Silvicultura;..
Mujeres;Extremadura;641 - Veterinaria;391
Mujeres;Extremadura;Total Salud y servicios sociales;2.165
Mujeres;Extremadura;720 - Salud;.
Mujeres;Extremadura;721 - Medicina;554
Mujeres;Extremadura;723 - Enfermería y atención a enfermos;1.033
Mujeres;Extremadura;724 - Estudios dentales;.
Mujeres;Extremadura;725 - Tecnología de diagnóstico y tratamiento médico;.
Mujeres;Extremadura;726 - Terapia y rehabilitación;522
Mujeres;Extremadura;727 - Farmacia;.
Mujeres;Extremadura;762 - Trabajo social y orientación;..
Mujeres;Extremadura;Total Servicios;455
Mujeres;Extremadura;811 - Hostelería;.
Mujeres;Extremadura;812 - Viajes, turismo y ocio;154
Mujeres;Extremadura;813 - Deportes;..
Mujeres;Extremadura;840 - Servicios de transporte;.
Mujeres;Extremadura;851 - Control y tecnología medioambiental;.
Mujeres;Extremadura;861 - Protección de la propiedad y las personas;.
Mujeres;Extremadura;862 - Salud y seguridad en el trabajo;232
Mujeres;Extremadura;863 - Enseñanza militar;.
Mujeres;Girona;Total Ámbito;7.812
Mujeres;Girona;Total Educación;1.263
Mujeres;Girona;140 - Formación de personal docente y ciencias de la educación;334
Mujeres;Girona;142 - Ciencias de la educación;195
Mujeres;Girona;143 - Formación de docentes de enseñanza infantil;315
Mujeres;Girona;144 - Formación de docentes de enseñanza primaria;419
Mujeres;Girona;145 - Formación de docentes de enseñanza de temas especiales;.
Mujeres;Girona;146 - Formación de docentes de formación profesional;.
Mujeres;Girona;Total Artes y humanidades;457
Mujeres;Girona;211 - Bellas artes;111
Mujeres;Girona;212 - Música y artes del espectáculo;..
Mujeres;Girona;213 - Técnicas audiovisuales y medios de comunicación;113
Mujeres;Girona;214 - Diseño;.
Mujeres;Girona;220 - Humanidades;.
Mujeres;Girona;222 - Lenguas extranjeras;.
Mujeres;Girona;223 - Lenguas y dialectos españoles;119
Mujeres;Girona;225 - Historia y arqueología;..
Mujeres;Girona;226 - Filosofía y ética;..
Mujeres;Girona;Total Ciencias sociales, educación comercial y derecho;1.902
Mujeres;Girona;311 - Psicología;247
Mujeres;Girona;312 - Sociología, antropología y geografía social y cultural;201
Mujeres;Girona;313 - Ciencias políticas;110
Mujeres;Girona;314 - Economía;..
Mujeres;Girona;321 - Periodismo;115
Mujeres;Girona;322 - Biblioteconomía, documentación y archivos;.
Mujeres;Girona;342 - Marketing y publicidad;295
Mujeres;Girona;343 - Finanzas, banca y seguros;.
Mujeres;Girona;344 - Contabilidad y gestión de impuestos;233
Mujeres;Girona;345 - Administración y gestión de empresas;227
Mujeres;Girona;380 - Derecho;420
Mujeres;Girona;Total Ciencias;583
Mujeres;Girona;421 - Biología y Bioquímica;325
Mujeres;Girona;422 - Ciencias del medio ambiente;122
Mujeres;Girona;440 - Ciencias Físicas, químicas, geológicas;.
Mujeres;Girona;441 - Física;.
Mujeres;Girona;442 - Química;105
Mujeres;Girona;443 - Geología y meteorología;.
Mujeres;Girona;461 - Matemáticas;.
Mujeres;Girona;462 - Estadística;.
Mujeres;Girona;481 - Ciencias de la computación;..
Mujeres;Girona;Total Ingeniería, industria y construcción;479
Mujeres;Girona;520 - Ingeniería y profesiones afines;..
Mujeres;Girona;521 - Mecánica y metalurgia;..
Mujeres;Girona;522 - Electricidad y energía;.
Mujeres;Girona;523 - Electrónica y automática;..
Mujeres;Girona;524 - Procesos químicos;193
Mujeres;Girona;525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Girona;541 - Industria de la alimentación;..
Mujeres;Girona;542 - Industria textil, confección, del calzado y piel;.
Mujeres;Girona;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Girona;544 - Minería y extracción;.
Mujeres;Girona;581 - Arquitectura y urbanismo;181
Mujeres;Girona;582 - Construcción e ingeniería civil;.
Mujeres;Girona;Total Agricultura y veterinaria;..
Mujeres;Girona;620 - Agricultura, ganadería y pesca;.
Mujeres;Girona;621 - Producción agrícola y explotación ganadera;..
Mujeres;Girona;622 - Horticultura;.
Mujeres;Girona;623 - Silvicultura;.
Mujeres;Girona;641 - Veterinaria;.
Mujeres;Girona;Total Salud y servicios sociales;1.492
Mujeres;Girona;720 - Salud;.
Mujeres;Girona;721 - Medicina;374
Mujeres;Girona;723 - Enfermería y atención a enfermos;441
Mujeres;Girona;724 - Estudios dentales;.
Mujeres;Girona;725 - Tecnología de diagnóstico y tratamiento médico;.
Mujeres;Girona;726 - Terapia y rehabilitación;437
Mujeres;Girona;727 - Farmacia;.
Mujeres;Girona;762 - Trabajo social y orientación;240
Mujeres;Girona;Total Servicios;1.588
Mujeres;Girona;811 - Hostelería;.
Mujeres;Girona;812 - Viajes, turismo y ocio;1.537
Mujeres;Girona;813 - Deportes;..
Mujeres;Girona;840 - Servicios de transporte;.
Mujeres;Girona;851 - Control y tecnología medioambiental;.
Mujeres;Girona;861 - Protección de la propiedad y las personas;.
Mujeres;Girona;862 - Salud y seguridad en el trabajo;.
Mujeres;Girona;863 - Enseñanza militar;.
Mujeres;Granada;Total Ámbito;27.971
Mujeres;Granada;Total Educación;5.164
Mujeres;Granada;140 - Formación de personal docente y ciencias de la educación;685
Mujeres;Granada;142 - Ciencias de la educación;524
Mujeres;Granada;143 - Formación de docentes de enseñanza infantil;1.781
Mujeres;Granada;144 - Formación de docentes de enseñanza primaria;2.134
Mujeres;Granada;145 - Formación de docentes de enseñanza de temas especiales;..
Mujeres;Granada;146 - Formación de docentes de formación profesional;..
Mujeres;Granada;Total Artes y humanidades;4.239
Mujeres;Granada;211 - Bellas artes;1.182
Mujeres;Granada;212 - Música y artes del espectáculo;106
Mujeres;Granada;213 - Técnicas audiovisuales y medios de comunicación;161
Mujeres;Granada;214 - Diseño;.
Mujeres;Granada;220 - Humanidades;..
Mujeres;Granada;222 - Lenguas extranjeras;2.111
Mujeres;Granada;223 - Lenguas y dialectos españoles;252
Mujeres;Granada;225 - Historia y arqueología;253
Mujeres;Granada;226 - Filosofía y ética;..
Mujeres;Granada;Total Ciencias sociales, educación comercial y derecho;7.942
Mujeres;Granada;311 - Psicología;1.110
Mujeres;Granada;312 - Sociología, antropología y geografía social y cultural;631
Mujeres;Granada;313 - Ciencias políticas;227
Mujeres;Granada;314 - Economía;605
Mujeres;Granada;321 - Periodismo;.
Mujeres;Granada;322 - Biblioteconomía, documentación y archivos;215
Mujeres;Granada;342 - Marketing y publicidad;297
Mujeres;Granada;343 - Finanzas, banca y seguros;271
Mujeres;Granada;344 - Contabilidad y gestión de impuestos;.
Mujeres;Granada;345 - Administración y gestión de empresas;2.670
Mujeres;Granada;380 - Derecho;1.916
Mujeres;Granada;Total Ciencias;1.994
Mujeres;Granada;421 - Biología y Bioquímica;856
Mujeres;Granada;422 - Ciencias del medio ambiente;322
Mujeres;Granada;440 - Ciencias Físicas, químicas, geológicas;.
Mujeres;Granada;441 - Física;117
Mujeres;Granada;442 - Química;197
Mujeres;Granada;443 - Geología y meteorología;..
Mujeres;Granada;461 - Matemáticas;181
Mujeres;Granada;462 - Estadística;..
Mujeres;Granada;481 - Ciencias de la computación;163
Mujeres;Granada;Total Ingeniería, industria y construcción;2.154
Mujeres;Granada;520 - Ingeniería y profesiones afines;.
Mujeres;Granada;521 - Mecánica y metalurgia;.
Mujeres;Granada;522 - Electricidad y energía;.
Mujeres;Granada;523 - Electrónica y automática;150
Mujeres;Granada;524 - Procesos químicos;314
Mujeres;Granada;525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Granada;541 - Industria de la alimentación;165
Mujeres;Granada;542 - Industria textil, confección, del calzado y piel;.
Mujeres;Granada;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Granada;544 - Minería y extracción;.
Mujeres;Granada;581 - Arquitectura y urbanismo;1.164
Mujeres;Granada;582 - Construcción e ingeniería civil;361
Mujeres;Granada;Total Agricultura y veterinaria;.
Mujeres;Granada;620 - Agricultura, ganadería y pesca;.
Mujeres;Granada;621 - Producción agrícola y explotación ganadera;.
Mujeres;Granada;622 - Horticultura;.
Mujeres;Granada;623 - Silvicultura;.
Mujeres;Granada;641 - Veterinaria;.
Mujeres;Granada;Total Salud y servicios sociales;5.814
Mujeres;Granada;720 - Salud;.
Mujeres;Granada;721 - Medicina;1.011
Mujeres;Granada;723 - Enfermería y atención a enfermos;1.225
Mujeres;Granada;724 - Estudios dentales;258
Mujeres;Granada;725 - Tecnología de diagnóstico y tratamiento médico;324
Mujeres;Granada;726 - Terapia y rehabilitación;858
Mujeres;Granada;727 - Farmacia;1.543
Mujeres;Granada;762 - Trabajo social y orientación;595
Mujeres;Granada;Total Servicios;664
Mujeres;Granada;811 - Hostelería;.
Mujeres;Granada;812 - Viajes, turismo y ocio;452
Mujeres;Granada;813 - Deportes;212
Mujeres;Granada;840 - Servicios de transporte;.
Mujeres;Granada;851 - Control y tecnología medioambiental;.
Mujeres;Granada;861 - Protección de la propiedad y las personas;.
Mujeres;Granada;862 - Salud y seguridad en el trabajo;.
Mujeres;Granada;863 - Enseñanza militar;.
Mujeres;Huelva;Total Ámbito;6.011
Mujeres;Huelva;Total Educación;1.697
Mujeres;Huelva;140 - Formación de personal docente y ciencias de la educación;432
Mujeres;Huelva;142 - Ciencias de la educación;..
Mujeres;Huelva;143 - Formación de docentes de enseñanza infantil;481
Mujeres;Huelva;144 - Formación de docentes de enseñanza primaria;750
Mujeres;Huelva;145 - Formación de docentes de enseñanza de temas especiales;.
Mujeres;Huelva;146 - Formación de docentes de formación profesional;.
Mujeres;Huelva;Total Artes y humanidades;432
Mujeres;Huelva;211 - Bellas artes;.
Mujeres;Huelva;212 - Música y artes del espectáculo;.
Mujeres;Huelva;213 - Técnicas audiovisuales y medios de comunicación;.
Mujeres;Huelva;214 - Diseño;.
Mujeres;Huelva;220 - Humanidades;177
Mujeres;Huelva;222 - Lenguas extranjeras;120
Mujeres;Huelva;223 - Lenguas y dialectos españoles;..
Mujeres;Huelva;225 - Historia y arqueología;..
Mujeres;Huelva;226 - Filosofía y ética;.
Mujeres;Huelva;Total Ciencias sociales, educación comercial y derecho;2.126
Mujeres;Huelva;311 - Psicología;605
Mujeres;Huelva;312 - Sociología, antropología y geografía social y cultural;.
Mujeres;Huelva;313 - Ciencias políticas;.
Mujeres;Huelva;314 - Economía;.
Mujeres;Huelva;321 - Periodismo;.
Mujeres;Huelva;322 - Biblioteconomía, documentación y archivos;.
Mujeres;Huelva;342 - Marketing y publicidad;.
Mujeres;Huelva;343 - Finanzas, banca y seguros;153
Mujeres;Huelva;344 - Contabilidad y gestión de impuestos;.
Mujeres;Huelva;345 - Administración y gestión de empresas;950
Mujeres;Huelva;380 - Derecho;418
Mujeres;Huelva;Total Ciencias;272
Mujeres;Huelva;421 - Biología y Bioquímica;.
Mujeres;Huelva;422 - Ciencias del medio ambiente;..
Mujeres;Huelva;440 - Ciencias Físicas, químicas, geológicas;.
Mujeres;Huelva;441 - Física;.
Mujeres;Huelva;442 - Química;114
Mujeres;Huelva;443 - Geología y meteorología;..
Mujeres;Huelva;461 - Matemáticas;.
Mujeres;Huelva;462 - Estadística;.
Mujeres;Huelva;481 - Ciencias de la computación;..
Mujeres;Huelva;Total Ingeniería, industria y construcción;200
Mujeres;Huelva;520 - Ingeniería y profesiones afines;..
Mujeres;Huelva;521 - Mecánica y metalurgia;..
Mujeres;Huelva;522 - Electricidad y energía;..
Mujeres;Huelva;523 - Electrónica y automática;..
Mujeres;Huelva;524 - Procesos químicos;..
Mujeres;Huelva;525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Huelva;541 - Industria de la alimentación;.
Mujeres;Huelva;542 - Industria textil, confección, del calzado y piel;.
Mujeres;Huelva;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Huelva;544 - Minería y extracción;..
Mujeres;Huelva;581 - Arquitectura y urbanismo;.
Mujeres;Huelva;582 - Construcción e ingeniería civil;.
Mujeres;Huelva;Total Agricultura y veterinaria;186
Mujeres;Huelva;620 - Agricultura, ganadería y pesca;.
Mujeres;Huelva;621 - Producción agrícola y explotación ganadera;..
Mujeres;Huelva;622 - Horticultura;.
Mujeres;Huelva;623 - Silvicultura;110
Mujeres;Huelva;641 - Veterinaria;.
Mujeres;Huelva;Total Salud y servicios sociales;884
Mujeres;Huelva;720 - Salud;.
Mujeres;Huelva;721 - Medicina;.
Mujeres;Huelva;723 - Enfermería y atención a enfermos;433
Mujeres;Huelva;724 - Estudios dentales;.
Mujeres;Huelva;725 - Tecnología de diagnóstico y tratamiento médico;.
Mujeres;Huelva;726 - Terapia y rehabilitación;.
Mujeres;Huelva;727 - Farmacia;.
Mujeres;Huelva;762 - Trabajo social y orientación;451
Mujeres;Huelva;Total Servicios;214
Mujeres;Huelva;811 - Hostelería;.
Mujeres;Huelva;812 - Viajes, turismo y ocio;175
Mujeres;Huelva;813 - Deportes;..
Mujeres;Huelva;840 - Servicios de transporte;.
Mujeres;Huelva;851 - Control y tecnología medioambiental;.
Mujeres;Huelva;861 - Protección de la propiedad y las personas;.
Mujeres;Huelva;862 - Salud y seguridad en el trabajo;.
Mujeres;Huelva;863 - Enseñanza militar;.
Mujeres;Illes Balears (Les);Total Ámbito;7.156
Mujeres;Illes Balears (Les);Total Educación;2.219
Mujeres;Illes Balears (Les);140 - Formación de personal docente y ciencias de la educación;326
Mujeres;Illes Balears (Les);142 - Ciencias de la educación;237
Mujeres;Illes Balears (Les);143 - Formación de docentes de enseñanza infantil;720
Mujeres;Illes Balears (Les);144 - Formación de docentes de enseñanza primaria;936
Mujeres;Illes Balears (Les);145 - Formación de docentes de enseñanza de temas especiales;.
Mujeres;Illes Balears (Les);146 - Formación de docentes de formación profesional;.
Mujeres;Illes Balears (Les);Total Artes y humanidades;679
Mujeres;Illes Balears (Les);211 - Bellas artes;139
Mujeres;Illes Balears (Les);212 - Música y artes del espectáculo;.
Mujeres;Illes Balears (Les);213 - Técnicas audiovisuales y medios de comunicación;..
Mujeres;Illes Balears (Les);214 - Diseño;.
Mujeres;Illes Balears (Les);220 - Humanidades;.
Mujeres;Illes Balears (Les);222 - Lenguas extranjeras;190
Mujeres;Illes Balears (Les);223 - Lenguas y dialectos españoles;209
Mujeres;Illes Balears (Les);225 - Historia y arqueología;..
Mujeres;Illes Balears (Les);226 - Filosofía y ética;..
Mujeres;Illes Balears (Les);Total Ciencias sociales, educación comercial y derecho;2.007
Mujeres;Illes Balears (Les);311 - Psicología;318
Mujeres;Illes Balears (Les);312 - Sociología, antropología y geografía social y cultural;..
Mujeres;Illes Balears (Les);313 - Ciencias políticas;.
Mujeres;Illes Balears (Les);314 - Economía;198
Mujeres;Illes Balears (Les);321 - Periodismo;..
Mujeres;Illes Balears (Les);322 - Biblioteconomía, documentación y archivos;.
Mujeres;Illes Balears (Les);342 - Marketing y publicidad;.
Mujeres;Illes Balears (Les);343 - Finanzas, banca y seguros;.
Mujeres;Illes Balears (Les);344 - Contabilidad y gestión de impuestos;.
Mujeres;Illes Balears (Les);345 - Administración y gestión de empresas;805
Mujeres;Illes Balears (Les);380 - Derecho;586
Mujeres;Illes Balears (Les);Total Ciencias;551
Mujeres;Illes Balears (Les);421 - Biología y Bioquímica;363
Mujeres;Illes Balears (Les);422 - Ciencias del medio ambiente;.
Mujeres;Illes Balears (Les);440 - Ciencias Físicas, químicas, geológicas;.
Mujeres;Illes Balears (Les);441 - Física;..
Mujeres;Illes Balears (Les);442 - Química;..
Mujeres;Illes Balears (Les);443 - Geología y meteorología;.
Mujeres;Illes Balears (Les);461 - Matemáticas;..
Mujeres;Illes Balears (Les);462 - Estadística;.
Mujeres;Illes Balears (Les);481 - Ciencias de la computación;..
Mujeres;Illes Balears (Les);Total Ingeniería, industria y construcción;135
Mujeres;Illes Balears (Les);520 - Ingeniería y profesiones afines;.
Mujeres;Illes Balears (Les);521 - Mecánica y metalurgia;.
Mujeres;Illes Balears (Les);522 - Electricidad y energía;.
Mujeres;Illes Balears (Les);523 - Electrónica y automática;..
Mujeres;Illes Balears (Les);524 - Procesos químicos;.
Mujeres;Illes Balears (Les);525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Illes Balears (Les);541 - Industria de la alimentación;.
Mujeres;Illes Balears (Les);542 - Industria textil, confección, del calzado y piel;.
Mujeres;Illes Balears (Les);543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Illes Balears (Les);544 - Minería y extracción;.
Mujeres;Illes Balears (Les);581 - Arquitectura y urbanismo;..
Mujeres;Illes Balears (Les);582 - Construcción e ingeniería civil;.
Mujeres;Illes Balears (Les);Total Agricultura y veterinaria;..
Mujeres;Illes Balears (Les);620 - Agricultura, ganadería y pesca;.
Mujeres;Illes Balears (Les);621 - Producción agrícola y explotación ganadera;..
Mujeres;Illes Balears (Les);622 - Horticultura;.
Mujeres;Illes Balears (Les);623 - Silvicultura;.
Mujeres;Illes Balears (Les);641 - Veterinaria;.
Mujeres;Illes Balears (Les);Total Salud y servicios sociales;981
Mujeres;Illes Balears (Les);720 - Salud;.
Mujeres;Illes Balears (Les);721 - Medicina;.
Mujeres;Illes Balears (Les);723 - Enfermería y atención a enfermos;526
Mujeres;Illes Balears (Les);724 - Estudios dentales;.
Mujeres;Illes Balears (Les);725 - Tecnología de diagnóstico y tratamiento médico;.
Mujeres;Illes Balears (Les);726 - Terapia y rehabilitación;133
Mujeres;Illes Balears (Les);727 - Farmacia;.
Mujeres;Illes Balears (Les);762 - Trabajo social y orientación;322
Mujeres;Illes Balears (Les);Total Servicios;545
Mujeres;Illes Balears (Les);811 - Hostelería;.
Mujeres;Illes Balears (Les);812 - Viajes, turismo y ocio;545
Mujeres;Illes Balears (Les);813 - Deportes;.
Mujeres;Illes Balears (Les);840 - Servicios de transporte;.
Mujeres;Illes Balears (Les);851 - Control y tecnología medioambiental;.
Mujeres;Illes Balears (Les);861 - Protección de la propiedad y las personas;.
Mujeres;Illes Balears (Les);862 - Salud y seguridad en el trabajo;.
Mujeres;Illes Balears (Les);863 - Enseñanza militar;.
Mujeres;Jaén;Total Ámbito;7.560
Mujeres;Jaén;Total Educación;1.986
Mujeres;Jaén;140 - Formación de personal docente y ciencias de la educación;..
Mujeres;Jaén;142 - Ciencias de la educación;..
Mujeres;Jaén;143 - Formación de docentes de enseñanza infantil;1.049
Mujeres;Jaén;144 - Formación de docentes de enseñanza primaria;845
Mujeres;Jaén;145 - Formación de docentes de enseñanza de temas especiales;.
Mujeres;Jaén;146 - Formación de docentes de formación profesional;.
Mujeres;Jaén;Total Artes y humanidades;519
Mujeres;Jaén;211 - Bellas artes;112
Mujeres;Jaén;212 - Música y artes del espectáculo;.
Mujeres;Jaén;213 - Técnicas audiovisuales y medios de comunicación;.
Mujeres;Jaén;214 - Diseño;.
Mujeres;Jaén;220 - Humanidades;.
Mujeres;Jaén;222 - Lenguas extranjeras;194
Mujeres;Jaén;223 - Lenguas y dialectos españoles;146
Mujeres;Jaén;225 - Historia y arqueología;..
Mujeres;Jaén;226 - Filosofía y ética;.
Mujeres;Jaén;Total Ciencias sociales, educación comercial y derecho;2.760
Mujeres;Jaén;311 - Psicología;866
Mujeres;Jaén;312 - Sociología, antropología y geografía social y cultural;.
Mujeres;Jaén;313 - Ciencias políticas;.
Mujeres;Jaén;314 - Economía;.
Mujeres;Jaén;321 - Periodismo;.
Mujeres;Jaén;322 - Biblioteconomía, documentación y archivos;.
Mujeres;Jaén;342 - Marketing y publicidad;.
Mujeres;Jaén;343 - Finanzas, banca y seguros;150
Mujeres;Jaén;344 - Contabilidad y gestión de impuestos;.
Mujeres;Jaén;345 - Administración y gestión de empresas;1.119
Mujeres;Jaén;380 - Derecho;625
Mujeres;Jaén;Total Ciencias;446
Mujeres;Jaén;421 - Biología y Bioquímica;193
Mujeres;Jaén;422 - Ciencias del medio ambiente;..
Mujeres;Jaén;440 - Ciencias Físicas, químicas, geológicas;.
Mujeres;Jaén;441 - Física;.
Mujeres;Jaén;442 - Química;127
Mujeres;Jaén;443 - Geología y meteorología;.
Mujeres;Jaén;461 - Matemáticas;.
Mujeres;Jaén;462 - Estadística;.
Mujeres;Jaén;481 - Ciencias de la computación;..
Mujeres;Jaén;Total Ingeniería, industria y construcción;497
Mujeres;Jaén;520 - Ingeniería y profesiones afines;..
Mujeres;Jaén;521 - Mecánica y metalurgia;..
Mujeres;Jaén;522 - Electricidad y energía;..
Mujeres;Jaén;523 - Electrónica y automática;..
Mujeres;Jaén;524 - Procesos químicos;..
Mujeres;Jaén;525 - Vehículos de motor, barcos y aeronaves;.
Mujeres;Jaén;541 - Industria de la alimentación;.
Mujeres;Jaén;542 - Industria textil, confección, del calzado y piel;.
Mujeres;Jaén;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Mujeres;Jaén;544 - Minería y extracción;..
Mujeres;Jaén;581 - Arquitectura y urbanismo;..
Mujeres;Jaén;582 - Construcción e ingeniería civil;..
Mujeres;Jaén;Total Agricultura y veterinaria;.
Mujeres;Jaén;620 - Agricultura, ganadería y pesca;.
Mujeres;Jaén;621 - Producción agrícola y explotación ganadera;.
Mujeres;Jaén;622 - Horticultura;.
Mujeres;Jaén;623 - Silvicultura;.
Mujeres;Jaén;641 - Veterinaria;.
Mujeres;Jaén;Total Salud y servicios sociales;1.160
Mujeres;Jaén;720 - Salud;.
Mujeres;Jaén;721 - Medicina;.
Mujeres;Jaén;723 - Enfermería y atención a enfermos;456
Mujeres;Jaén;724 - Estudios dentales;.
Mujeres;Jaén;725 - Tecnología de diagnóstico y tratamiento médico;.
Mujeres;Jaén;726 - Terapia y rehabilitación;180
Mujeres;Jaén;727 - Farmacia;.
Mujeres;Jaén;762 - Trabajo social y orientación;524
Mujeres;Jaén;Total Servicios;192
Mujeres;Jaén;811 - Hostelería;.
Mujeres;Jaén;812 - Viajes, turismo y ocio;192
Mujeres;Jaén;813 - Deportes;.
Mujeres;Jaén;840 - Servicios de transporte;.
Mujeres;Jaén;851 - Control y tecnología medioambiental;.
Mujeres;Jaén;861 - Protección de la propiedad y las personas;.
Mujeres;Jaén;862 - Salud y seguridad en el trabajo;.
Mujeres;Jaén;863 - Enseñanza militar;.
Mujeres;Jaume I de Castellón;Total Ámbito;6.777
Mujeres;Jaume I de Castellón;Total Educación;1.411
Mujeres;Jaume I de Castellón;140 - Formación de personal docente y ciencias de la educación;.
Mujeres;Jaume I de Castellón;142 - Ciencias de la educación;..
Mujeres;Jaume I de Castellón;143 - Formación de docentes de enseñanza infantil;720
