Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Ambos Sexos;Rey Juan Carlos;851 - Control y tecnología medioambiental;190
Ambos Sexos;Rey Juan Carlos;861 - Protección de la propiedad y las personas;.
Ambos Sexos;Rey Juan Carlos;862 - Salud y seguridad en el trabajo;.
Ambos Sexos;Rey Juan Carlos;863 - Enseñanza militar;.
Ambos Sexos;Rovira i Virgili;Total Ámbito;11.805
Ambos Sexos;Rovira i Virgili;Total Educación;1.796
Ambos Sexos;Rovira i Virgili;140 - Formación de personal docente y ciencias de la educación;291
Ambos Sexos;Rovira i Virgili;142 - Ciencias de la educación;142
Ambos Sexos;Rovira i Virgili;143 - Formación de docentes de enseñanza infantil;754
Ambos Sexos;Rovira i Virgili;144 - Formación de docentes de enseñanza primaria;609
Ambos Sexos;Rovira i Virgili;145 - Formación de docentes de enseñanza de temas especiales;.
Ambos Sexos;Rovira i Virgili;146 - Formación de docentes de formación profesional;.
Ambos Sexos;Rovira i Virgili;Total Artes y humanidades;897
Ambos Sexos;Rovira i Virgili;211 - Bellas artes;..
Ambos Sexos;Rovira i Virgili;212 - Música y artes del espectáculo;.
Ambos Sexos;Rovira i Virgili;213 - Técnicas audiovisuales y medios de comunicación;154
Ambos Sexos;Rovira i Virgili;214 - Diseño;.
Ambos Sexos;Rovira i Virgili;220 - Humanidades;103
Ambos Sexos;Rovira i Virgili;222 - Lenguas extranjeras;201
Ambos Sexos;Rovira i Virgili;223 - Lenguas y dialectos españoles;146
Ambos Sexos;Rovira i Virgili;225 - Historia y arqueología;196
Ambos Sexos;Rovira i Virgili;226 - Filosofía y ética;.
Ambos Sexos;Rovira i Virgili;Total Ciencias sociales, educación comercial y derecho;3.196
Ambos Sexos;Rovira i Virgili;311 - Psicología;505
Ambos Sexos;Rovira i Virgili;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Rovira i Virgili;313 - Ciencias políticas;.
Ambos Sexos;Rovira i Virgili;314 - Economía;170
Ambos Sexos;Rovira i Virgili;321 - Periodismo;163
Ambos Sexos;Rovira i Virgili;322 - Biblioteconomía, documentación y archivos;.
Ambos Sexos;Rovira i Virgili;342 - Marketing y publicidad;169
Ambos Sexos;Rovira i Virgili;343 - Finanzas, banca y seguros;338
Ambos Sexos;Rovira i Virgili;344 - Contabilidad y gestión de impuestos;.
Ambos Sexos;Rovira i Virgili;345 - Administración y gestión de empresas;1.162
Ambos Sexos;Rovira i Virgili;380 - Derecho;658
Ambos Sexos;Rovira i Virgili;Total Ciencias;880
Ambos Sexos;Rovira i Virgili;421 - Biología y Bioquímica;168
Ambos Sexos;Rovira i Virgili;422 - Ciencias del medio ambiente;113
Ambos Sexos;Rovira i Virgili;440 - Ciencias Físicas, químicas, geológicas;.
Ambos Sexos;Rovira i Virgili;441 - Física;.
Ambos Sexos;Rovira i Virgili;442 - Química;296
Ambos Sexos;Rovira i Virgili;443 - Geología y meteorología;.
Ambos Sexos;Rovira i Virgili;461 - Matemáticas;.
Ambos Sexos;Rovira i Virgili;462 - Estadística;.
Ambos Sexos;Rovira i Virgili;481 - Ciencias de la computación;303
Ambos Sexos;Rovira i Virgili;Total Ingeniería, industria y construcción;1.938
Ambos Sexos;Rovira i Virgili;520 - Ingeniería y profesiones afines;.
Ambos Sexos;Rovira i Virgili;521 - Mecánica y metalurgia;306
Ambos Sexos;Rovira i Virgili;522 - Electricidad y energía;245
Ambos Sexos;Rovira i Virgili;523 - Electrónica y automática;344
Ambos Sexos;Rovira i Virgili;524 - Procesos químicos;477
Ambos Sexos;Rovira i Virgili;525 - Vehículos de motor, barcos y aeronaves;.
Ambos Sexos;Rovira i Virgili;541 - Industria de la alimentación;112
Ambos Sexos;Rovira i Virgili;542 - Industria textil, confección, del calzado y piel;.
Ambos Sexos;Rovira i Virgili;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Ambos Sexos;Rovira i Virgili;544 - Minería y extracción;.
Ambos Sexos;Rovira i Virgili;581 - Arquitectura y urbanismo;454
Ambos Sexos;Rovira i Virgili;582 - Construcción e ingeniería civil;.
Ambos Sexos;Rovira i Virgili;Total Agricultura y veterinaria;..
Ambos Sexos;Rovira i Virgili;620 - Agricultura, ganadería y pesca;.
Ambos Sexos;Rovira i Virgili;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Rovira i Virgili;622 - Horticultura;.
Ambos Sexos;Rovira i Virgili;623 - Silvicultura;.
Ambos Sexos;Rovira i Virgili;641 - Veterinaria;.
Ambos Sexos;Rovira i Virgili;Total Salud y servicios sociales;2.537
Ambos Sexos;Rovira i Virgili;720 - Salud;.
Ambos Sexos;Rovira i Virgili;721 - Medicina;709
Ambos Sexos;Rovira i Virgili;723 - Enfermería y atención a enfermos;796
Ambos Sexos;Rovira i Virgili;724 - Estudios dentales;.
Ambos Sexos;Rovira i Virgili;725 - Tecnología de diagnóstico y tratamiento médico;.
Ambos Sexos;Rovira i Virgili;726 - Terapia y rehabilitación;698
Ambos Sexos;Rovira i Virgili;727 - Farmacia;.
Ambos Sexos;Rovira i Virgili;762 - Trabajo social y orientación;334
Ambos Sexos;Rovira i Virgili;Total Servicios;504
Ambos Sexos;Rovira i Virgili;811 - Hostelería;.
Ambos Sexos;Rovira i Virgili;812 - Viajes, turismo y ocio;343
Ambos Sexos;Rovira i Virgili;813 - Deportes;..
Ambos Sexos;Rovira i Virgili;840 - Servicios de transporte;..
Ambos Sexos;Rovira i Virgili;851 - Control y tecnología medioambiental;.
Ambos Sexos;Rovira i Virgili;861 - Protección de la propiedad y las personas;.
Ambos Sexos;Rovira i Virgili;862 - Salud y seguridad en el trabajo;.
Ambos Sexos;Rovira i Virgili;863 - Enseñanza militar;.
Ambos Sexos;Salamanca;Total Ámbito;22.920
Ambos Sexos;Salamanca;Total Educación;2.729
Ambos Sexos;Salamanca;140 - Formación de personal docente y ciencias de la educación;325
Ambos Sexos;Salamanca;142 - Ciencias de la educación;316
Ambos Sexos;Salamanca;143 - Formación de docentes de enseñanza infantil;846
Ambos Sexos;Salamanca;144 - Formación de docentes de enseñanza primaria;1.202
Ambos Sexos;Salamanca;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Salamanca;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Salamanca;Total Artes y humanidades;3.915
Ambos Sexos;Salamanca;211 - Bellas artes;875
Ambos Sexos;Salamanca;212 - Música y artes del espectáculo;154
Ambos Sexos;Salamanca;213 - Técnicas audiovisuales y medios de comunicación;252
Ambos Sexos;Salamanca;214 - Diseño;.
Ambos Sexos;Salamanca;220 - Humanidades;..
Ambos Sexos;Salamanca;222 - Lenguas extranjeras;1.518
Ambos Sexos;Salamanca;223 - Lenguas y dialectos españoles;459
Ambos Sexos;Salamanca;225 - Historia y arqueología;396
Ambos Sexos;Salamanca;226 - Filosofía y ética;204
Ambos Sexos;Salamanca;Total Ciencias sociales, educación comercial y derecho;5.998
Ambos Sexos;Salamanca;311 - Psicología;910
Ambos Sexos;Salamanca;312 - Sociología, antropología y geografía social y cultural;874
Ambos Sexos;Salamanca;313 - Ciencias políticas;241
Ambos Sexos;Salamanca;314 - Economía;402
Ambos Sexos;Salamanca;321 - Periodismo;.
Ambos Sexos;Salamanca;322 - Biblioteconomía, documentación y archivos;118
Ambos Sexos;Salamanca;342 - Marketing y publicidad;.
Ambos Sexos;Salamanca;343 - Finanzas, banca y seguros;.
Ambos Sexos;Salamanca;344 - Contabilidad y gestión de impuestos;.
Ambos Sexos;Salamanca;345 - Administración y gestión de empresas;2.028
Ambos Sexos;Salamanca;380 - Derecho;1.425
Ambos Sexos;Salamanca;Total Ciencias;3.049
Ambos Sexos;Salamanca;421 - Biología y Bioquímica;749
Ambos Sexos;Salamanca;422 - Ciencias del medio ambiente;414
Ambos Sexos;Salamanca;440 - Ciencias Físicas, químicas, geológicas;.
Ambos Sexos;Salamanca;441 - Física;324
Ambos Sexos;Salamanca;442 - Química;374
Ambos Sexos;Salamanca;443 - Geología y meteorología;186
Ambos Sexos;Salamanca;461 - Matemáticas;148
Ambos Sexos;Salamanca;462 - Estadística;..
Ambos Sexos;Salamanca;481 - Ciencias de la computación;799
Ambos Sexos;Salamanca;Total Ingeniería, industria y construcción;2.269
Ambos Sexos;Salamanca;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Salamanca;521 - Mecánica y metalurgia;385
Ambos Sexos;Salamanca;522 - Electricidad y energía;..
Ambos Sexos;Salamanca;523 - Electrónica y automática;..
Ambos Sexos;Salamanca;524 - Procesos químicos;609
Ambos Sexos;Salamanca;525 - Vehículos de motor, barcos y aeronaves;.
Ambos Sexos;Salamanca;541 - Industria de la alimentación;..
Ambos Sexos;Salamanca;542 - Industria textil, confección, del calzado y piel;.
Ambos Sexos;Salamanca;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Ambos Sexos;Salamanca;544 - Minería y extracción;..
Ambos Sexos;Salamanca;581 - Arquitectura y urbanismo;313
Ambos Sexos;Salamanca;582 - Construcción e ingeniería civil;640
Ambos Sexos;Salamanca;Total Agricultura y veterinaria;243
Ambos Sexos;Salamanca;620 - Agricultura, ganadería y pesca;.
Ambos Sexos;Salamanca;621 - Producción agrícola y explotación ganadera;243
Ambos Sexos;Salamanca;622 - Horticultura;.
Ambos Sexos;Salamanca;623 - Silvicultura;.
Ambos Sexos;Salamanca;641 - Veterinaria;.
Ambos Sexos;Salamanca;Total Salud y servicios sociales;4.421
Ambos Sexos;Salamanca;720 - Salud;.
Ambos Sexos;Salamanca;721 - Medicina;1.372
Ambos Sexos;Salamanca;723 - Enfermería y atención a enfermos;842
Ambos Sexos;Salamanca;724 - Estudios dentales;148
Ambos Sexos;Salamanca;725 - Tecnología de diagnóstico y tratamiento médico;.
Ambos Sexos;Salamanca;726 - Terapia y rehabilitación;515
Ambos Sexos;Salamanca;727 - Farmacia;1.067
Ambos Sexos;Salamanca;762 - Trabajo social y orientación;477
Ambos Sexos;Salamanca;Total Servicios;296
Ambos Sexos;Salamanca;811 - Hostelería;.
Ambos Sexos;Salamanca;812 - Viajes, turismo y ocio;219
Ambos Sexos;Salamanca;813 - Deportes;.
Ambos Sexos;Salamanca;840 - Servicios de transporte;..
Ambos Sexos;Salamanca;851 - Control y tecnología medioambiental;.
Ambos Sexos;Salamanca;861 - Protección de la propiedad y las personas;.
Ambos Sexos;Salamanca;862 - Salud y seguridad en el trabajo;.
Ambos Sexos;Salamanca;863 - Enseñanza militar;.
Ambos Sexos;Santiago de Compostela;Total Ámbito;21.711
Ambos Sexos;Santiago de Compostela;Total Educación;2.568
Ambos Sexos;Santiago de Compostela;140 - Formación de personal docente y ciencias de la educación;367
Ambos Sexos;Santiago de Compostela;142 - Ciencias de la educación;363
Ambos Sexos;Santiago de Compostela;143 - Formación de docentes de enseñanza infantil;763
Ambos Sexos;Santiago de Compostela;144 - Formación de docentes de enseñanza primaria;1.075
Ambos Sexos;Santiago de Compostela;145 - Formación de docentes de enseñanza de temas especiales;.
Ambos Sexos;Santiago de Compostela;146 - Formación de docentes de formación profesional;.
Ambos Sexos;Santiago de Compostela;Total Artes y humanidades;2.562
Ambos Sexos;Santiago de Compostela;211 - Bellas artes;383
Ambos Sexos;Santiago de Compostela;212 - Música y artes del espectáculo;.
Ambos Sexos;Santiago de Compostela;213 - Técnicas audiovisuales y medios de comunicación;192
Ambos Sexos;Santiago de Compostela;214 - Diseño;.
Ambos Sexos;Santiago de Compostela;220 - Humanidades;..
Ambos Sexos;Santiago de Compostela;222 - Lenguas extranjeras;852
Ambos Sexos;Santiago de Compostela;223 - Lenguas y dialectos españoles;398
Ambos Sexos;Santiago de Compostela;225 - Historia y arqueología;467
Ambos Sexos;Santiago de Compostela;226 - Filosofía y ética;182
Ambos Sexos;Santiago de Compostela;Total Ciencias sociales, educación comercial y derecho;6.058
Ambos Sexos;Santiago de Compostela;311 - Psicología;806
Ambos Sexos;Santiago de Compostela;312 - Sociología, antropología y geografía social y cultural;.
Ambos Sexos;Santiago de Compostela;313 - Ciencias políticas;485
Ambos Sexos;Santiago de Compostela;314 - Economía;647
Ambos Sexos;Santiago de Compostela;321 - Periodismo;366
Ambos Sexos;Santiago de Compostela;322 - Biblioteconomía, documentación y archivos;.
Ambos Sexos;Santiago de Compostela;342 - Marketing y publicidad;.
Ambos Sexos;Santiago de Compostela;343 - Finanzas, banca y seguros;.
Ambos Sexos;Santiago de Compostela;344 - Contabilidad y gestión de impuestos;.
Ambos Sexos;Santiago de Compostela;345 - Administración y gestión de empresas;2.493
Ambos Sexos;Santiago de Compostela;380 - Derecho;1.261
Ambos Sexos;Santiago de Compostela;Total Ciencias;2.649
Ambos Sexos;Santiago de Compostela;421 - Biología y Bioquímica;716
Ambos Sexos;Santiago de Compostela;422 - Ciencias del medio ambiente;133
Ambos Sexos;Santiago de Compostela;440 - Ciencias Físicas, químicas, geológicas;.
Ambos Sexos;Santiago de Compostela;441 - Física;393
Ambos Sexos;Santiago de Compostela;442 - Química;581
Ambos Sexos;Santiago de Compostela;443 - Geología y meteorología;.
Ambos Sexos;Santiago de Compostela;461 - Matemáticas;483
Ambos Sexos;Santiago de Compostela;462 - Estadística;.
Ambos Sexos;Santiago de Compostela;481 - Ciencias de la computación;343
Ambos Sexos;Santiago de Compostela;Total Ingeniería, industria y construcción;965
Ambos Sexos;Santiago de Compostela;520 - Ingeniería y profesiones afines;.
Ambos Sexos;Santiago de Compostela;521 - Mecánica y metalurgia;.
Ambos Sexos;Santiago de Compostela;522 - Electricidad y energía;.
Ambos Sexos;Santiago de Compostela;523 - Electrónica y automática;.
Ambos Sexos;Santiago de Compostela;524 - Procesos químicos;523
Ambos Sexos;Santiago de Compostela;525 - Vehículos de motor, barcos y aeronaves;.
Ambos Sexos;Santiago de Compostela;541 - Industria de la alimentación;..
Ambos Sexos;Santiago de Compostela;542 - Industria textil, confección, del calzado y piel;.
Ambos Sexos;Santiago de Compostela;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Ambos Sexos;Santiago de Compostela;544 - Minería y extracción;.
Ambos Sexos;Santiago de Compostela;581 - Arquitectura y urbanismo;..
Ambos Sexos;Santiago de Compostela;582 - Construcción e ingeniería civil;349
Ambos Sexos;Santiago de Compostela;Total Agricultura y veterinaria;1.351
Ambos Sexos;Santiago de Compostela;620 - Agricultura, ganadería y pesca;..
Ambos Sexos;Santiago de Compostela;621 - Producción agrícola y explotación ganadera;178
Ambos Sexos;Santiago de Compostela;622 - Horticultura;..
Ambos Sexos;Santiago de Compostela;623 - Silvicultura;270
Ambos Sexos;Santiago de Compostela;641 - Veterinaria;822
Ambos Sexos;Santiago de Compostela;Total Salud y servicios sociales;5.558
Ambos Sexos;Santiago de Compostela;720 - Salud;.
Ambos Sexos;Santiago de Compostela;721 - Medicina;2.410
Ambos Sexos;Santiago de Compostela;723 - Enfermería y atención a enfermos;919
Ambos Sexos;Santiago de Compostela;724 - Estudios dentales;202
Ambos Sexos;Santiago de Compostela;725 - Tecnología de diagnóstico y tratamiento médico;335
Ambos Sexos;Santiago de Compostela;726 - Terapia y rehabilitación;180
Ambos Sexos;Santiago de Compostela;727 - Farmacia;1.208
Ambos Sexos;Santiago de Compostela;762 - Trabajo social y orientación;304
Ambos Sexos;Santiago de Compostela;Total Servicios;.
Ambos Sexos;Santiago de Compostela;811 - Hostelería;.
Ambos Sexos;Santiago de Compostela;812 - Viajes, turismo y ocio;.
Ambos Sexos;Santiago de Compostela;813 - Deportes;.
Ambos Sexos;Santiago de Compostela;840 - Servicios de transporte;.
Ambos Sexos;Santiago de Compostela;851 - Control y tecnología medioambiental;.
Ambos Sexos;Santiago de Compostela;861 - Protección de la propiedad y las personas;.
Ambos Sexos;Santiago de Compostela;862 - Salud y seguridad en el trabajo;.
Ambos Sexos;Santiago de Compostela;863 - Enseñanza militar;.
Ambos Sexos;Sevilla;Total Ámbito;57.529
Ambos Sexos;Sevilla;Total Educación;5.662
Ambos Sexos;Sevilla;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Sevilla;142 - Ciencias de la educación;1.113
Ambos Sexos;Sevilla;143 - Formación de docentes de enseñanza infantil;1.331
Ambos Sexos;Sevilla;144 - Formación de docentes de enseñanza primaria;3.142
Ambos Sexos;Sevilla;145 - Formación de docentes de enseñanza de temas especiales;.
Ambos Sexos;Sevilla;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Sevilla;Total Artes y humanidades;6.130
Ambos Sexos;Sevilla;211 - Bellas artes;1.856
Ambos Sexos;Sevilla;212 - Música y artes del espectáculo;.
Ambos Sexos;Sevilla;213 - Técnicas audiovisuales y medios de comunicación;853
Ambos Sexos;Sevilla;214 - Diseño;.
Ambos Sexos;Sevilla;220 - Humanidades;.
Ambos Sexos;Sevilla;222 - Lenguas extranjeras;1.683
Ambos Sexos;Sevilla;223 - Lenguas y dialectos españoles;521
Ambos Sexos;Sevilla;225 - Historia y arqueología;913
Ambos Sexos;Sevilla;226 - Filosofía y ética;304
Ambos Sexos;Sevilla;Total Ciencias sociales, educación comercial y derecho;16.573
Ambos Sexos;Sevilla;311 - Psicología;1.404
Ambos Sexos;Sevilla;312 - Sociología, antropología y geografía social y cultural;503
Ambos Sexos;Sevilla;313 - Ciencias políticas;.
Ambos Sexos;Sevilla;314 - Economía;843
Ambos Sexos;Sevilla;321 - Periodismo;1.675
Ambos Sexos;Sevilla;322 - Biblioteconomía, documentación y archivos;.
Ambos Sexos;Sevilla;342 - Marketing y publicidad;1.429
Ambos Sexos;Sevilla;343 - Finanzas, banca y seguros;2.162
Ambos Sexos;Sevilla;344 - Contabilidad y gestión de impuestos;.
Ambos Sexos;Sevilla;345 - Administración y gestión de empresas;4.885
Ambos Sexos;Sevilla;380 - Derecho;3.672
Ambos Sexos;Sevilla;Total Ciencias;6.089
Ambos Sexos;Sevilla;421 - Biología y Bioquímica;1.609
Ambos Sexos;Sevilla;422 - Ciencias del medio ambiente;332
Ambos Sexos;Sevilla;440 - Ciencias Físicas, químicas, geológicas;.
Ambos Sexos;Sevilla;441 - Física;467
Ambos Sexos;Sevilla;442 - Química;772
Ambos Sexos;Sevilla;443 - Geología y meteorología;.
Ambos Sexos;Sevilla;461 - Matemáticas;514
Ambos Sexos;Sevilla;462 - Estadística;151
Ambos Sexos;Sevilla;481 - Ciencias de la computación;2.244
Ambos Sexos;Sevilla;Total Ingeniería, industria y construcción;12.558
Ambos Sexos;Sevilla;520 - Ingeniería y profesiones afines;2.324
Ambos Sexos;Sevilla;521 - Mecánica y metalurgia;1.480
Ambos Sexos;Sevilla;522 - Electricidad y energía;651
Ambos Sexos;Sevilla;523 - Electrónica y automática;1.919
Ambos Sexos;Sevilla;524 - Procesos químicos;843
Ambos Sexos;Sevilla;525 - Vehículos de motor, barcos y aeronaves;870
Ambos Sexos;Sevilla;541 - Industria de la alimentación;.
Ambos Sexos;Sevilla;542 - Industria textil, confección, del calzado y piel;.
Ambos Sexos;Sevilla;543 - Industrias de otros materiales (madera, papel, plástico, vidrio);..
Ambos Sexos;Sevilla;544 - Minería y extracción;.
Ambos Sexos;Sevilla;581 - Arquitectura y urbanismo;4.090
Ambos Sexos;Sevilla;582 - Construcción e ingeniería civil;294
Ambos Sexos;Sevilla;Total Agricultura y veterinaria;993
Ambos Sexos;Sevilla;620 - Agricultura, ganadería y pesca;.
Ambos Sexos;Sevilla;621 - Producción agrícola y explotación ganadera;968
Ambos Sexos;Sevilla;622 - Horticultura;..
Ambos Sexos;Sevilla;623 - Silvicultura;.
Ambos Sexos;Sevilla;641 - Veterinaria;.
Ambos Sexos;Sevilla;Total Salud y servicios sociales;7.741
Ambos Sexos;Sevilla;720 - Salud;169
Ambos Sexos;Sevilla;721 - Medicina;2.135
Ambos Sexos;Sevilla;723 - Enfermería y atención a enfermos;1.690
Ambos Sexos;Sevilla;724 - Estudios dentales;422
Ambos Sexos;Sevilla;725 - Tecnología de diagnóstico y tratamiento médico;404
Ambos Sexos;Sevilla;726 - Terapia y rehabilitación;917
Ambos Sexos;Sevilla;727 - Farmacia;2.004
Ambos Sexos;Sevilla;762 - Trabajo social y orientación;.
Ambos Sexos;Sevilla;Total Servicios;1.783
Ambos Sexos;Sevilla;811 - Hostelería;.
Ambos Sexos;Sevilla;812 - Viajes, turismo y ocio;1.416
Ambos Sexos;Sevilla;813 - Deportes;367
Ambos Sexos;Sevilla;840 - Servicios de transporte;.
Ambos Sexos;Sevilla;851 - Control y tecnología medioambiental;.
Ambos Sexos;Sevilla;861 - Protección de la propiedad y las personas;.
Ambos Sexos;Sevilla;862 - Salud y seguridad en el trabajo;.
Ambos Sexos;Sevilla;863 - Enseñanza militar;.
Ambos Sexos;València (Estudi General);Total Ámbito;41.020
Ambos Sexos;València (Estudi General);Total Educación;5.518
Ambos Sexos;València (Estudi General);140 - Formación de personal docente y ciencias de la educación;672
Ambos Sexos;València (Estudi General);142 - Ciencias de la educación;678
Ambos Sexos;València (Estudi General);143 - Formación de docentes de enseñanza infantil;1.704
Ambos Sexos;València (Estudi General);144 - Formación de docentes de enseñanza primaria;2.464
Ambos Sexos;València (Estudi General);145 - Formación de docentes de enseñanza de temas especiales;.
Ambos Sexos;València (Estudi General);146 - Formación de docentes de formación profesional;.
Ambos Sexos;València (Estudi General);Total Artes y humanidades;4.990
Ambos Sexos;València (Estudi General);211 - Bellas artes;710
Ambos Sexos;València (Estudi General);212 - Música y artes del espectáculo;.
Ambos Sexos;València (Estudi General);213 - Técnicas audiovisuales y medios de comunicación;325
Ambos Sexos;València (Estudi General);214 - Diseño;.
Ambos Sexos;València (Estudi General);220 - Humanidades;..
Ambos Sexos;València (Estudi General);222 - Lenguas extranjeras;1.715
Ambos Sexos;València (Estudi General);223 - Lenguas y dialectos españoles;700
Ambos Sexos;València (Estudi General);225 - Historia y arqueología;1.017
Ambos Sexos;València (Estudi General);226 - Filosofía y ética;476
Ambos Sexos;València (Estudi General);Total Ciencias sociales, educación comercial y derecho;15.040
Ambos Sexos;València (Estudi General);311 - Psicología;2.002
Ambos Sexos;València (Estudi General);312 - Sociología, antropología y geografía social y cultural;1.019
Ambos Sexos;València (Estudi General);313 - Ciencias políticas;504
Ambos Sexos;València (Estudi General);314 - Economía;1.135
Ambos Sexos;València (Estudi General);321 - Periodismo;337
Ambos Sexos;València (Estudi General);322 - Biblioteconomía, documentación y archivos;170
Ambos Sexos;València (Estudi General);342 - Marketing y publicidad;.
Ambos Sexos;València (Estudi General);343 - Finanzas, banca y seguros;660
Ambos Sexos;València (Estudi General);344 - Contabilidad y gestión de impuestos;.
Ambos Sexos;València (Estudi General);345 - Administración y gestión de empresas;5.241
Ambos Sexos;València (Estudi General);380 - Derecho;3.971
Ambos Sexos;València (Estudi General);Total Ciencias;3.999
Ambos Sexos;València (Estudi General);421 - Biología y Bioquímica;1.058
Ambos Sexos;València (Estudi General);422 - Ciencias del medio ambiente;614
Ambos Sexos;València (Estudi General);440 - Ciencias Físicas, químicas, geológicas;.
Ambos Sexos;València (Estudi General);441 - Física;458
Ambos Sexos;València (Estudi General);442 - Química;902
Ambos Sexos;València (Estudi General);443 - Geología y meteorología;.
Ambos Sexos;València (Estudi General);461 - Matemáticas;435
Ambos Sexos;València (Estudi General);462 - Estadística;.
Ambos Sexos;València (Estudi General);481 - Ciencias de la computación;531
Ambos Sexos;València (Estudi General);Total Ingeniería, industria y construcción;1.677
Ambos Sexos;València (Estudi General);520 - Ingeniería y profesiones afines;.
Ambos Sexos;València (Estudi General);521 - Mecánica y metalurgia;.
Ambos Sexos;València (Estudi General);522 - Electricidad y energía;.
Ambos Sexos;València (Estudi General);523 - Electrónica y automática;809
Ambos Sexos;València (Estudi General);524 - Procesos químicos;667
Ambos Sexos;València (Estudi General);525 - Vehículos de motor, barcos y aeronaves;.
Ambos Sexos;València (Estudi General);541 - Industria de la alimentación;201
Ambos Sexos;València (Estudi General);542 - Industria textil, confección, del calzado y piel;.
Ambos Sexos;València (Estudi General);543 - Industrias de otros materiales (madera, papel, plástico, vidrio);.
Ambos Sexos;València (Estudi General);544 - Minería y extracción;.
Ambos Sexos;València (Estudi General);581 - Arquitectura y urbanismo;.
Ambos Sexos;València (Estudi General);582 - Construcción e ingeniería civil;.
Ambos Sexos;València (Estudi General);Total Agricultura y veterinaria;.
Ambos Sexos;València (Estudi General);620 - Agricultura, ganadería y pesca;.
Ambos Sexos;València (Estudi General);621 - Producción agrícola y explotación ganadera;.
Ambos Sexos;València (Estudi General);622 - Horticultura;.
Ambos Sexos;València (Estudi General);623 - Silvicultura;.
Ambos Sexos;València (Estudi General);641 - Veterinaria;.
Ambos Sexos;València (Estudi General);Total Salud y servicios sociales;8.263
Ambos Sexos;València (Estudi General);720 - Salud;.
Ambos Sexos;València (Estudi General);721 - Medicina;1.958
Ambos Sexos;València (Estudi General);723 - Enfermería y atención a enfermos;1.607
Ambos Sexos;València (Estudi General);724 - Estudios dentales;388
Ambos Sexos;València (Estudi General);725 - Tecnología de diagnóstico y tratamiento médico;250
Ambos Sexos;València (Estudi General);726 - Terapia y rehabilitación;1.808
Ambos Sexos;València (Estudi General);727 - Farmacia;1.315
Ambos Sexos;València (Estudi General);762 - Trabajo social y orientación;937
Ambos Sexos;València (Estudi General);Total Servicios;1.533
Ambos Sexos;València (Estudi General);811 - Hostelería;.
Ambos Sexos;València (Estudi General);812 - Viajes, turismo y ocio;773
Ambos Sexos;València (Estudi General);813 - Deportes;760
Ambos Sexos;València (Estudi General);840 - Servicios de transporte;.
Ambos Sexos;València (Estudi General);851 - Control y tecnología medioambiental;.
Ambos Sexos;València (Estudi General);861 - Protección de la propiedad y las personas;.
Ambos Sexos;València (Estudi General);862 - Salud y seguridad en el trabajo;.
Ambos Sexos;València (Estudi General);863 - Enseñanza militar;.
Ambos Sexos;Valladolid;Total Ámbito;22.834
Ambos Sexos;Valladolid;Total Educación;3.615
Ambos Sexos;Valladolid;140 - Formación de personal docente y ciencias de la educación;401
Ambos Sexos;Valladolid;142 - Ciencias de la educación;.
Ambos Sexos;Valladolid;143 - Formación de docentes de enseñanza infantil;1.219
Ambos Sexos;Valladolid;144 - Formación de docentes de enseñanza primaria;1.995
Ambos Sexos;Valladolid;145 - Formación de docentes de enseñanza de temas especiales;.
Ambos Sexos;Valladolid;146 - Formación de docentes de formación profesional;.
Ambos Sexos;Valladolid;Total Artes y humanidades;1.677
Ambos Sexos;Valladolid;211 - Bellas artes;160
Ambos Sexos;Valladolid;212 - Música y artes del espectáculo;..
Ambos Sexos;Valladolid;213 - Técnicas audiovisuales y medios de comunicación;.
Ambos Sexos;Valladolid;214 - Diseño;.
Ambos Sexos;Valladolid;220 - Humanidades;.
Ambos Sexos;Valladolid;222 - Lenguas extranjeras;860
Ambos Sexos;Valladolid;223 - Lenguas y dialectos españoles;155
Ambos Sexos;Valladolid;225 - Historia y arqueología;323
Ambos Sexos;Valladolid;226 - Filosofía y ética;..
Ambos Sexos;Valladolid;Total Ciencias sociales, educación comercial y derecho;7.037
Ambos Sexos;Valladolid;311 - Psicología;.
Ambos Sexos;Valladolid;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Valladolid;313 - Ciencias políticas;.
Ambos Sexos;Valladolid;314 - Economía;500
Ambos Sexos;Valladolid;321 - Periodismo;543
Ambos Sexos;Valladolid;322 - Biblioteconomía, documentación y archivos;.
Ambos Sexos;Valladolid;342 - Marketing y publicidad;1.142
Ambos Sexos;Valladolid;343 - Finanzas, banca y seguros;164
Ambos Sexos;Valladolid;344 - Contabilidad y gestión de impuestos;.
Ambos Sexos;Valladolid;345 - Administración y gestión de empresas;3.160
Ambos Sexos;Valladolid;380 - Derecho;1.501
Ambos Sexos;Valladolid;Total Ciencias;1.594
