Nivel y Ciclo;Rama de la enseñanza;Tipo de universidad;Tipo de centro;Sexo;Total
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Hombres;4.327
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;111
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Hombres;..
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;9.580
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Mujeres;5.046
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Hombres;4.534
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;9.479
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Mujeres;4.969
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Hombres;4.510
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;101
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;8.685
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;4.802
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;3.883
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;8.664
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;4.787
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;3.877
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;.
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;4.964
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;2.978
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;1.986
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;4.943
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;2.963
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;1.980
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;..
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;..
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;.
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;3.721
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;1.824
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;1.897
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;3.721
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;1.824
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;1.897
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;2.871
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;696
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;2.175
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;2.871
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;696
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;2.175
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;.
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;1.560
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;344
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;1.216
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;1.560
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;344
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;1.216
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;1.311
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;352
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;959
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;1.311
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;352
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;959
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;2.156
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;1.359
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Hombres;797
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;2.055
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;1.282
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Hombres;773
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;101
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;..
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;..
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;1.193
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;772
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;421
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;1.193
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;772
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;421
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;.
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;.
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;963
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;587
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;376
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;862
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;510
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;352
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;101
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;..
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;4.600
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;3.066
