Nivel y Ciclo;Rama de la enseñanza;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;1.769
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;7.102
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;20.827
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;4.956
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;15.871
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;20.710
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;4.937
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;15.773
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;117
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;19
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;98
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;132.436
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;80.980
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Hombres;51.456
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;128.123
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;78.390
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Hombres;49.733
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;4.313
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;2.590
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;1.723
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;125.212
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;76.812
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;48.400
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;123.126
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;75.489
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;47.637
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;2.086
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;1.323
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;763
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;7.224
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;4.168
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;3.056
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;4.997
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;2.901
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;2.096
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;2.227
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;1.267
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;960
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;235.953
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;163.687
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Hombres;72.266
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Ambos Sexos;218.323
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Mujeres;151.822
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Hombres;66.501
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Ambos Sexos;17.630
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Mujeres;11.865
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Hombres;5.765
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Ambos Sexos;188.394
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Mujeres;134.093
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Hombres;54.301
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Ambos Sexos;172.012
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Mujeres;123.002
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Hombres;49.010
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Ambos Sexos;16.382
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Mujeres;11.091
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Hombres;5.291
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Ambos Sexos;47.559
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Mujeres;29.594
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Hombres;17.965
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Ambos Sexos;46.311
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Mujeres;28.820
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Hombres;17.491
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Ambos Sexos;1.248
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Mujeres;774
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Hombres;474
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Ambos Sexos;80.148
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Mujeres;41.103
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Hombres;39.045
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Ambos Sexos;80.148
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Mujeres;41.103
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Hombres;39.045
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Ambos Sexos;78.101
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Mujeres;39.925
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Hombres;38.176
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Ambos Sexos;78.101
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Mujeres;39.925
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Hombres;38.176
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Ambos Sexos;2.047
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Mujeres;1.178
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Hombres;869
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Ambos Sexos;2.047
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Mujeres;1.178
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Hombres;869
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Ambos Sexos;1.250.822
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Mujeres;686.555
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Hombres;564.267
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Ambos Sexos;1.188.137
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Mujeres;650.627
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Hombres;537.510
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Ambos Sexos;62.685
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Mujeres;35.928
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Hombres;26.757
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Ambos Sexos;1.085.482
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Mujeres;594.298
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Hombres;491.184
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Ambos Sexos;1.028.481
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Mujeres;561.525
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Hombres;466.956
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;57.001
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;32.773
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Hombres;24.228
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;165.340
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Mujeres;92.257
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Hombres;73.083
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;159.656
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Mujeres;89.102
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Hombres;70.554
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;5.684
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;3.155
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Hombres;2.529
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;589.571
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;355.553
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;234.018
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;557.431
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;335.757
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;221.674
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;32.140
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;19.796
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;12.344
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;497.648
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;301.741
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;195.907
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;467.600
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;283.040
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;184.560
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;30.048
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;18.701
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;11.347
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;91.923
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;53.812
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;38.111
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;89.831
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;52.717
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;37.114
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;2.092
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;1.095
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;997
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;232.118
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;57.224
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;174.894
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;223.480
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;55.523
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;167.957
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;8.638
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;1.701
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;6.937
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;214.352
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;53.121
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;161.231
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;205.831
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;51.439
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;154.392
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;8.521
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;1.682
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;6.839
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;17.766
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;4.103
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;13.663
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;17.649
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;4.084
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;13.565
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;117
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;19
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;98
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;126.081
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;77.078
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Hombres;49.003
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;121.793
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;74.504
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Hombres;47.289
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;4.288
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;2.574
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;1.714
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;119.212
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;73.115
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;46.097
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;117.151
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;71.808
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;45.343
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;2.061
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;1.307
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;754
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;6.869
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;3.963
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;2.906
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;4.642
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;2.696
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;1.946
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;2.227
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;1.267
