Nivel y Ciclo;Rama de la enseñanza;Tipo de universidad;Tipo de centro;Sexo;Total
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;253.171
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;34.124
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;21.672
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;12.452
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;583.206
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;357.832
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;225.374
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;550.340
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;336.823
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;213.517
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;32.866
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;21.009
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;11.857
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;97.553
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;57.304
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;40.249
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;96.295
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;56.641
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;39.654
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;1.258
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;663
Total Grado y 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;595
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;316.670
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;82.335
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;234.335
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;309.294
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;81.128
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;228.166
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;7.376
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;1.207
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;6.169
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;289.837
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;75.652
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;214.185
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;282.570
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;74.472
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;208.098
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;7.267
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;1.180
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;6.087
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;26.833
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;6.683
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;20.150
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;26.724
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;6.656
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;20.068
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;109
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;27
Total Grado y 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;82
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;138.437
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;85.557
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Hombres;52.880
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;135.036
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;83.410
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Hombres;51.626
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;3.401
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;2.147
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;1.254
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;131.739
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;81.493
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;50.246
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;129.583
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;80.101
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;49.482
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;2.156
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;1.392
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;764
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;6.698
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;4.064
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;2.634
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;5.453
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;3.309
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;2.144
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;1.245
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;755
Total Grado y 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;490
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;215.318
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;151.313
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Hombres;64.005
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Ambos Sexos;199.461
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Mujeres;140.267
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Hombres;59.194
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Ambos Sexos;15.857
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Mujeres;11.046
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Hombres;4.811
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Ambos Sexos;174.211
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Mujeres;125.404
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Hombres;48.807
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Ambos Sexos;159.539
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Mujeres;115.056
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Hombres;44.483
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Ambos Sexos;14.672
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Mujeres;10.348
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Hombres;4.324
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Ambos Sexos;41.107
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Mujeres;25.909
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Hombres;15.198
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Ambos Sexos;39.922
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Mujeres;25.211
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Hombres;14.711
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Ambos Sexos;1.185
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Mujeres;698
Total Grado y 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Hombres;487
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Ambos Sexos;83.545
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Mujeres;44.078
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Hombres;39.467
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Ambos Sexos;83.545
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Mujeres;44.078
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Hombres;39.467
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Ambos Sexos;81.411
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Mujeres;42.834
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Hombres;38.577
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Ambos Sexos;81.411
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Mujeres;42.834
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Hombres;38.577
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Hombres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Ambos Sexos;2.134
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Mujeres;1.244
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Hombres;890
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Ambos Sexos;2.134
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Mujeres;1.244
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Hombres;890
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Ambos Sexos;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Mujeres;..
Total Grado y 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Hombres;..
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Ambos Sexos;1.027.823
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Mujeres;571.449
Matrícula de Grado;Total Ramas;Total Universidades;Total Centros;Hombres;456.374
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Ambos Sexos;975.761
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Mujeres;540.165
Matrícula de Grado;Total Ramas;Total Universidades;Centros propios;Hombres;435.596
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Ambos Sexos;52.062
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Mujeres;31.284
Matrícula de Grado;Total Ramas;Total Universidades;Centros adscritos;Hombres;20.778
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Ambos Sexos;889.450
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Mujeres;493.714
Matrícula de Grado;Total Ramas;Universidades públicas;Total Centros;Hombres;395.736
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Ambos Sexos;841.185
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Mujeres;464.573
Matrícula de Grado;Total Ramas;Universidades públicas;Centros propios;Hombres;376.612
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;48.265
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;29.141
Matrícula de Grado;Total Ramas;Universidades públicas;Centros adscritos;Hombres;19.124
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;138.373
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Mujeres;77.735
Matrícula de Grado;Total Ramas;Universidades privadas;Total Centros;Hombres;60.638
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;134.576
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Mujeres;75.592
Matrícula de Grado;Total Ramas;Universidades privadas;Centros propios;Hombres;58.984
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;3.797
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;2.143
Matrícula de Grado;Total Ramas;Universidades privadas;Centros adscritos;Hombres;1.654
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;487.368
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;298.954
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;188.414
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;460.169
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;281.399
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;178.770
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;27.199
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;17.555
Matrícula de Grado;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;9.644
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;410.120
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;253.279
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;156.841
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;384.179
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;236.387
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;147.792
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;25.941
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;16.892
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;9.049
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;77.248
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;45.675
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;31.573
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;75.990
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;45.012
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;30.978
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;1.258
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;663
Matrícula de Grado;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;595
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;189.194
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;45.730
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;143.464
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;183.000
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;44.771
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;138.229
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;6.194
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;959
Matrícula de Grado;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;5.235
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;172.410
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;41.688
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;130.722
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;166.325
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;40.756
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;125.569
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;6.085
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;932
Matrícula de Grado;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;5.153
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;16.784
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;4.042
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;12.742
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;16.675
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;4.015
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;12.660
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;109
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;27
Matrícula de Grado;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;82
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;105.907
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;65.161
Matrícula de Grado;Artes y Humanidades;Total Universidades;Total Centros;Hombres;40.746
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;102.765
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;63.184
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros propios;Hombres;39.581
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;3.142
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;1.977
Matrícula de Grado;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;1.165
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;100.493
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;61.873
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;38.620
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;98.596
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;60.651
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;37.945
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;1.897
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;1.222
Matrícula de Grado;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;675
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;5.414
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;3.288
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;2.126
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;4.169
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;2.533
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;1.636
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;1.245
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;755
