Nivel y Ciclo;Rama de la enseñanza;Tipo de universidad;Tipo de centro;Sexo;Total
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;560
Matrícula de Grado;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;212
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;97.203
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;68.746
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Total Centros;Hombres;28.457
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Centros propios;Ambos Sexos;89.301
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Centros propios;Mujeres;63.207
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Centros propios;Hombres;26.094
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Centros adscritos;Ambos Sexos;7.902
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Centros adscritos;Mujeres;5.539
Matrícula de Grado;Ciencias de la Salud;Total Universidades;Centros adscritos;Hombres;2.363
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Total Centros;Ambos Sexos;76.159
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Total Centros;Mujeres;55.150
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Total Centros;Hombres;21.009
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Centros propios;Ambos Sexos;68.759
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Centros propios;Mujeres;49.882
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Centros propios;Hombres;18.877
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Centros adscritos;Ambos Sexos;7.400
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Centros adscritos;Mujeres;5.268
Matrícula de Grado;Ciencias de la Salud;Universidades públicas;Centros adscritos;Hombres;2.132
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Total Centros;Ambos Sexos;21.044
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Total Centros;Mujeres;13.596
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Total Centros;Hombres;7.448
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Centros propios;Ambos Sexos;20.542
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Centros propios;Mujeres;13.325
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Centros propios;Hombres;7.217
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Centros adscritos;Ambos Sexos;502
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Centros adscritos;Mujeres;271
Matrícula de Grado;Ciencias de la Salud;Universidades privadas;Centros adscritos;Hombres;231
Matrícula de Grado;Ciencias;Total Universidades;Total Centros;Ambos Sexos;30.720
Matrícula de Grado;Ciencias;Total Universidades;Total Centros;Mujeres;15.597
Matrícula de Grado;Ciencias;Total Universidades;Total Centros;Hombres;15.123
Matrícula de Grado;Ciencias;Total Universidades;Centros propios;Ambos Sexos;30.720
Matrícula de Grado;Ciencias;Total Universidades;Centros propios;Mujeres;15.597
Matrícula de Grado;Ciencias;Total Universidades;Centros propios;Hombres;15.123
Matrícula de Grado;Ciencias;Total Universidades;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ciencias;Total Universidades;Centros adscritos;Mujeres;.
Matrícula de Grado;Ciencias;Total Universidades;Centros adscritos;Hombres;.
Matrícula de Grado;Ciencias;Universidades públicas;Total Centros;Ambos Sexos;29.883
Matrícula de Grado;Ciencias;Universidades públicas;Total Centros;Mujeres;15.095
Matrícula de Grado;Ciencias;Universidades públicas;Total Centros;Hombres;14.788
Matrícula de Grado;Ciencias;Universidades públicas;Centros propios;Ambos Sexos;29.883
Matrícula de Grado;Ciencias;Universidades públicas;Centros propios;Mujeres;15.095
Matrícula de Grado;Ciencias;Universidades públicas;Centros propios;Hombres;14.788
Matrícula de Grado;Ciencias;Universidades públicas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ciencias;Universidades públicas;Centros adscritos;Mujeres;.
Matrícula de Grado;Ciencias;Universidades públicas;Centros adscritos;Hombres;.
Matrícula de Grado;Ciencias;Universidades privadas;Total Centros;Ambos Sexos;837
Matrícula de Grado;Ciencias;Universidades privadas;Total Centros;Mujeres;502
Matrícula de Grado;Ciencias;Universidades privadas;Total Centros;Hombres;335
Matrícula de Grado;Ciencias;Universidades privadas;Centros propios;Ambos Sexos;837
Matrícula de Grado;Ciencias;Universidades privadas;Centros propios;Mujeres;502
Matrícula de Grado;Ciencias;Universidades privadas;Centros propios;Hombres;335
Matrícula de Grado;Ciencias;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de Grado;Ciencias;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de Grado;Ciencias;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Total Centros;Ambos Sexos;887.928
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Total Centros;Mujeres;480.635
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Total Centros;Hombres;407.293
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Centros propios;Ambos Sexos;853.523
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Centros propios;Mujeres;458.745
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Centros propios;Hombres;394.778
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Centros adscritos;Ambos Sexos;34.405
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Centros adscritos;Mujeres;21.890
Matrícula de 1º y 2º Ciclo;Total Ramas;Total Universidades;Centros adscritos;Hombres;12.515
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Total Centros;Ambos Sexos;800.831
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Total Centros;Mujeres;431.139
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Total Centros;Hombres;369.692
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Centros propios;Ambos Sexos;766.426
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Centros propios;Mujeres;409.249
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Centros propios;Hombres;357.177
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;34.405
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;21.890
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades públicas;Centros adscritos;Hombres;12.515
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;87.097
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Total Centros;Mujeres;49.496
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Total Centros;Hombres;37.601
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;87.097
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Centros propios;Mujeres;49.496
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Centros propios;Hombres;37.601
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Total Ramas;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;451.591
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;282.661
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;168.930
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;426.542
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;266.168
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;160.374
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;25.049
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;16.493
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;8.556
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;401.109
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;250.278
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;150.831
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;376.060
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;233.785
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;142.275
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;25.049
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;16.493
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;8.556
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;50.482
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;32.383
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Hombres;18.099
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Ambos Sexos;50.482
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Mujeres;32.383
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros propios;Hombres;18.099
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Ciencias Sociales y Jurídicas;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Ambos Sexos;232.745
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Mujeres;65.673
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Total Centros;Hombres;167.072
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Ambos Sexos;229.360
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Mujeres;65.035
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros propios;Hombres;164.325
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Ambos Sexos;3.385
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Mujeres;638
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Total Universidades;Centros adscritos;Hombres;2.747
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Ambos Sexos;212.466
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Mujeres;59.216
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Total Centros;Hombres;153.250
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Ambos Sexos;209.081
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Mujeres;58.578
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros propios;Hombres;150.503
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Ambos Sexos;3.385
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Mujeres;638
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades públicas;Centros adscritos;Hombres;2.747
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Ambos Sexos;20.279
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Mujeres;6.457
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Total Centros;Hombres;13.822
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Ambos Sexos;20.279
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Mujeres;6.457
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros propios;Hombres;13.822
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Ingeniería y Arquitectura;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Ambos Sexos;72.583
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Mujeres;45.707
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Total Centros;Hombres;26.876
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Ambos Sexos;71.975
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Mujeres;45.283
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros propios;Hombres;26.692
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Ambos Sexos;608
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Mujeres;424
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Total Universidades;Centros adscritos;Hombres;184
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Ambos Sexos;69.293
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Mujeres;43.367
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Total Centros;Hombres;25.926
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Ambos Sexos;68.685
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Mujeres;42.943
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros propios;Hombres;25.742
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Ambos Sexos;608
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Mujeres;424
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades públicas;Centros adscritos;Hombres;184
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Ambos Sexos;3.290
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Mujeres;2.340
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Total Centros;Hombres;950
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Ambos Sexos;3.290
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Mujeres;2.340
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros propios;Hombres;950
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Artes y Humanidades;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Ambos Sexos;77.071
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Mujeres;55.428
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Total Centros;Hombres;21.643
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Ambos Sexos;71.708
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Mujeres;51.093
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros propios;Hombres;20.615
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Ambos Sexos;5.363
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Mujeres;4.335
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Total Universidades;Centros adscritos;Hombres;1.028
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Ambos Sexos;66.025
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Mujeres;48.355
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Total Centros;Hombres;17.670
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Ambos Sexos;60.662
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Mujeres;44.020
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros propios;Hombres;16.642
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Ambos Sexos;5.363
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Mujeres;4.335
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades públicas;Centros adscritos;Hombres;1.028
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Ambos Sexos;11.046
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Mujeres;7.073
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Total Centros;Hombres;3.973
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Ambos Sexos;11.046
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Mujeres;7.073
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros propios;Hombres;3.973
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Ciencias de la Salud;Universidades privadas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Ambos Sexos;53.938
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Mujeres;31.166
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Total Centros;Hombres;22.772
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Ambos Sexos;53.938
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Mujeres;31.166
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Centros propios;Hombres;22.772
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Ciencias;Total Universidades;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Ambos Sexos;51.938
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Mujeres;29.923
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Total Centros;Hombres;22.015
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Ambos Sexos;51.938
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Mujeres;29.923
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros propios;Hombres;22.015
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades públicas;Centros adscritos;Hombres;.
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Ambos Sexos;2.000
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Mujeres;1.243
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Total Centros;Hombres;757
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Ambos Sexos;2.000
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Mujeres;1.243
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros propios;Hombres;757
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Ambos Sexos;.
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Mujeres;.
Matrícula de 1º y 2º Ciclo;Ciencias;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Total Centros;Ambos Sexos;327.770
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Total Centros;Mujeres;174.311
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Total Centros;Hombres;153.459
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Centros propios;Ambos Sexos;300.872
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Centros propios;Mujeres;156.261
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Centros propios;Hombres;144.611
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Centros adscritos;Ambos Sexos;26.898
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Centros adscritos;Mujeres;18.050
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Total Universidades;Centros adscritos;Hombres;8.848
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Total Centros;Ambos Sexos;297.444
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Total Centros;Mujeres;156.103
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Total Centros;Hombres;141.341
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Centros propios;Ambos Sexos;270.546
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Centros propios;Mujeres;138.053
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Centros propios;Hombres;132.493
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Centros adscritos;Ambos Sexos;26.898
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Centros adscritos;Mujeres;18.050
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades públicas;Centros adscritos;Hombres;8.848
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Total Centros;Ambos Sexos;30.326
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Total Centros;Mujeres;18.208
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Total Centros;Hombres;12.118
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Centros propios;Ambos Sexos;30.326
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Centros propios;Mujeres;18.208
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Centros propios;Hombres;12.118
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Centros adscritos;Ambos Sexos;.
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Centros adscritos;Mujeres;.
1º y 2º Ciclo. Ciclo Corto;Total Ramas;Universidades privadas;Centros adscritos;Hombres;.
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Ambos Sexos;177.878
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Mujeres;120.322
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Total Centros;Hombres;57.556
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Ambos Sexos;159.728
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Mujeres;107.245
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Centros propios;Hombres;52.483
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Ambos Sexos;18.150
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Mujeres;13.077
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Total Universidades;Centros adscritos;Hombres;5.073
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Ambos Sexos;161.681
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Mujeres;108.850
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Total Centros;Hombres;52.831
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Ambos Sexos;143.531
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Mujeres;95.773
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Centros propios;Hombres;47.758
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Ambos Sexos;18.150
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Mujeres;13.077
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades públicas;Centros adscritos;Hombres;5.073
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Ambos Sexos;16.197
1º y 2º Ciclo. Ciclo Corto;Ciencias Sociales y Jurídicas;Universidades privadas;Total Centros;Mujeres;11.472
